S No,Vehicle Category,State,Year,Fuel,Value
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL,2
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL,"3,60,421"
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL/CNG,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL/CNG,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL/CNG,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/CNG,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL/CNG,34
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL/CNG,"4,439"
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/CNG,768
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL/CNG,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL/CNG,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/CNG,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL/CNG,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL/CNG,1
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL(E20)/CNG,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,2
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,749
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,99
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/CNG,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL(E20)/CNG,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL(E20)/CNG,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL(E20)/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL(E20)/HYBRID,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,"1,163"
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,6
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL(E20)/HYBRID,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL(E20)/HYBRID,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL(E20)/HYBRID,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL(E20)/HYBRID/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL(E20)/LPG,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL(E20)/LPG,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL(E20)/LPG,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL(E20)/LPG,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL(E20)/LPG,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL/ETHANOL,4
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,760
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,"16,245"
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,461
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/ETHANOL,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL/ETHANOL,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL/ETHANOL,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL/ETHANOL,"1,62,701"
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL/HYBRID,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,"6,135"
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,54
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/HYBRID,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL/HYBRID,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL/HYBRID,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL/HYBRID,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL/HYBRID/CNG,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL/HYBRID/CNG,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL/HYBRID/CNG,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL/HYBRID/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL/LPG,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/LPG,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL/LPG,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL/LPG,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL/LPG,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PETROL/METHANOL,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PETROL/METHANOL,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PETROL/METHANOL,0
12,THREE WHEELER(T),Jharkhand(25),2025,PETROL/METHANOL,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PETROL/METHANOL,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PLUG-IN HYBRID EV,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PLUG-IN HYBRID EV,0
12,THREE WHEELER(T),Jharkhand(25),2025,PLUG-IN HYBRID EV,0
13,TWO WHEELER(NT),Jharkhand(25),2025,PLUG-IN HYBRID EV,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,PURE EV,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,PURE EV,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,PURE EV,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,PURE EV,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,PURE EV,24
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,PURE EV,479
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,PURE EV,27
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,PURE EV,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,PURE EV,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,PURE EV,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,PURE EV,0
12,THREE WHEELER(T),Jharkhand(25),2025,PURE EV,"6,889"
13,TWO WHEELER(NT),Jharkhand(25),2025,PURE EV,"10,415"
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,SOLAR,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,SOLAR,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,SOLAR,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,SOLAR,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,SOLAR,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,SOLAR,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,SOLAR,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,SOLAR,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,SOLAR,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,SOLAR,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,SOLAR,0
12,THREE WHEELER(T),Jharkhand(25),2025,SOLAR,0
13,TWO WHEELER(NT),Jharkhand(25),2025,SOLAR,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,STRONG HYBRID EV,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,658
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,1
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,STRONG HYBRID EV,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,STRONG HYBRID EV,0
12,THREE WHEELER(T),Jharkhand(25),2025,STRONG HYBRID EV,0
13,TWO WHEELER(NT),Jharkhand(25),2025,STRONG HYBRID EV,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,BIO-CNG/BIO-GAS,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,BIO-DIESEL(B100),0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,BIO-METHANE,0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,BIO-METHANE,0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,BIO-METHANE,0
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,BIO-METHANE,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,BIO-METHANE,0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,BIO-METHANE,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,1
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,CNG ONLY,0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,CNG ONLY,0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,CNG ONLY,5
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,CNG ONLY,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,CNG ONLY,17
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,CNG ONLY,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,DIESEL,"2,001"
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,DIESEL,4
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DIESEL,230
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,DIESEL,"4,000"
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,DIESEL,"12,523"
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DIESEL,"2,313"
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,DIESEL,210
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,DIESEL,8
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DIESEL,397
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,DIESEL,445
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,DIESEL,"3,797"
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,DIESEL,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,DIESEL,0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,DIESEL,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,1
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,52
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,DIESEL/HYBRID,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,DI-METHYL ETHER,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
5,LIGHT MOTOR VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
6,LIGHT PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
7,MEDIUM GOODS VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
8,MEDIUM MOTOR VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
9,MEDIUM PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
10,OTHER THAN MENTIONED ABOVE,Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
11,THREE WHEELER(T),Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
12,TWO WHEELER (INVALID CARRIAGE),Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
13,TWO WHEELER(NT),Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
14,TWO WHEELER(T),Jammu and Kashmir(21),2025,DUAL DIESEL/BIO CNG,0
1,HEAVY GOODS VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/CNG,0
2,HEAVY MOTOR VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/CNG,0
3,HEAVY PASSENGER VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/CNG,0
4,LIGHT GOODS VEHICLE,Jammu and Kashmir(21),2025,DUAL DIESEL/CNG,0
