S No,Vehicle Category,State,Year,Fuel,Value
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
12,TWO WHEELER(T),Sikkim(9),2025,PETROL(E20)/HYBRID/CNG,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL(E20)/LPG,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL(E20)/LPG,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL(E20)/LPG,0
12,TWO WHEELER(T),Sikkim(9),2025,PETROL(E20)/LPG,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,4
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,768
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,100
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL/ETHANOL,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL/ETHANOL,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL/ETHANOL,"3,335"
12,TWO WHEELER(T),Sikkim(9),2025,PETROL/ETHANOL,11
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL/HYBRID,83
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL/HYBRID,15
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL/HYBRID,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL/HYBRID,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL/HYBRID,0
12,TWO WHEELER(T),Sikkim(9),2025,PETROL/HYBRID,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL/HYBRID/CNG,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL/HYBRID/CNG,0
12,TWO WHEELER(T),Sikkim(9),2025,PETROL/HYBRID/CNG,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PETROL/LPG,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PETROL/LPG,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PETROL/LPG,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PETROL/LPG,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL/LPG,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL/LPG,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL/LPG,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL/LPG,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL/LPG,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL/LPG,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL/LPG,0
12,TWO WHEELER(T),Sikkim(9),2025,PETROL/LPG,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PETROL/METHANOL,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PETROL/METHANOL,0
11,TWO WHEELER(NT),Sikkim(9),2025,PETROL/METHANOL,0
12,TWO WHEELER(T),Sikkim(9),2025,PETROL/METHANOL,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PLUG-IN HYBRID EV,0
11,TWO WHEELER(NT),Sikkim(9),2025,PLUG-IN HYBRID EV,0
12,TWO WHEELER(T),Sikkim(9),2025,PLUG-IN HYBRID EV,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,PURE EV,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,PURE EV,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,PURE EV,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,PURE EV,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,PURE EV,5
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,PURE EV,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,PURE EV,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,PURE EV,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,PURE EV,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,PURE EV,0
11,TWO WHEELER(NT),Sikkim(9),2025,PURE EV,2
12,TWO WHEELER(T),Sikkim(9),2025,PURE EV,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,SOLAR,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,SOLAR,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,SOLAR,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,SOLAR,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,SOLAR,0
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,SOLAR,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,SOLAR,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,SOLAR,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,SOLAR,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,SOLAR,0
11,TWO WHEELER(NT),Sikkim(9),2025,SOLAR,0
12,TWO WHEELER(T),Sikkim(9),2025,SOLAR,0
1,HEAVY GOODS VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
2,HEAVY MOTOR VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
3,HEAVY PASSENGER VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
4,LIGHT GOODS VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
5,LIGHT MOTOR VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,15
6,LIGHT PASSENGER VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
7,MEDIUM GOODS VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
8,MEDIUM MOTOR VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
9,MEDIUM PASSENGER VEHICLE,Sikkim(9),2025,STRONG HYBRID EV,0
10,OTHER THAN MENTIONED ABOVE,Sikkim(9),2025,STRONG HYBRID EV,0
11,TWO WHEELER(NT),Sikkim(9),2025,STRONG HYBRID EV,0
12,TWO WHEELER(T),Sikkim(9),2025,STRONG HYBRID EV,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,BIO-CNG/BIO-GAS,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,BIO-DIESEL(B100),0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
14,THREE WHEELER(T),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
17,TWO WHEELER(T),Tamil Nadu(148),2025,BIO-DIESEL(B100),0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-METHANE,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,BIO-METHANE,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,BIO-METHANE,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-METHANE,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,BIO-METHANE,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,BIO-METHANE,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,BIO-METHANE,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,BIO-METHANE,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,BIO-METHANE,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,CNG ONLY,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,CNG ONLY,137
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,CNG ONLY,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,CNG ONLY,55
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,CNG ONLY,"1,730"
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,CNG ONLY,40
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,CNG ONLY,77
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,CNG ONLY,200
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,CNG ONLY,3
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,CNG ONLY,48
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,CNG ONLY,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,CNG ONLY,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,CNG ONLY,159
14,THREE WHEELER(T),Tamil Nadu(148),2025,CNG ONLY,"25,806"
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,CNG ONLY,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,CNG ONLY,"2,099"
17,TWO WHEELER(T),Tamil Nadu(148),2025,CNG ONLY,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DIESEL,19
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,DIESEL,"15,699"
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,DIESEL,234
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,DIESEL,"5,912"
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,DIESEL,"37,713"
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,DIESEL,"66,594"
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,DIESEL,"7,379"
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,DIESEL,"6,896"
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,DIESEL,638
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,DIESEL,"3,193"
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,DIESEL,"5,533"
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DIESEL,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,DIESEL,40
14,THREE WHEELER(T),Tamil Nadu(148),2025,DIESEL,"14,010"
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DIESEL,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,DIESEL,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,DIESEL,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DIESEL/HYBRID,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,597
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,1
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,DIESEL/HYBRID,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DIESEL/HYBRID,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,DIESEL/HYBRID,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,DIESEL/HYBRID,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DIESEL/HYBRID,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,DIESEL/HYBRID,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,DIESEL/HYBRID,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DI-METHYL ETHER,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,DI-METHYL ETHER,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DI-METHYL ETHER,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,DI-METHYL ETHER,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,DI-METHYL ETHER,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DI-METHYL ETHER,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,DI-METHYL ETHER,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,DI-METHYL ETHER,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,DUAL DIESEL/BIO CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,1
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,DUAL DIESEL/CNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
10,MEDIUM PASSENGER VEHICLE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
11,OTHER THAN MENTIONED ABOVE,Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
12,THREE WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
13,THREE WHEELER(NT),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
14,THREE WHEELER(T),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
15,TWO WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
16,TWO WHEELER(NT),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
17,TWO WHEELER(T),Tamil Nadu(148),2025,DUAL DIESEL/LNG,0
1,FOUR WHEELER (INVALID CARRIAGE),Tamil Nadu(148),2025,ELECTRIC(BOV),1
2,HEAVY GOODS VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),1
3,HEAVY MOTOR VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),0
4,HEAVY PASSENGER VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),4
5,LIGHT GOODS VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),770
6,LIGHT MOTOR VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),"3,147"
7,LIGHT PASSENGER VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),186
8,MEDIUM GOODS VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),0
9,MEDIUM MOTOR VEHICLE,Tamil Nadu(148),2025,ELECTRIC(BOV),0
