S No,Norms,State,Year,Vehicle Category,Value
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,MGV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,MGV,0
6,CEV STAGE V,Rajasthan(60),2026,MGV,0
7,EURO 6,Rajasthan(60),2026,MGV,0
8,NOT AVAILABLE,Rajasthan(60),2026,MGV,0
9,TREM STAGE IV,Rajasthan(60),2026,MGV,0
1,BHARAT STAGE III,Rajasthan(60),2026,MMV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,MMV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,MMV,0
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,MMV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,MMV,0
6,CEV STAGE V,Rajasthan(60),2026,MMV,85
7,EURO 6,Rajasthan(60),2026,MMV,0
8,NOT AVAILABLE,Rajasthan(60),2026,MMV,0
9,TREM STAGE IV,Rajasthan(60),2026,MMV,0
1,BHARAT STAGE III,Rajasthan(60),2026,MPV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,MPV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,MPV,190
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,MPV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,MPV,0
6,CEV STAGE V,Rajasthan(60),2026,MPV,0
7,EURO 6,Rajasthan(60),2026,MPV,0
8,NOT AVAILABLE,Rajasthan(60),2026,MPV,0
9,TREM STAGE IV,Rajasthan(60),2026,MPV,0
1,BHARAT STAGE III,Rajasthan(60),2026,OTH,0
2,BHARAT STAGE IV,Rajasthan(60),2026,OTH,0
3,BHARAT STAGE VI,Rajasthan(60),2026,OTH,24
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,OTH,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,OTH,0
6,CEV STAGE V,Rajasthan(60),2026,OTH,803
7,EURO 6,Rajasthan(60),2026,OTH,0
8,NOT AVAILABLE,Rajasthan(60),2026,OTH,0
9,TREM STAGE IV,Rajasthan(60),2026,OTH,169
1,BHARAT STAGE IV,Sikkim(9),2026,2WIC,0
2,BHARAT STAGE VI,Sikkim(9),2026,2WIC,0
3,CEV STAGE V,Sikkim(9),2026,2WIC,0
4,NOT AVAILABLE,Sikkim(9),2026,2WIC,0
1,BHARAT STAGE IV,Sikkim(9),2026,2WN,0
2,BHARAT STAGE VI,Sikkim(9),2026,2WN,"1,116"
3,CEV STAGE V,Sikkim(9),2026,2WN,0
4,NOT AVAILABLE,Sikkim(9),2026,2WN,6
1,BHARAT STAGE IV,Sikkim(9),2026,2WT,0
2,BHARAT STAGE VI,Sikkim(9),2026,2WT,10
3,CEV STAGE V,Sikkim(9),2026,2WT,0
4,NOT AVAILABLE,Sikkim(9),2026,2WT,0
1,BHARAT STAGE IV,Sikkim(9),2026,3WIC,0
2,BHARAT STAGE VI,Sikkim(9),2026,3WIC,0
3,CEV STAGE V,Sikkim(9),2026,3WIC,0
4,NOT AVAILABLE,Sikkim(9),2026,3WIC,0
1,BHARAT STAGE IV,Sikkim(9),2026,3WN,0
2,BHARAT STAGE VI,Sikkim(9),2026,3WN,0
3,CEV STAGE V,Sikkim(9),2026,3WN,0
4,NOT AVAILABLE,Sikkim(9),2026,3WN,0
1,BHARAT STAGE IV,Sikkim(9),2026,3WT,0
2,BHARAT STAGE VI,Sikkim(9),2026,3WT,0
3,CEV STAGE V,Sikkim(9),2026,3WT,0
4,NOT AVAILABLE,Sikkim(9),2026,3WT,0
1,BHARAT STAGE IV,Sikkim(9),2026,4WIC,0
2,BHARAT STAGE VI,Sikkim(9),2026,4WIC,0
3,CEV STAGE V,Sikkim(9),2026,4WIC,0
4,NOT AVAILABLE,Sikkim(9),2026,4WIC,0
1,BHARAT STAGE IV,Sikkim(9),2026,HGV,0
2,BHARAT STAGE VI,Sikkim(9),2026,HGV,33
3,CEV STAGE V,Sikkim(9),2026,HGV,0
4,NOT AVAILABLE,Sikkim(9),2026,HGV,0
1,BHARAT STAGE IV,Sikkim(9),2026,HMV,0
2,BHARAT STAGE VI,Sikkim(9),2026,HMV,1
3,CEV STAGE V,Sikkim(9),2026,HMV,0
4,NOT AVAILABLE,Sikkim(9),2026,HMV,0
1,BHARAT STAGE IV,Sikkim(9),2026,HPV,0
2,BHARAT STAGE VI,Sikkim(9),2026,HPV,0
3,CEV STAGE V,Sikkim(9),2026,HPV,0
4,NOT AVAILABLE,Sikkim(9),2026,HPV,0
1,BHARAT STAGE IV,Sikkim(9),2026,LGV,0
2,BHARAT STAGE VI,Sikkim(9),2026,LGV,21
3,CEV STAGE V,Sikkim(9),2026,LGV,0
4,NOT AVAILABLE,Sikkim(9),2026,LGV,0
1,BHARAT STAGE IV,Sikkim(9),2026,LMV,1
2,BHARAT STAGE VI,Sikkim(9),2026,LMV,598
3,CEV STAGE V,Sikkim(9),2026,LMV,0
4,NOT AVAILABLE,Sikkim(9),2026,LMV,3
1,BHARAT STAGE IV,Sikkim(9),2026,LPV,0
2,BHARAT STAGE VI,Sikkim(9),2026,LPV,159
3,CEV STAGE V,Sikkim(9),2026,LPV,0
4,NOT AVAILABLE,Sikkim(9),2026,LPV,0
1,BHARAT STAGE IV,Sikkim(9),2026,MGV,0
2,BHARAT STAGE VI,Sikkim(9),2026,MGV,3
3,CEV STAGE V,Sikkim(9),2026,MGV,0
4,NOT AVAILABLE,Sikkim(9),2026,MGV,0
1,BHARAT STAGE IV,Sikkim(9),2026,MMV,0
2,BHARAT STAGE VI,Sikkim(9),2026,MMV,0
3,CEV STAGE V,Sikkim(9),2026,MMV,0
4,NOT AVAILABLE,Sikkim(9),2026,MMV,0
1,BHARAT STAGE IV,Sikkim(9),2026,MPV,0
2,BHARAT STAGE VI,Sikkim(9),2026,MPV,4
3,CEV STAGE V,Sikkim(9),2026,MPV,0
4,NOT AVAILABLE,Sikkim(9),2026,MPV,0
1,BHARAT STAGE IV,Sikkim(9),2026,OTH,0
2,BHARAT STAGE VI,Sikkim(9),2026,OTH,1
3,CEV STAGE V,Sikkim(9),2026,OTH,5
4,NOT AVAILABLE,Sikkim(9),2026,OTH,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,2WIC,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,2WIC,"6,119"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,2WIC,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,2WIC,0
5,CEV STAGE IV,Tamil Nadu(148),2026,2WIC,0
6,CEV STAGE V,Tamil Nadu(148),2026,2WIC,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,2WIC,0
8,TREM STAGE IV,Tamil Nadu(148),2026,2WIC,0
9,TREM STAGE V,Tamil Nadu(148),2026,2WIC,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,2WN,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,2WN,"3,21,270"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,2WN,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,2WN,0
5,CEV STAGE IV,Tamil Nadu(148),2026,2WN,0
6,CEV STAGE V,Tamil Nadu(148),2026,2WN,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,2WN,"28,146"
8,TREM STAGE IV,Tamil Nadu(148),2026,2WN,0
9,TREM STAGE V,Tamil Nadu(148),2026,2WN,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,2WT,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,2WT,0
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,2WT,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,2WT,0
5,CEV STAGE IV,Tamil Nadu(148),2026,2WT,0
6,CEV STAGE V,Tamil Nadu(148),2026,2WT,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,2WT,0
8,TREM STAGE IV,Tamil Nadu(148),2026,2WT,0
9,TREM STAGE V,Tamil Nadu(148),2026,2WT,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,3WIC,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,3WIC,0
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,3WIC,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,3WIC,0
5,CEV STAGE IV,Tamil Nadu(148),2026,3WIC,0
6,CEV STAGE V,Tamil Nadu(148),2026,3WIC,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,3WIC,0
8,TREM STAGE IV,Tamil Nadu(148),2026,3WIC,0
9,TREM STAGE V,Tamil Nadu(148),2026,3WIC,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,3WN,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,3WN,37
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,3WN,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,3WN,0
5,CEV STAGE IV,Tamil Nadu(148),2026,3WN,0
6,CEV STAGE V,Tamil Nadu(148),2026,3WN,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,3WN,35
8,TREM STAGE IV,Tamil Nadu(148),2026,3WN,0
9,TREM STAGE V,Tamil Nadu(148),2026,3WN,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,3WT,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,3WT,"8,448"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,3WT,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,3WT,0
5,CEV STAGE IV,Tamil Nadu(148),2026,3WT,0
6,CEV STAGE V,Tamil Nadu(148),2026,3WT,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,3WT,"1,850"
8,TREM STAGE IV,Tamil Nadu(148),2026,3WT,0
9,TREM STAGE V,Tamil Nadu(148),2026,3WT,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,4WIC,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,4WIC,44
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,4WIC,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,4WIC,0
5,CEV STAGE IV,Tamil Nadu(148),2026,4WIC,0
6,CEV STAGE V,Tamil Nadu(148),2026,4WIC,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,4WIC,1
8,TREM STAGE IV,Tamil Nadu(148),2026,4WIC,0
9,TREM STAGE V,Tamil Nadu(148),2026,4WIC,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,HGV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,HGV,"3,094"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,HGV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,HGV,0
5,CEV STAGE IV,Tamil Nadu(148),2026,HGV,0
6,CEV STAGE V,Tamil Nadu(148),2026,HGV,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,HGV,8
8,TREM STAGE IV,Tamil Nadu(148),2026,HGV,0
9,TREM STAGE V,Tamil Nadu(148),2026,HGV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,HMV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,HMV,15
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,HMV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,HMV,0
5,CEV STAGE IV,Tamil Nadu(148),2026,HMV,0
6,CEV STAGE V,Tamil Nadu(148),2026,HMV,18
7,NOT AVAILABLE,Tamil Nadu(148),2026,HMV,0
8,TREM STAGE IV,Tamil Nadu(148),2026,HMV,0
9,TREM STAGE V,Tamil Nadu(148),2026,HMV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,HPV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,HPV,"1,118"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,HPV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,HPV,0
5,CEV STAGE IV,Tamil Nadu(148),2026,HPV,0
6,CEV STAGE V,Tamil Nadu(148),2026,HPV,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,HPV,152
8,TREM STAGE IV,Tamil Nadu(148),2026,HPV,0
9,TREM STAGE V,Tamil Nadu(148),2026,HPV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,LGV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,LGV,"9,217"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,LGV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,LGV,9
5,CEV STAGE IV,Tamil Nadu(148),2026,LGV,0
6,CEV STAGE V,Tamil Nadu(148),2026,LGV,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,LGV,346
8,TREM STAGE IV,Tamil Nadu(148),2026,LGV,23
9,TREM STAGE V,Tamil Nadu(148),2026,LGV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,LMV,1
2,BHARAT STAGE VI,Tamil Nadu(148),2026,LMV,"52,369"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,LMV,1
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,LMV,"5,925"
5,CEV STAGE IV,Tamil Nadu(148),2026,LMV,0
6,CEV STAGE V,Tamil Nadu(148),2026,LMV,1
7,NOT AVAILABLE,Tamil Nadu(148),2026,LMV,"2,467"
8,TREM STAGE IV,Tamil Nadu(148),2026,LMV,193
9,TREM STAGE V,Tamil Nadu(148),2026,LMV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,LPV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,LPV,"6,216"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,LPV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,LPV,0
5,CEV STAGE IV,Tamil Nadu(148),2026,LPV,0
6,CEV STAGE V,Tamil Nadu(148),2026,LPV,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,LPV,130
8,TREM STAGE IV,Tamil Nadu(148),2026,LPV,0
9,TREM STAGE V,Tamil Nadu(148),2026,LPV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,MGV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,MGV,"1,715"
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,MGV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,MGV,0
5,CEV STAGE IV,Tamil Nadu(148),2026,MGV,0
6,CEV STAGE V,Tamil Nadu(148),2026,MGV,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,MGV,0
8,TREM STAGE IV,Tamil Nadu(148),2026,MGV,0
9,TREM STAGE V,Tamil Nadu(148),2026,MGV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,MMV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,MMV,13
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,MMV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,MMV,4
5,CEV STAGE IV,Tamil Nadu(148),2026,MMV,1
6,CEV STAGE V,Tamil Nadu(148),2026,MMV,103
7,NOT AVAILABLE,Tamil Nadu(148),2026,MMV,0
8,TREM STAGE IV,Tamil Nadu(148),2026,MMV,0
9,TREM STAGE V,Tamil Nadu(148),2026,MMV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,MPV,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,MPV,208
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,MPV,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,MPV,0
5,CEV STAGE IV,Tamil Nadu(148),2026,MPV,0
6,CEV STAGE V,Tamil Nadu(148),2026,MPV,0
7,NOT AVAILABLE,Tamil Nadu(148),2026,MPV,0
8,TREM STAGE IV,Tamil Nadu(148),2026,MPV,0
9,TREM STAGE V,Tamil Nadu(148),2026,MPV,0
1,BHARAT STAGE IV,Tamil Nadu(148),2026,OTH,0
2,BHARAT STAGE VI,Tamil Nadu(148),2026,OTH,2
3,BHARAT (TREM) STAGE III,Tamil Nadu(148),2026,OTH,0
4,BHARAT (TREM) STAGE III A,Tamil Nadu(148),2026,OTH,6
5,CEV STAGE IV,Tamil Nadu(148),2026,OTH,0
6,CEV STAGE V,Tamil Nadu(148),2026,OTH,934
7,NOT AVAILABLE,Tamil Nadu(148),2026,OTH,0
8,TREM STAGE IV,Tamil Nadu(148),2026,OTH,259
9,TREM STAGE V,Tamil Nadu(148),2026,OTH,1
1,BHARAT STAGE VI,Tripura(9),2026,2WIC,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,2WIC,0
3,CEV STAGE V,Tripura(9),2026,2WIC,0
4,NOT AVAILABLE,Tripura(9),2026,2WIC,0
1,BHARAT STAGE VI,Tripura(9),2026,2WN,"5,106"
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,2WN,0
3,CEV STAGE V,Tripura(9),2026,2WN,0
4,NOT AVAILABLE,Tripura(9),2026,2WN,62
1,BHARAT STAGE VI,Tripura(9),2026,2WT,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,2WT,0
3,CEV STAGE V,Tripura(9),2026,2WT,0
4,NOT AVAILABLE,Tripura(9),2026,2WT,0
1,BHARAT STAGE VI,Tripura(9),2026,3WIC,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,3WIC,0
3,CEV STAGE V,Tripura(9),2026,3WIC,0
4,NOT AVAILABLE,Tripura(9),2026,3WIC,0
1,BHARAT STAGE VI,Tripura(9),2026,3WN,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,3WN,0
3,CEV STAGE V,Tripura(9),2026,3WN,0
4,NOT AVAILABLE,Tripura(9),2026,3WN,0
1,BHARAT STAGE VI,Tripura(9),2026,3WT,600
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,3WT,0
3,CEV STAGE V,Tripura(9),2026,3WT,0
4,NOT AVAILABLE,Tripura(9),2026,3WT,"1,165"
1,BHARAT STAGE VI,Tripura(9),2026,4WIC,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,4WIC,0
3,CEV STAGE V,Tripura(9),2026,4WIC,0
4,NOT AVAILABLE,Tripura(9),2026,4WIC,0
1,BHARAT STAGE VI,Tripura(9),2026,HGV,193
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,HGV,0
3,CEV STAGE V,Tripura(9),2026,HGV,0
4,NOT AVAILABLE,Tripura(9),2026,HGV,0
1,BHARAT STAGE VI,Tripura(9),2026,HMV,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,HMV,0
3,CEV STAGE V,Tripura(9),2026,HMV,0
4,NOT AVAILABLE,Tripura(9),2026,HMV,0
1,BHARAT STAGE VI,Tripura(9),2026,HPV,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,HPV,0
3,CEV STAGE V,Tripura(9),2026,HPV,0
4,NOT AVAILABLE,Tripura(9),2026,HPV,0
1,BHARAT STAGE VI,Tripura(9),2026,LGV,293
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,LGV,5
3,CEV STAGE V,Tripura(9),2026,LGV,0
4,NOT AVAILABLE,Tripura(9),2026,LGV,11
1,BHARAT STAGE VI,Tripura(9),2026,LMV,884
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,LMV,0
3,CEV STAGE V,Tripura(9),2026,LMV,0
4,NOT AVAILABLE,Tripura(9),2026,LMV,6
1,BHARAT STAGE VI,Tripura(9),2026,LPV,42
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,LPV,0
3,CEV STAGE V,Tripura(9),2026,LPV,0
4,NOT AVAILABLE,Tripura(9),2026,LPV,0
1,BHARAT STAGE VI,Tripura(9),2026,MGV,36
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,MGV,0
3,CEV STAGE V,Tripura(9),2026,MGV,1
4,NOT AVAILABLE,Tripura(9),2026,MGV,0
1,BHARAT STAGE VI,Tripura(9),2026,MMV,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,MMV,0
3,CEV STAGE V,Tripura(9),2026,MMV,40
4,NOT AVAILABLE,Tripura(9),2026,MMV,0
1,BHARAT STAGE VI,Tripura(9),2026,MPV,36
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,MPV,0
3,CEV STAGE V,Tripura(9),2026,MPV,0
4,NOT AVAILABLE,Tripura(9),2026,MPV,0
1,BHARAT STAGE VI,Tripura(9),2026,OTH,0
2,BHARAT (TREM) STAGE III A,Tripura(9),2026,OTH,0
3,CEV STAGE V,Tripura(9),2026,OTH,4
4,NOT AVAILABLE,Tripura(9),2026,OTH,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,2WIC,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,2WIC,2
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,2WIC,0
4,CEV STAGE IV,Uttarakhand(21),2026,2WIC,0
5,CEV STAGE V,Uttarakhand(21),2026,2WIC,0
6,NOT AVAILABLE,Uttarakhand(21),2026,2WIC,0
7,TREM STAGE IV,Uttarakhand(21),2026,2WIC,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,2WN,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,2WN,"26,303"
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,2WN,0
4,CEV STAGE IV,Uttarakhand(21),2026,2WN,0
5,CEV STAGE V,Uttarakhand(21),2026,2WN,0
6,NOT AVAILABLE,Uttarakhand(21),2026,2WN,"1,068"
7,TREM STAGE IV,Uttarakhand(21),2026,2WN,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,2WT,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,2WT,467
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,2WT,0
4,CEV STAGE IV,Uttarakhand(21),2026,2WT,0
5,CEV STAGE V,Uttarakhand(21),2026,2WT,0
6,NOT AVAILABLE,Uttarakhand(21),2026,2WT,1
7,TREM STAGE IV,Uttarakhand(21),2026,2WT,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,3WIC,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,3WIC,0
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,3WIC,0
4,CEV STAGE IV,Uttarakhand(21),2026,3WIC,0
5,CEV STAGE V,Uttarakhand(21),2026,3WIC,0
6,NOT AVAILABLE,Uttarakhand(21),2026,3WIC,0
7,TREM STAGE IV,Uttarakhand(21),2026,3WIC,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,3WN,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,3WN,0
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,3WN,0
4,CEV STAGE IV,Uttarakhand(21),2026,3WN,0
5,CEV STAGE V,Uttarakhand(21),2026,3WN,0
6,NOT AVAILABLE,Uttarakhand(21),2026,3WN,0
7,TREM STAGE IV,Uttarakhand(21),2026,3WN,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,3WT,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,3WT,110
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,3WT,0
4,CEV STAGE IV,Uttarakhand(21),2026,3WT,0
5,CEV STAGE V,Uttarakhand(21),2026,3WT,0
6,NOT AVAILABLE,Uttarakhand(21),2026,3WT,"1,466"
7,TREM STAGE IV,Uttarakhand(21),2026,3WT,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,4WIC,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,4WIC,4
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,4WIC,0
4,CEV STAGE IV,Uttarakhand(21),2026,4WIC,0
5,CEV STAGE V,Uttarakhand(21),2026,4WIC,0
6,NOT AVAILABLE,Uttarakhand(21),2026,4WIC,0
7,TREM STAGE IV,Uttarakhand(21),2026,4WIC,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,HGV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,HGV,414
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,HGV,0
4,CEV STAGE IV,Uttarakhand(21),2026,HGV,0
5,CEV STAGE V,Uttarakhand(21),2026,HGV,0
6,NOT AVAILABLE,Uttarakhand(21),2026,HGV,0
7,TREM STAGE IV,Uttarakhand(21),2026,HGV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,HMV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,HMV,1
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,HMV,0
4,CEV STAGE IV,Uttarakhand(21),2026,HMV,0
5,CEV STAGE V,Uttarakhand(21),2026,HMV,2
6,NOT AVAILABLE,Uttarakhand(21),2026,HMV,0
7,TREM STAGE IV,Uttarakhand(21),2026,HMV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,HPV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,HPV,61
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,HPV,0
4,CEV STAGE IV,Uttarakhand(21),2026,HPV,0
5,CEV STAGE V,Uttarakhand(21),2026,HPV,0
6,NOT AVAILABLE,Uttarakhand(21),2026,HPV,0
7,TREM STAGE IV,Uttarakhand(21),2026,HPV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,LGV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,LGV,763
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,LGV,145
4,CEV STAGE IV,Uttarakhand(21),2026,LGV,0
5,CEV STAGE V,Uttarakhand(21),2026,LGV,0
6,NOT AVAILABLE,Uttarakhand(21),2026,LGV,40
7,TREM STAGE IV,Uttarakhand(21),2026,LGV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,LMV,3
2,BHARAT STAGE VI,Uttarakhand(21),2026,LMV,"11,291"
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,LMV,504
4,CEV STAGE IV,Uttarakhand(21),2026,LMV,0
5,CEV STAGE V,Uttarakhand(21),2026,LMV,0
6,NOT AVAILABLE,Uttarakhand(21),2026,LMV,225
7,TREM STAGE IV,Uttarakhand(21),2026,LMV,5
1,BHARAT STAGE IV,Uttarakhand(21),2026,LPV,8
2,BHARAT STAGE VI,Uttarakhand(21),2026,LPV,"1,565"
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,LPV,0
4,CEV STAGE IV,Uttarakhand(21),2026,LPV,0
5,CEV STAGE V,Uttarakhand(21),2026,LPV,0
6,NOT AVAILABLE,Uttarakhand(21),2026,LPV,8
7,TREM STAGE IV,Uttarakhand(21),2026,LPV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,MGV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,MGV,63
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,MGV,0
4,CEV STAGE IV,Uttarakhand(21),2026,MGV,0
5,CEV STAGE V,Uttarakhand(21),2026,MGV,2
6,NOT AVAILABLE,Uttarakhand(21),2026,MGV,29
7,TREM STAGE IV,Uttarakhand(21),2026,MGV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,MMV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,MMV,0
3,BHARAT (TREM) STAGE III A,Uttarakhand(21),2026,MMV,0
4,CEV STAGE IV,Uttarakhand(21),2026,MMV,0
5,CEV STAGE V,Uttarakhand(21),2026,MMV,9
6,NOT AVAILABLE,Uttarakhand(21),2026,MMV,0
7,TREM STAGE IV,Uttarakhand(21),2026,MMV,0
1,BHARAT STAGE IV,Uttarakhand(21),2026,MPV,0
2,BHARAT STAGE VI,Uttarakhand(21),2026,MPV,46
