S No,Norms,State,Year,Vehicle Category,Value
8,TREM STAGE IV,Odisha(39),2026,3WN,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,3WT,0
2,BHARAT STAGE VI,Odisha(39),2026,3WT,"3,492"
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,3WT,0
4,CEV STAGE IV,Odisha(39),2026,3WT,0
5,CEV STAGE V,Odisha(39),2026,3WT,0
6,EURO 6,Odisha(39),2026,3WT,0
7,NOT AVAILABLE,Odisha(39),2026,3WT,960
8,TREM STAGE IV,Odisha(39),2026,3WT,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,4WIC,0
2,BHARAT STAGE VI,Odisha(39),2026,4WIC,4
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,4WIC,0
4,CEV STAGE IV,Odisha(39),2026,4WIC,0
5,CEV STAGE V,Odisha(39),2026,4WIC,0
6,EURO 6,Odisha(39),2026,4WIC,0
7,NOT AVAILABLE,Odisha(39),2026,4WIC,0
8,TREM STAGE IV,Odisha(39),2026,4WIC,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,HGV,0
2,BHARAT STAGE VI,Odisha(39),2026,HGV,"2,281"
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,HGV,0
4,CEV STAGE IV,Odisha(39),2026,HGV,0
5,CEV STAGE V,Odisha(39),2026,HGV,0
6,EURO 6,Odisha(39),2026,HGV,0
7,NOT AVAILABLE,Odisha(39),2026,HGV,13
8,TREM STAGE IV,Odisha(39),2026,HGV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,HMV,0
2,BHARAT STAGE VI,Odisha(39),2026,HMV,1
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,HMV,0
4,CEV STAGE IV,Odisha(39),2026,HMV,0
5,CEV STAGE V,Odisha(39),2026,HMV,0
6,EURO 6,Odisha(39),2026,HMV,0
7,NOT AVAILABLE,Odisha(39),2026,HMV,0
8,TREM STAGE IV,Odisha(39),2026,HMV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,HPV,0
2,BHARAT STAGE VI,Odisha(39),2026,HPV,148
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,HPV,0
4,CEV STAGE IV,Odisha(39),2026,HPV,0
5,CEV STAGE V,Odisha(39),2026,HPV,0
6,EURO 6,Odisha(39),2026,HPV,0
7,NOT AVAILABLE,Odisha(39),2026,HPV,25
8,TREM STAGE IV,Odisha(39),2026,HPV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,LGV,0
2,BHARAT STAGE VI,Odisha(39),2026,LGV,"2,823"
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,LGV,37
4,CEV STAGE IV,Odisha(39),2026,LGV,0
5,CEV STAGE V,Odisha(39),2026,LGV,0
6,EURO 6,Odisha(39),2026,LGV,0
7,NOT AVAILABLE,Odisha(39),2026,LGV,570
8,TREM STAGE IV,Odisha(39),2026,LGV,2
1,BHARAT STAGE III (CEV),Odisha(39),2026,LMV,0
2,BHARAT STAGE VI,Odisha(39),2026,LMV,"12,447"
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,LMV,"2,944"
4,CEV STAGE IV,Odisha(39),2026,LMV,0
5,CEV STAGE V,Odisha(39),2026,LMV,2
6,EURO 6,Odisha(39),2026,LMV,0
7,NOT AVAILABLE,Odisha(39),2026,LMV,761
8,TREM STAGE IV,Odisha(39),2026,LMV,22
1,BHARAT STAGE III (CEV),Odisha(39),2026,LPV,0
2,BHARAT STAGE VI,Odisha(39),2026,LPV,"2,046"
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,LPV,0
4,CEV STAGE IV,Odisha(39),2026,LPV,0
5,CEV STAGE V,Odisha(39),2026,LPV,0
6,EURO 6,Odisha(39),2026,LPV,0
7,NOT AVAILABLE,Odisha(39),2026,LPV,7
8,TREM STAGE IV,Odisha(39),2026,LPV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,MGV,0
2,BHARAT STAGE VI,Odisha(39),2026,MGV,95
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,MGV,0
4,CEV STAGE IV,Odisha(39),2026,MGV,0
5,CEV STAGE V,Odisha(39),2026,MGV,0
6,EURO 6,Odisha(39),2026,MGV,0
7,NOT AVAILABLE,Odisha(39),2026,MGV,0
8,TREM STAGE IV,Odisha(39),2026,MGV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,MMV,0
2,BHARAT STAGE VI,Odisha(39),2026,MMV,2
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,MMV,0
4,CEV STAGE IV,Odisha(39),2026,MMV,0
5,CEV STAGE V,Odisha(39),2026,MMV,7
6,EURO 6,Odisha(39),2026,MMV,0
7,NOT AVAILABLE,Odisha(39),2026,MMV,0
8,TREM STAGE IV,Odisha(39),2026,MMV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,MPV,0
2,BHARAT STAGE VI,Odisha(39),2026,MPV,141
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,MPV,0
4,CEV STAGE IV,Odisha(39),2026,MPV,0
5,CEV STAGE V,Odisha(39),2026,MPV,0
6,EURO 6,Odisha(39),2026,MPV,0
7,NOT AVAILABLE,Odisha(39),2026,MPV,9
8,TREM STAGE IV,Odisha(39),2026,MPV,0
1,BHARAT STAGE III (CEV),Odisha(39),2026,OTH,3
2,BHARAT STAGE VI,Odisha(39),2026,OTH,42
3,BHARAT (TREM) STAGE III A,Odisha(39),2026,OTH,1
4,CEV STAGE IV,Odisha(39),2026,OTH,2
5,CEV STAGE V,Odisha(39),2026,OTH,947
6,EURO 6,Odisha(39),2026,OTH,5
7,NOT AVAILABLE,Odisha(39),2026,OTH,0
8,TREM STAGE IV,Odisha(39),2026,OTH,15
1,BHARAT STAGE III (CEV),Punjab(96),2026,2WIC,0
2,BHARAT STAGE VI,Punjab(96),2026,2WIC,0
3,BHARAT (TREM) STAGE III,Punjab(96),2026,2WIC,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,2WIC,0
5,CEV STAGE V,Punjab(96),2026,2WIC,0
6,NOT AVAILABLE,Punjab(96),2026,2WIC,0
7,TREM STAGE IV,Punjab(96),2026,2WIC,0
8,TREM STAGE V,Punjab(96),2026,2WIC,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,2WN,0
2,BHARAT STAGE VI,Punjab(96),2026,2WN,"80,143"
3,BHARAT (TREM) STAGE III,Punjab(96),2026,2WN,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,2WN,0
5,CEV STAGE V,Punjab(96),2026,2WN,0
6,NOT AVAILABLE,Punjab(96),2026,2WN,"3,474"
7,TREM STAGE IV,Punjab(96),2026,2WN,0
8,TREM STAGE V,Punjab(96),2026,2WN,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,2WT,0
2,BHARAT STAGE VI,Punjab(96),2026,2WT,2
3,BHARAT (TREM) STAGE III,Punjab(96),2026,2WT,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,2WT,0
5,CEV STAGE V,Punjab(96),2026,2WT,0
6,NOT AVAILABLE,Punjab(96),2026,2WT,1
7,TREM STAGE IV,Punjab(96),2026,2WT,0
8,TREM STAGE V,Punjab(96),2026,2WT,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,3WIC,0
2,BHARAT STAGE VI,Punjab(96),2026,3WIC,0
3,BHARAT (TREM) STAGE III,Punjab(96),2026,3WIC,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,3WIC,0
5,CEV STAGE V,Punjab(96),2026,3WIC,0
6,NOT AVAILABLE,Punjab(96),2026,3WIC,0
7,TREM STAGE IV,Punjab(96),2026,3WIC,0
8,TREM STAGE V,Punjab(96),2026,3WIC,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,3WN,0
2,BHARAT STAGE VI,Punjab(96),2026,3WN,0
3,BHARAT (TREM) STAGE III,Punjab(96),2026,3WN,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,3WN,0
5,CEV STAGE V,Punjab(96),2026,3WN,0
6,NOT AVAILABLE,Punjab(96),2026,3WN,0
7,TREM STAGE IV,Punjab(96),2026,3WN,0
8,TREM STAGE V,Punjab(96),2026,3WN,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,3WT,0
2,BHARAT STAGE VI,Punjab(96),2026,3WT,580
3,BHARAT (TREM) STAGE III,Punjab(96),2026,3WT,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,3WT,0
5,CEV STAGE V,Punjab(96),2026,3WT,0
6,NOT AVAILABLE,Punjab(96),2026,3WT,"2,025"
7,TREM STAGE IV,Punjab(96),2026,3WT,0
8,TREM STAGE V,Punjab(96),2026,3WT,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,4WIC,0
2,BHARAT STAGE VI,Punjab(96),2026,4WIC,0
3,BHARAT (TREM) STAGE III,Punjab(96),2026,4WIC,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,4WIC,0
5,CEV STAGE V,Punjab(96),2026,4WIC,0
6,NOT AVAILABLE,Punjab(96),2026,4WIC,0
7,TREM STAGE IV,Punjab(96),2026,4WIC,0
8,TREM STAGE V,Punjab(96),2026,4WIC,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,HGV,0
2,BHARAT STAGE VI,Punjab(96),2026,HGV,"1,215"
3,BHARAT (TREM) STAGE III,Punjab(96),2026,HGV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,HGV,0
5,CEV STAGE V,Punjab(96),2026,HGV,0
6,NOT AVAILABLE,Punjab(96),2026,HGV,0
7,TREM STAGE IV,Punjab(96),2026,HGV,0
8,TREM STAGE V,Punjab(96),2026,HGV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,HMV,1
2,BHARAT STAGE VI,Punjab(96),2026,HMV,1
3,BHARAT (TREM) STAGE III,Punjab(96),2026,HMV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,HMV,0
5,CEV STAGE V,Punjab(96),2026,HMV,0
6,NOT AVAILABLE,Punjab(96),2026,HMV,0
7,TREM STAGE IV,Punjab(96),2026,HMV,0
8,TREM STAGE V,Punjab(96),2026,HMV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,HPV,0
2,BHARAT STAGE VI,Punjab(96),2026,HPV,10
3,BHARAT (TREM) STAGE III,Punjab(96),2026,HPV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,HPV,0
5,CEV STAGE V,Punjab(96),2026,HPV,0
6,NOT AVAILABLE,Punjab(96),2026,HPV,0
7,TREM STAGE IV,Punjab(96),2026,HPV,0
8,TREM STAGE V,Punjab(96),2026,HPV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,LGV,0
2,BHARAT STAGE VI,Punjab(96),2026,LGV,"2,161"
3,BHARAT (TREM) STAGE III,Punjab(96),2026,LGV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,LGV,0
5,CEV STAGE V,Punjab(96),2026,LGV,0
6,NOT AVAILABLE,Punjab(96),2026,LGV,45
7,TREM STAGE IV,Punjab(96),2026,LGV,0
8,TREM STAGE V,Punjab(96),2026,LGV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,LMV,0
2,BHARAT STAGE VI,Punjab(96),2026,LMV,"33,380"
3,BHARAT (TREM) STAGE III,Punjab(96),2026,LMV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,LMV,"7,755"
5,CEV STAGE V,Punjab(96),2026,LMV,0
6,NOT AVAILABLE,Punjab(96),2026,LMV,704
7,TREM STAGE IV,Punjab(96),2026,LMV,731
8,TREM STAGE V,Punjab(96),2026,LMV,5
1,BHARAT STAGE III (CEV),Punjab(96),2026,LPV,0
2,BHARAT STAGE VI,Punjab(96),2026,LPV,494
3,BHARAT (TREM) STAGE III,Punjab(96),2026,LPV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,LPV,0
5,CEV STAGE V,Punjab(96),2026,LPV,0
6,NOT AVAILABLE,Punjab(96),2026,LPV,1
7,TREM STAGE IV,Punjab(96),2026,LPV,0
8,TREM STAGE V,Punjab(96),2026,LPV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,MGV,0
2,BHARAT STAGE VI,Punjab(96),2026,MGV,147
3,BHARAT (TREM) STAGE III,Punjab(96),2026,MGV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,MGV,0
5,CEV STAGE V,Punjab(96),2026,MGV,0
6,NOT AVAILABLE,Punjab(96),2026,MGV,0
7,TREM STAGE IV,Punjab(96),2026,MGV,0
8,TREM STAGE V,Punjab(96),2026,MGV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,MMV,0
2,BHARAT STAGE VI,Punjab(96),2026,MMV,0
3,BHARAT (TREM) STAGE III,Punjab(96),2026,MMV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,MMV,0
5,CEV STAGE V,Punjab(96),2026,MMV,9
6,NOT AVAILABLE,Punjab(96),2026,MMV,0
7,TREM STAGE IV,Punjab(96),2026,MMV,0
8,TREM STAGE V,Punjab(96),2026,MMV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,MPV,0
2,BHARAT STAGE VI,Punjab(96),2026,MPV,28
3,BHARAT (TREM) STAGE III,Punjab(96),2026,MPV,0
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,MPV,0
5,CEV STAGE V,Punjab(96),2026,MPV,0
6,NOT AVAILABLE,Punjab(96),2026,MPV,0
7,TREM STAGE IV,Punjab(96),2026,MPV,0
8,TREM STAGE V,Punjab(96),2026,MPV,0
1,BHARAT STAGE III (CEV),Punjab(96),2026,OTH,0
2,BHARAT STAGE VI,Punjab(96),2026,OTH,0
3,BHARAT (TREM) STAGE III,Punjab(96),2026,OTH,2
4,BHARAT (TREM) STAGE III A,Punjab(96),2026,OTH,0
5,CEV STAGE V,Punjab(96),2026,OTH,174
6,NOT AVAILABLE,Punjab(96),2026,OTH,0
7,TREM STAGE IV,Punjab(96),2026,OTH,508
8,TREM STAGE V,Punjab(96),2026,OTH,0
1,BHARAT STAGE VI,Puducherry(8),2026,2WIC,0
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,2WIC,0
3,CEV STAGE V,Puducherry(8),2026,2WIC,0
4,EURO 6,Puducherry(8),2026,2WIC,0
5,NOT AVAILABLE,Puducherry(8),2026,2WIC,0
6,TREM STAGE IV,Puducherry(8),2026,2WIC,0
1,BHARAT STAGE VI,Puducherry(8),2026,2WN,"11,016"
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,2WN,0
3,CEV STAGE V,Puducherry(8),2026,2WN,0
4,EURO 6,Puducherry(8),2026,2WN,0
5,NOT AVAILABLE,Puducherry(8),2026,2WN,848
6,TREM STAGE IV,Puducherry(8),2026,2WN,0
1,BHARAT STAGE VI,Puducherry(8),2026,2WT,35
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,2WT,0
3,CEV STAGE V,Puducherry(8),2026,2WT,0
4,EURO 6,Puducherry(8),2026,2WT,0
5,NOT AVAILABLE,Puducherry(8),2026,2WT,0
6,TREM STAGE IV,Puducherry(8),2026,2WT,0
1,BHARAT STAGE VI,Puducherry(8),2026,3WIC,0
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,3WIC,0
3,CEV STAGE V,Puducherry(8),2026,3WIC,0
4,EURO 6,Puducherry(8),2026,3WIC,0
5,NOT AVAILABLE,Puducherry(8),2026,3WIC,0
6,TREM STAGE IV,Puducherry(8),2026,3WIC,0
1,BHARAT STAGE VI,Puducherry(8),2026,3WN,0
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,3WN,0
3,CEV STAGE V,Puducherry(8),2026,3WN,0
4,EURO 6,Puducherry(8),2026,3WN,0
5,NOT AVAILABLE,Puducherry(8),2026,3WN,1
6,TREM STAGE IV,Puducherry(8),2026,3WN,0
1,BHARAT STAGE VI,Puducherry(8),2026,3WT,51
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,3WT,0
3,CEV STAGE V,Puducherry(8),2026,3WT,0
4,EURO 6,Puducherry(8),2026,3WT,0
5,NOT AVAILABLE,Puducherry(8),2026,3WT,75
6,TREM STAGE IV,Puducherry(8),2026,3WT,0
1,BHARAT STAGE VI,Puducherry(8),2026,4WIC,1
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,4WIC,0
3,CEV STAGE V,Puducherry(8),2026,4WIC,0
4,EURO 6,Puducherry(8),2026,4WIC,0
5,NOT AVAILABLE,Puducherry(8),2026,4WIC,0
6,TREM STAGE IV,Puducherry(8),2026,4WIC,0
1,BHARAT STAGE VI,Puducherry(8),2026,HGV,1
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,HGV,0
3,CEV STAGE V,Puducherry(8),2026,HGV,0
4,EURO 6,Puducherry(8),2026,HGV,0
5,NOT AVAILABLE,Puducherry(8),2026,HGV,0
6,TREM STAGE IV,Puducherry(8),2026,HGV,0
1,BHARAT STAGE VI,Puducherry(8),2026,HMV,0
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,HMV,0
3,CEV STAGE V,Puducherry(8),2026,HMV,0
4,EURO 6,Puducherry(8),2026,HMV,0
5,NOT AVAILABLE,Puducherry(8),2026,HMV,0
6,TREM STAGE IV,Puducherry(8),2026,HMV,0
1,BHARAT STAGE VI,Puducherry(8),2026,HPV,21
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,HPV,0
3,CEV STAGE V,Puducherry(8),2026,HPV,0
4,EURO 6,Puducherry(8),2026,HPV,0
5,NOT AVAILABLE,Puducherry(8),2026,HPV,0
6,TREM STAGE IV,Puducherry(8),2026,HPV,0
1,BHARAT STAGE VI,Puducherry(8),2026,LGV,84
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,LGV,0
3,CEV STAGE V,Puducherry(8),2026,LGV,0
4,EURO 6,Puducherry(8),2026,LGV,0
5,NOT AVAILABLE,Puducherry(8),2026,LGV,2
6,TREM STAGE IV,Puducherry(8),2026,LGV,0
1,BHARAT STAGE VI,Puducherry(8),2026,LMV,"2,609"
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,LMV,11
3,CEV STAGE V,Puducherry(8),2026,LMV,0
4,EURO 6,Puducherry(8),2026,LMV,1
5,NOT AVAILABLE,Puducherry(8),2026,LMV,14
6,TREM STAGE IV,Puducherry(8),2026,LMV,1
1,BHARAT STAGE VI,Puducherry(8),2026,LPV,161
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,LPV,0
3,CEV STAGE V,Puducherry(8),2026,LPV,0
4,EURO 6,Puducherry(8),2026,LPV,0
5,NOT AVAILABLE,Puducherry(8),2026,LPV,0
6,TREM STAGE IV,Puducherry(8),2026,LPV,0
1,BHARAT STAGE VI,Puducherry(8),2026,MGV,9
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,MGV,0
3,CEV STAGE V,Puducherry(8),2026,MGV,0
4,EURO 6,Puducherry(8),2026,MGV,0
5,NOT AVAILABLE,Puducherry(8),2026,MGV,0
6,TREM STAGE IV,Puducherry(8),2026,MGV,0
1,BHARAT STAGE VI,Puducherry(8),2026,MMV,0
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,MMV,0
3,CEV STAGE V,Puducherry(8),2026,MMV,1
4,EURO 6,Puducherry(8),2026,MMV,0
5,NOT AVAILABLE,Puducherry(8),2026,MMV,0
6,TREM STAGE IV,Puducherry(8),2026,MMV,0
1,BHARAT STAGE VI,Puducherry(8),2026,MPV,16
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,MPV,0
3,CEV STAGE V,Puducherry(8),2026,MPV,0
4,EURO 6,Puducherry(8),2026,MPV,0
5,NOT AVAILABLE,Puducherry(8),2026,MPV,0
6,TREM STAGE IV,Puducherry(8),2026,MPV,0
1,BHARAT STAGE VI,Puducherry(8),2026,OTH,0
2,BHARAT (TREM) STAGE III A,Puducherry(8),2026,OTH,0
3,CEV STAGE V,Puducherry(8),2026,OTH,5
4,EURO 6,Puducherry(8),2026,OTH,0
5,NOT AVAILABLE,Puducherry(8),2026,OTH,0
6,TREM STAGE IV,Puducherry(8),2026,OTH,0
1,BHARAT STAGE III,Rajasthan(60),2026,2WIC,0
2,BHARAT STAGE IV,Rajasthan(60),2026,2WIC,0
3,BHARAT STAGE VI,Rajasthan(60),2026,2WIC,339
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,2WIC,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,2WIC,0
6,CEV STAGE V,Rajasthan(60),2026,2WIC,0
7,EURO 6,Rajasthan(60),2026,2WIC,0
8,NOT AVAILABLE,Rajasthan(60),2026,2WIC,0
9,TREM STAGE IV,Rajasthan(60),2026,2WIC,0
1,BHARAT STAGE III,Rajasthan(60),2026,2WN,1
2,BHARAT STAGE IV,Rajasthan(60),2026,2WN,1
3,BHARAT STAGE VI,Rajasthan(60),2026,2WN,"1,48,359"
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,2WN,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,2WN,0
6,CEV STAGE V,Rajasthan(60),2026,2WN,0
7,EURO 6,Rajasthan(60),2026,2WN,0
8,NOT AVAILABLE,Rajasthan(60),2026,2WN,"11,166"
9,TREM STAGE IV,Rajasthan(60),2026,2WN,0
1,BHARAT STAGE III,Rajasthan(60),2026,2WT,0
2,BHARAT STAGE IV,Rajasthan(60),2026,2WT,0
3,BHARAT STAGE VI,Rajasthan(60),2026,2WT,174
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,2WT,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,2WT,0
6,CEV STAGE V,Rajasthan(60),2026,2WT,0
7,EURO 6,Rajasthan(60),2026,2WT,0
8,NOT AVAILABLE,Rajasthan(60),2026,2WT,5
9,TREM STAGE IV,Rajasthan(60),2026,2WT,0
1,BHARAT STAGE III,Rajasthan(60),2026,3WIC,0
2,BHARAT STAGE IV,Rajasthan(60),2026,3WIC,0
3,BHARAT STAGE VI,Rajasthan(60),2026,3WIC,0
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,3WIC,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,3WIC,0
6,CEV STAGE V,Rajasthan(60),2026,3WIC,0
7,EURO 6,Rajasthan(60),2026,3WIC,0
8,NOT AVAILABLE,Rajasthan(60),2026,3WIC,0
9,TREM STAGE IV,Rajasthan(60),2026,3WIC,0
1,BHARAT STAGE III,Rajasthan(60),2026,3WN,0
2,BHARAT STAGE IV,Rajasthan(60),2026,3WN,0
3,BHARAT STAGE VI,Rajasthan(60),2026,3WN,0
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,3WN,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,3WN,0
6,CEV STAGE V,Rajasthan(60),2026,3WN,0
7,EURO 6,Rajasthan(60),2026,3WN,0
8,NOT AVAILABLE,Rajasthan(60),2026,3WN,1
9,TREM STAGE IV,Rajasthan(60),2026,3WN,0
1,BHARAT STAGE III,Rajasthan(60),2026,3WT,0
2,BHARAT STAGE IV,Rajasthan(60),2026,3WT,0
3,BHARAT STAGE VI,Rajasthan(60),2026,3WT,"3,884"
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,3WT,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,3WT,0
6,CEV STAGE V,Rajasthan(60),2026,3WT,0
7,EURO 6,Rajasthan(60),2026,3WT,0
8,NOT AVAILABLE,Rajasthan(60),2026,3WT,"3,578"
9,TREM STAGE IV,Rajasthan(60),2026,3WT,0
1,BHARAT STAGE III,Rajasthan(60),2026,4WIC,0
2,BHARAT STAGE IV,Rajasthan(60),2026,4WIC,0
3,BHARAT STAGE VI,Rajasthan(60),2026,4WIC,20
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,4WIC,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,4WIC,0
6,CEV STAGE V,Rajasthan(60),2026,4WIC,0
7,EURO 6,Rajasthan(60),2026,4WIC,0
8,NOT AVAILABLE,Rajasthan(60),2026,4WIC,0
9,TREM STAGE IV,Rajasthan(60),2026,4WIC,0
1,BHARAT STAGE III,Rajasthan(60),2026,HGV,1
2,BHARAT STAGE IV,Rajasthan(60),2026,HGV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,HGV,"5,935"
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,HGV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,HGV,0
6,CEV STAGE V,Rajasthan(60),2026,HGV,0
7,EURO 6,Rajasthan(60),2026,HGV,0
8,NOT AVAILABLE,Rajasthan(60),2026,HGV,70
9,TREM STAGE IV,Rajasthan(60),2026,HGV,0
1,BHARAT STAGE III,Rajasthan(60),2026,HMV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,HMV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,HMV,7
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,HMV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,HMV,0
6,CEV STAGE V,Rajasthan(60),2026,HMV,8
7,EURO 6,Rajasthan(60),2026,HMV,2
8,NOT AVAILABLE,Rajasthan(60),2026,HMV,0
9,TREM STAGE IV,Rajasthan(60),2026,HMV,0
1,BHARAT STAGE III,Rajasthan(60),2026,HPV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,HPV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,HPV,87
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,HPV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,HPV,0
6,CEV STAGE V,Rajasthan(60),2026,HPV,0
7,EURO 6,Rajasthan(60),2026,HPV,0
8,NOT AVAILABLE,Rajasthan(60),2026,HPV,1
9,TREM STAGE IV,Rajasthan(60),2026,HPV,0
1,BHARAT STAGE III,Rajasthan(60),2026,LGV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,LGV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,LGV,"7,047"
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,LGV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,LGV,0
6,CEV STAGE V,Rajasthan(60),2026,LGV,0
7,EURO 6,Rajasthan(60),2026,LGV,0
8,NOT AVAILABLE,Rajasthan(60),2026,LGV,871
9,TREM STAGE IV,Rajasthan(60),2026,LGV,0
1,BHARAT STAGE III,Rajasthan(60),2026,LMV,2
2,BHARAT STAGE IV,Rajasthan(60),2026,LMV,1
3,BHARAT STAGE VI,Rajasthan(60),2026,LMV,"44,193"
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,LMV,1
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,LMV,"22,284"
6,CEV STAGE V,Rajasthan(60),2026,LMV,1
7,EURO 6,Rajasthan(60),2026,LMV,0
8,NOT AVAILABLE,Rajasthan(60),2026,LMV,"2,243"
9,TREM STAGE IV,Rajasthan(60),2026,LMV,162
1,BHARAT STAGE III,Rajasthan(60),2026,LPV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,LPV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,LPV,"3,315"
4,BHARAT (TREM) STAGE III,Rajasthan(60),2026,LPV,0
5,BHARAT (TREM) STAGE III A,Rajasthan(60),2026,LPV,0
6,CEV STAGE V,Rajasthan(60),2026,LPV,0
7,EURO 6,Rajasthan(60),2026,LPV,0
8,NOT AVAILABLE,Rajasthan(60),2026,LPV,13
9,TREM STAGE IV,Rajasthan(60),2026,LPV,0
1,BHARAT STAGE III,Rajasthan(60),2026,MGV,0
2,BHARAT STAGE IV,Rajasthan(60),2026,MGV,0
3,BHARAT STAGE VI,Rajasthan(60),2026,MGV,158
