S No,Norms,State,Year,Vehicle Category,Value
13,EURO 4,Karnataka(68),2025,MMV,0
14,EURO 6,Karnataka(68),2025,MMV,0
15,NOT AVAILABLE,Karnataka(68),2025,MMV,114
16,TREM STAGE IV,Karnataka(68),2025,MMV,2
17,TREM STAGE V,Karnataka(68),2025,MMV,0
1,BHARAT STAGE I,Karnataka(68),2025,MPV,0
2,BHARAT STAGE II,Karnataka(68),2025,MPV,0
3,BHARAT STAGE III,Karnataka(68),2025,MPV,6
4,BHARAT STAGE III (CEV),Karnataka(68),2025,MPV,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,MPV,0
6,BHARAT STAGE IV,Karnataka(68),2025,MPV,0
7,BHARAT STAGE VI,Karnataka(68),2025,MPV,"4,502"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,MPV,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,MPV,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,MPV,0
11,CEV STAGE IV,Karnataka(68),2025,MPV,0
12,CEV STAGE V,Karnataka(68),2025,MPV,0
13,EURO 4,Karnataka(68),2025,MPV,0
14,EURO 6,Karnataka(68),2025,MPV,0
15,NOT AVAILABLE,Karnataka(68),2025,MPV,3
16,TREM STAGE IV,Karnataka(68),2025,MPV,0
17,TREM STAGE V,Karnataka(68),2025,MPV,0
1,BHARAT STAGE I,Karnataka(68),2025,OTH,0
2,BHARAT STAGE II,Karnataka(68),2025,OTH,0
3,BHARAT STAGE III,Karnataka(68),2025,OTH,1
4,BHARAT STAGE III (CEV),Karnataka(68),2025,OTH,626
5,BHARAT STAGE III/IV,Karnataka(68),2025,OTH,0
6,BHARAT STAGE IV,Karnataka(68),2025,OTH,0
7,BHARAT STAGE VI,Karnataka(68),2025,OTH,305
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,OTH,6
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,OTH,9
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,OTH,1
11,CEV STAGE IV,Karnataka(68),2025,OTH,893
12,CEV STAGE V,Karnataka(68),2025,OTH,"2,554"
13,EURO 4,Karnataka(68),2025,OTH,0
14,EURO 6,Karnataka(68),2025,OTH,1
15,NOT AVAILABLE,Karnataka(68),2025,OTH,3
16,TREM STAGE IV,Karnataka(68),2025,OTH,296
17,TREM STAGE V,Karnataka(68),2025,OTH,101
1,BHARAT STAGE I,Kerala(87),2025,2WIC,0
2,BHARAT STAGE II,Kerala(87),2025,2WIC,0
3,BHARAT STAGE III,Kerala(87),2025,2WIC,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,2WIC,0
5,BHARAT STAGE III/IV,Kerala(87),2025,2WIC,0
6,BHARAT STAGE IV,Kerala(87),2025,2WIC,0
7,BHARAT STAGE VI,Kerala(87),2025,2WIC,491
8,BHARAT (TREM) STAGE III,Kerala(87),2025,2WIC,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,2WIC,0
10,CEV STAGE IV,Kerala(87),2025,2WIC,0
11,CEV STAGE V,Kerala(87),2025,2WIC,0
12,EURO 1,Kerala(87),2025,2WIC,0
13,EURO 2,Kerala(87),2025,2WIC,0
14,EURO 3,Kerala(87),2025,2WIC,0
15,NOT APPLICABLE,Kerala(87),2025,2WIC,0
16,NOT AVAILABLE,Kerala(87),2025,2WIC,11
17,TREM STAGE IV,Kerala(87),2025,2WIC,0
1,BHARAT STAGE I,Kerala(87),2025,2WN,2
2,BHARAT STAGE II,Kerala(87),2025,2WN,15
3,BHARAT STAGE III,Kerala(87),2025,2WN,7
4,BHARAT STAGE III (CEV),Kerala(87),2025,2WN,0
5,BHARAT STAGE III/IV,Kerala(87),2025,2WN,1
6,BHARAT STAGE IV,Kerala(87),2025,2WN,1
7,BHARAT STAGE VI,Kerala(87),2025,2WN,"4,91,617"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,2WN,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,2WN,0
10,CEV STAGE IV,Kerala(87),2025,2WN,0
11,CEV STAGE V,Kerala(87),2025,2WN,0
12,EURO 1,Kerala(87),2025,2WN,1
13,EURO 2,Kerala(87),2025,2WN,0
14,EURO 3,Kerala(87),2025,2WN,0
15,NOT APPLICABLE,Kerala(87),2025,2WN,1
16,NOT AVAILABLE,Kerala(87),2025,2WN,"80,378"
17,TREM STAGE IV,Kerala(87),2025,2WN,0
1,BHARAT STAGE I,Kerala(87),2025,2WT,0
2,BHARAT STAGE II,Kerala(87),2025,2WT,0
3,BHARAT STAGE III,Kerala(87),2025,2WT,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,2WT,0
5,BHARAT STAGE III/IV,Kerala(87),2025,2WT,0
6,BHARAT STAGE IV,Kerala(87),2025,2WT,0
7,BHARAT STAGE VI,Kerala(87),2025,2WT,312
8,BHARAT (TREM) STAGE III,Kerala(87),2025,2WT,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,2WT,0
10,CEV STAGE IV,Kerala(87),2025,2WT,0
11,CEV STAGE V,Kerala(87),2025,2WT,0
12,EURO 1,Kerala(87),2025,2WT,0
13,EURO 2,Kerala(87),2025,2WT,0
14,EURO 3,Kerala(87),2025,2WT,0
15,NOT APPLICABLE,Kerala(87),2025,2WT,0
16,NOT AVAILABLE,Kerala(87),2025,2WT,72
17,TREM STAGE IV,Kerala(87),2025,2WT,0
1,BHARAT STAGE I,Kerala(87),2025,3WIC,0
2,BHARAT STAGE II,Kerala(87),2025,3WIC,0
3,BHARAT STAGE III,Kerala(87),2025,3WIC,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,3WIC,0
5,BHARAT STAGE III/IV,Kerala(87),2025,3WIC,0
6,BHARAT STAGE IV,Kerala(87),2025,3WIC,0
7,BHARAT STAGE VI,Kerala(87),2025,3WIC,5
8,BHARAT (TREM) STAGE III,Kerala(87),2025,3WIC,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,3WIC,0
10,CEV STAGE IV,Kerala(87),2025,3WIC,0
11,CEV STAGE V,Kerala(87),2025,3WIC,0
12,EURO 1,Kerala(87),2025,3WIC,0
13,EURO 2,Kerala(87),2025,3WIC,0
14,EURO 3,Kerala(87),2025,3WIC,0
15,NOT APPLICABLE,Kerala(87),2025,3WIC,0
16,NOT AVAILABLE,Kerala(87),2025,3WIC,0
17,TREM STAGE IV,Kerala(87),2025,3WIC,0
1,BHARAT STAGE I,Kerala(87),2025,3WN,0
2,BHARAT STAGE II,Kerala(87),2025,3WN,0
3,BHARAT STAGE III,Kerala(87),2025,3WN,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,3WN,0
5,BHARAT STAGE III/IV,Kerala(87),2025,3WN,0
6,BHARAT STAGE IV,Kerala(87),2025,3WN,0
7,BHARAT STAGE VI,Kerala(87),2025,3WN,310
8,BHARAT (TREM) STAGE III,Kerala(87),2025,3WN,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,3WN,0
10,CEV STAGE IV,Kerala(87),2025,3WN,0
11,CEV STAGE V,Kerala(87),2025,3WN,0
12,EURO 1,Kerala(87),2025,3WN,0
13,EURO 2,Kerala(87),2025,3WN,0
14,EURO 3,Kerala(87),2025,3WN,0
15,NOT APPLICABLE,Kerala(87),2025,3WN,0
16,NOT AVAILABLE,Kerala(87),2025,3WN,63
17,TREM STAGE IV,Kerala(87),2025,3WN,0
1,BHARAT STAGE I,Kerala(87),2025,3WT,0
2,BHARAT STAGE II,Kerala(87),2025,3WT,0
3,BHARAT STAGE III,Kerala(87),2025,3WT,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,3WT,0
5,BHARAT STAGE III/IV,Kerala(87),2025,3WT,0
6,BHARAT STAGE IV,Kerala(87),2025,3WT,0
7,BHARAT STAGE VI,Kerala(87),2025,3WT,"24,247"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,3WT,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,3WT,0
10,CEV STAGE IV,Kerala(87),2025,3WT,0
11,CEV STAGE V,Kerala(87),2025,3WT,0
12,EURO 1,Kerala(87),2025,3WT,0
13,EURO 2,Kerala(87),2025,3WT,0
14,EURO 3,Kerala(87),2025,3WT,0
15,NOT APPLICABLE,Kerala(87),2025,3WT,0
16,NOT AVAILABLE,Kerala(87),2025,3WT,"6,245"
17,TREM STAGE IV,Kerala(87),2025,3WT,0
1,BHARAT STAGE I,Kerala(87),2025,4WIC,0
2,BHARAT STAGE II,Kerala(87),2025,4WIC,0
3,BHARAT STAGE III,Kerala(87),2025,4WIC,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,4WIC,0
5,BHARAT STAGE III/IV,Kerala(87),2025,4WIC,0
6,BHARAT STAGE IV,Kerala(87),2025,4WIC,0
7,BHARAT STAGE VI,Kerala(87),2025,4WIC,114
8,BHARAT (TREM) STAGE III,Kerala(87),2025,4WIC,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,4WIC,0
10,CEV STAGE IV,Kerala(87),2025,4WIC,0
11,CEV STAGE V,Kerala(87),2025,4WIC,0
12,EURO 1,Kerala(87),2025,4WIC,0
13,EURO 2,Kerala(87),2025,4WIC,0
14,EURO 3,Kerala(87),2025,4WIC,0
15,NOT APPLICABLE,Kerala(87),2025,4WIC,0
16,NOT AVAILABLE,Kerala(87),2025,4WIC,11
17,TREM STAGE IV,Kerala(87),2025,4WIC,0
1,BHARAT STAGE I,Kerala(87),2025,HGV,0
2,BHARAT STAGE II,Kerala(87),2025,HGV,0
3,BHARAT STAGE III,Kerala(87),2025,HGV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,HGV,0
5,BHARAT STAGE III/IV,Kerala(87),2025,HGV,0
6,BHARAT STAGE IV,Kerala(87),2025,HGV,0
7,BHARAT STAGE VI,Kerala(87),2025,HGV,"3,130"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,HGV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,HGV,0
10,CEV STAGE IV,Kerala(87),2025,HGV,0
11,CEV STAGE V,Kerala(87),2025,HGV,0
12,EURO 1,Kerala(87),2025,HGV,0
13,EURO 2,Kerala(87),2025,HGV,0
14,EURO 3,Kerala(87),2025,HGV,0
15,NOT APPLICABLE,Kerala(87),2025,HGV,0
16,NOT AVAILABLE,Kerala(87),2025,HGV,0
17,TREM STAGE IV,Kerala(87),2025,HGV,0
1,BHARAT STAGE I,Kerala(87),2025,HMV,0
2,BHARAT STAGE II,Kerala(87),2025,HMV,0
3,BHARAT STAGE III,Kerala(87),2025,HMV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,HMV,20
5,BHARAT STAGE III/IV,Kerala(87),2025,HMV,0
6,BHARAT STAGE IV,Kerala(87),2025,HMV,0
7,BHARAT STAGE VI,Kerala(87),2025,HMV,21
8,BHARAT (TREM) STAGE III,Kerala(87),2025,HMV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,HMV,0
10,CEV STAGE IV,Kerala(87),2025,HMV,14
11,CEV STAGE V,Kerala(87),2025,HMV,22
12,EURO 1,Kerala(87),2025,HMV,0
13,EURO 2,Kerala(87),2025,HMV,0
14,EURO 3,Kerala(87),2025,HMV,0
15,NOT APPLICABLE,Kerala(87),2025,HMV,0
16,NOT AVAILABLE,Kerala(87),2025,HMV,0
17,TREM STAGE IV,Kerala(87),2025,HMV,0
1,BHARAT STAGE I,Kerala(87),2025,HPV,0
2,BHARAT STAGE II,Kerala(87),2025,HPV,0
3,BHARAT STAGE III,Kerala(87),2025,HPV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,HPV,0
5,BHARAT STAGE III/IV,Kerala(87),2025,HPV,0
6,BHARAT STAGE IV,Kerala(87),2025,HPV,1
7,BHARAT STAGE VI,Kerala(87),2025,HPV,"1,125"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,HPV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,HPV,0
10,CEV STAGE IV,Kerala(87),2025,HPV,0
11,CEV STAGE V,Kerala(87),2025,HPV,0
12,EURO 1,Kerala(87),2025,HPV,0
13,EURO 2,Kerala(87),2025,HPV,0
14,EURO 3,Kerala(87),2025,HPV,0
15,NOT APPLICABLE,Kerala(87),2025,HPV,0
16,NOT AVAILABLE,Kerala(87),2025,HPV,12
17,TREM STAGE IV,Kerala(87),2025,HPV,0
1,BHARAT STAGE I,Kerala(87),2025,LGV,0
2,BHARAT STAGE II,Kerala(87),2025,LGV,0
3,BHARAT STAGE III,Kerala(87),2025,LGV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,LGV,0
5,BHARAT STAGE III/IV,Kerala(87),2025,LGV,0
6,BHARAT STAGE IV,Kerala(87),2025,LGV,0
7,BHARAT STAGE VI,Kerala(87),2025,LGV,"21,043"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,LGV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,LGV,3
10,CEV STAGE IV,Kerala(87),2025,LGV,0
11,CEV STAGE V,Kerala(87),2025,LGV,0
12,EURO 1,Kerala(87),2025,LGV,0
13,EURO 2,Kerala(87),2025,LGV,0
14,EURO 3,Kerala(87),2025,LGV,0
15,NOT APPLICABLE,Kerala(87),2025,LGV,0
16,NOT AVAILABLE,Kerala(87),2025,LGV,518
17,TREM STAGE IV,Kerala(87),2025,LGV,0
1,BHARAT STAGE I,Kerala(87),2025,LMV,0
2,BHARAT STAGE II,Kerala(87),2025,LMV,5
3,BHARAT STAGE III,Kerala(87),2025,LMV,19
4,BHARAT STAGE III (CEV),Kerala(87),2025,LMV,14
5,BHARAT STAGE III/IV,Kerala(87),2025,LMV,8
6,BHARAT STAGE IV,Kerala(87),2025,LMV,21
7,BHARAT STAGE VI,Kerala(87),2025,LMV,"2,16,634"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,LMV,4
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,LMV,692
10,CEV STAGE IV,Kerala(87),2025,LMV,0
11,CEV STAGE V,Kerala(87),2025,LMV,1
12,EURO 1,Kerala(87),2025,LMV,1
13,EURO 2,Kerala(87),2025,LMV,1
14,EURO 3,Kerala(87),2025,LMV,1
15,NOT APPLICABLE,Kerala(87),2025,LMV,1
16,NOT AVAILABLE,Kerala(87),2025,LMV,"19,429"
17,TREM STAGE IV,Kerala(87),2025,LMV,64
1,BHARAT STAGE I,Kerala(87),2025,LPV,0
2,BHARAT STAGE II,Kerala(87),2025,LPV,0
3,BHARAT STAGE III,Kerala(87),2025,LPV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,LPV,0
5,BHARAT STAGE III/IV,Kerala(87),2025,LPV,0
6,BHARAT STAGE IV,Kerala(87),2025,LPV,0
7,BHARAT STAGE VI,Kerala(87),2025,LPV,"15,939"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,LPV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,LPV,0
10,CEV STAGE IV,Kerala(87),2025,LPV,0
11,CEV STAGE V,Kerala(87),2025,LPV,0
12,EURO 1,Kerala(87),2025,LPV,0
13,EURO 2,Kerala(87),2025,LPV,0
14,EURO 3,Kerala(87),2025,LPV,0
15,NOT APPLICABLE,Kerala(87),2025,LPV,0
16,NOT AVAILABLE,Kerala(87),2025,LPV,112
17,TREM STAGE IV,Kerala(87),2025,LPV,0
1,BHARAT STAGE I,Kerala(87),2025,MGV,0
2,BHARAT STAGE II,Kerala(87),2025,MGV,0
3,BHARAT STAGE III,Kerala(87),2025,MGV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,MGV,0
5,BHARAT STAGE III/IV,Kerala(87),2025,MGV,0
6,BHARAT STAGE IV,Kerala(87),2025,MGV,0
7,BHARAT STAGE VI,Kerala(87),2025,MGV,"1,752"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,MGV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,MGV,40
10,CEV STAGE IV,Kerala(87),2025,MGV,0
11,CEV STAGE V,Kerala(87),2025,MGV,0
12,EURO 1,Kerala(87),2025,MGV,0
13,EURO 2,Kerala(87),2025,MGV,0
14,EURO 3,Kerala(87),2025,MGV,0
15,NOT APPLICABLE,Kerala(87),2025,MGV,0
16,NOT AVAILABLE,Kerala(87),2025,MGV,0
17,TREM STAGE IV,Kerala(87),2025,MGV,0
1,BHARAT STAGE I,Kerala(87),2025,MMV,0
2,BHARAT STAGE II,Kerala(87),2025,MMV,0
3,BHARAT STAGE III,Kerala(87),2025,MMV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,MMV,6
5,BHARAT STAGE III/IV,Kerala(87),2025,MMV,0
6,BHARAT STAGE IV,Kerala(87),2025,MMV,0
7,BHARAT STAGE VI,Kerala(87),2025,MMV,21
8,BHARAT (TREM) STAGE III,Kerala(87),2025,MMV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,MMV,0
10,CEV STAGE IV,Kerala(87),2025,MMV,15
11,CEV STAGE V,Kerala(87),2025,MMV,28
12,EURO 1,Kerala(87),2025,MMV,0
13,EURO 2,Kerala(87),2025,MMV,0
14,EURO 3,Kerala(87),2025,MMV,0
15,NOT APPLICABLE,Kerala(87),2025,MMV,0
16,NOT AVAILABLE,Kerala(87),2025,MMV,0
17,TREM STAGE IV,Kerala(87),2025,MMV,0
1,BHARAT STAGE I,Kerala(87),2025,MPV,0
2,BHARAT STAGE II,Kerala(87),2025,MPV,0
3,BHARAT STAGE III,Kerala(87),2025,MPV,0
4,BHARAT STAGE III (CEV),Kerala(87),2025,MPV,0
5,BHARAT STAGE III/IV,Kerala(87),2025,MPV,0
6,BHARAT STAGE IV,Kerala(87),2025,MPV,0
7,BHARAT STAGE VI,Kerala(87),2025,MPV,"1,481"
8,BHARAT (TREM) STAGE III,Kerala(87),2025,MPV,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,MPV,0
10,CEV STAGE IV,Kerala(87),2025,MPV,0
11,CEV STAGE V,Kerala(87),2025,MPV,0
12,EURO 1,Kerala(87),2025,MPV,0
13,EURO 2,Kerala(87),2025,MPV,0
14,EURO 3,Kerala(87),2025,MPV,0
15,NOT APPLICABLE,Kerala(87),2025,MPV,0
16,NOT AVAILABLE,Kerala(87),2025,MPV,0
17,TREM STAGE IV,Kerala(87),2025,MPV,0
1,BHARAT STAGE I,Kerala(87),2025,OTH,0
2,BHARAT STAGE II,Kerala(87),2025,OTH,0
3,BHARAT STAGE III,Kerala(87),2025,OTH,3
4,BHARAT STAGE III (CEV),Kerala(87),2025,OTH,129
5,BHARAT STAGE III/IV,Kerala(87),2025,OTH,0
6,BHARAT STAGE IV,Kerala(87),2025,OTH,0
7,BHARAT STAGE VI,Kerala(87),2025,OTH,75
8,BHARAT (TREM) STAGE III,Kerala(87),2025,OTH,0
9,BHARAT (TREM) STAGE III A,Kerala(87),2025,OTH,0
10,CEV STAGE IV,Kerala(87),2025,OTH,89
11,CEV STAGE V,Kerala(87),2025,OTH,343
12,EURO 1,Kerala(87),2025,OTH,0
13,EURO 2,Kerala(87),2025,OTH,0
14,EURO 3,Kerala(87),2025,OTH,0
15,NOT APPLICABLE,Kerala(87),2025,OTH,0
16,NOT AVAILABLE,Kerala(87),2025,OTH,0
17,TREM STAGE IV,Kerala(87),2025,OTH,3
1,BHARAT STAGE III (CEV),Ladakh(3),2025,2WIC,0
2,BHARAT STAGE VI,Ladakh(3),2025,2WIC,0
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,2WIC,0
4,CEV STAGE IV,Ladakh(3),2025,2WIC,0
5,CEV STAGE V,Ladakh(3),2025,2WIC,0
6,NOT AVAILABLE,Ladakh(3),2025,2WIC,0
7,TREM STAGE IV,Ladakh(3),2025,2WIC,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,2WN,0
2,BHARAT STAGE VI,Ladakh(3),2025,2WN,348
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,2WN,0
4,CEV STAGE IV,Ladakh(3),2025,2WN,0
5,CEV STAGE V,Ladakh(3),2025,2WN,0
6,NOT AVAILABLE,Ladakh(3),2025,2WN,0
7,TREM STAGE IV,Ladakh(3),2025,2WN,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,2WT,0
2,BHARAT STAGE VI,Ladakh(3),2025,2WT,161
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,2WT,0
4,CEV STAGE IV,Ladakh(3),2025,2WT,0
5,CEV STAGE V,Ladakh(3),2025,2WT,0
6,NOT AVAILABLE,Ladakh(3),2025,2WT,0
7,TREM STAGE IV,Ladakh(3),2025,2WT,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,3WIC,0
2,BHARAT STAGE VI,Ladakh(3),2025,3WIC,0
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,3WIC,0
4,CEV STAGE IV,Ladakh(3),2025,3WIC,0
5,CEV STAGE V,Ladakh(3),2025,3WIC,0
6,NOT AVAILABLE,Ladakh(3),2025,3WIC,0
7,TREM STAGE IV,Ladakh(3),2025,3WIC,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,3WN,0
2,BHARAT STAGE VI,Ladakh(3),2025,3WN,0
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,3WN,0
4,CEV STAGE IV,Ladakh(3),2025,3WN,0
5,CEV STAGE V,Ladakh(3),2025,3WN,0
6,NOT AVAILABLE,Ladakh(3),2025,3WN,0
7,TREM STAGE IV,Ladakh(3),2025,3WN,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,3WT,0
2,BHARAT STAGE VI,Ladakh(3),2025,3WT,1
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,3WT,0
4,CEV STAGE IV,Ladakh(3),2025,3WT,0
5,CEV STAGE V,Ladakh(3),2025,3WT,0
6,NOT AVAILABLE,Ladakh(3),2025,3WT,0
7,TREM STAGE IV,Ladakh(3),2025,3WT,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,4WIC,0
2,BHARAT STAGE VI,Ladakh(3),2025,4WIC,0
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,4WIC,0
4,CEV STAGE IV,Ladakh(3),2025,4WIC,0
5,CEV STAGE V,Ladakh(3),2025,4WIC,0
6,NOT AVAILABLE,Ladakh(3),2025,4WIC,0
7,TREM STAGE IV,Ladakh(3),2025,4WIC,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,HGV,0
2,BHARAT STAGE VI,Ladakh(3),2025,HGV,409
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,HGV,0
4,CEV STAGE IV,Ladakh(3),2025,HGV,0
5,CEV STAGE V,Ladakh(3),2025,HGV,0
6,NOT AVAILABLE,Ladakh(3),2025,HGV,0
7,TREM STAGE IV,Ladakh(3),2025,HGV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,HMV,4
2,BHARAT STAGE VI,Ladakh(3),2025,HMV,0
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,HMV,0
4,CEV STAGE IV,Ladakh(3),2025,HMV,13
5,CEV STAGE V,Ladakh(3),2025,HMV,43
6,NOT AVAILABLE,Ladakh(3),2025,HMV,0
7,TREM STAGE IV,Ladakh(3),2025,HMV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,HPV,0
2,BHARAT STAGE VI,Ladakh(3),2025,HPV,20
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,HPV,0
4,CEV STAGE IV,Ladakh(3),2025,HPV,0
5,CEV STAGE V,Ladakh(3),2025,HPV,0
6,NOT AVAILABLE,Ladakh(3),2025,HPV,0
7,TREM STAGE IV,Ladakh(3),2025,HPV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,LGV,0
2,BHARAT STAGE VI,Ladakh(3),2025,LGV,333
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,LGV,0
4,CEV STAGE IV,Ladakh(3),2025,LGV,0
5,CEV STAGE V,Ladakh(3),2025,LGV,0
6,NOT AVAILABLE,Ladakh(3),2025,LGV,0
7,TREM STAGE IV,Ladakh(3),2025,LGV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,LMV,0
2,BHARAT STAGE VI,Ladakh(3),2025,LMV,"2,494"
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,LMV,22
4,CEV STAGE IV,Ladakh(3),2025,LMV,0
5,CEV STAGE V,Ladakh(3),2025,LMV,0
6,NOT AVAILABLE,Ladakh(3),2025,LMV,3
7,TREM STAGE IV,Ladakh(3),2025,LMV,2
1,BHARAT STAGE III (CEV),Ladakh(3),2025,LPV,0
2,BHARAT STAGE VI,Ladakh(3),2025,LPV,357
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,LPV,0
4,CEV STAGE IV,Ladakh(3),2025,LPV,0
5,CEV STAGE V,Ladakh(3),2025,LPV,0
6,NOT AVAILABLE,Ladakh(3),2025,LPV,0
7,TREM STAGE IV,Ladakh(3),2025,LPV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,MGV,0
2,BHARAT STAGE VI,Ladakh(3),2025,MGV,65
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,MGV,0
4,CEV STAGE IV,Ladakh(3),2025,MGV,0
5,CEV STAGE V,Ladakh(3),2025,MGV,0
6,NOT AVAILABLE,Ladakh(3),2025,MGV,0
7,TREM STAGE IV,Ladakh(3),2025,MGV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,MMV,0
2,BHARAT STAGE VI,Ladakh(3),2025,MMV,1
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,MMV,0
4,CEV STAGE IV,Ladakh(3),2025,MMV,0
5,CEV STAGE V,Ladakh(3),2025,MMV,0
6,NOT AVAILABLE,Ladakh(3),2025,MMV,0
7,TREM STAGE IV,Ladakh(3),2025,MMV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,MPV,0
2,BHARAT STAGE VI,Ladakh(3),2025,MPV,7
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,MPV,0
4,CEV STAGE IV,Ladakh(3),2025,MPV,0
5,CEV STAGE V,Ladakh(3),2025,MPV,0
6,NOT AVAILABLE,Ladakh(3),2025,MPV,5
7,TREM STAGE IV,Ladakh(3),2025,MPV,0
1,BHARAT STAGE III (CEV),Ladakh(3),2025,OTH,2
2,BHARAT STAGE VI,Ladakh(3),2025,OTH,0
3,BHARAT (TREM) STAGE III A,Ladakh(3),2025,OTH,0
4,CEV STAGE IV,Ladakh(3),2025,OTH,4
5,CEV STAGE V,Ladakh(3),2025,OTH,3
6,NOT AVAILABLE,Ladakh(3),2025,OTH,0
7,TREM STAGE IV,Ladakh(3),2025,OTH,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,2WIC,0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,2WIC,0
3,CEV STAGE V,Lakshadweep(9),2025,2WIC,0
4,NOT AVAILABLE,Lakshadweep(9),2025,2WIC,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,2WN,699
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,2WN,0
3,CEV STAGE V,Lakshadweep(9),2025,2WN,0
4,NOT AVAILABLE,Lakshadweep(9),2025,2WN,20
1,BHARAT STAGE VI,Lakshadweep(9),2025,2WT,0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,2WT,0
3,CEV STAGE V,Lakshadweep(9),2025,2WT,0
4,NOT AVAILABLE,Lakshadweep(9),2025,2WT,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,3WIC,0
2,BHARAT (TREM) STAGE III A,Lakshadweep(9),2025,3WIC,0
3,CEV STAGE V,Lakshadweep(9),2025,3WIC,0
4,NOT AVAILABLE,Lakshadweep(9),2025,3WIC,0
1,BHARAT STAGE VI,Lakshadweep(9),2025,3WN,0
