S No,Norms,State,Year,Vehicle Category,Value
9,BHARAT (TREM) STAGE III A,All Vahan4 Running States (35/36),2025,OTH,469
10,BHARAT (TREM) STAGE III B,All Vahan4 Running States (35/36),2025,OTH,57
11,CEV STAGE IV,All Vahan4 Running States (35/36),2025,OTH,"13,891"
12,CEV STAGE V,All Vahan4 Running States (35/36),2025,OTH,"38,643"
13,EURO 1,All Vahan4 Running States (35/36),2025,OTH,0
14,EURO 2,All Vahan4 Running States (35/36),2025,OTH,0
15,EURO 3,All Vahan4 Running States (35/36),2025,OTH,0
16,EURO 4,All Vahan4 Running States (35/36),2025,OTH,0
17,EURO 6,All Vahan4 Running States (35/36),2025,OTH,50
18,EURO 6B,All Vahan4 Running States (35/36),2025,OTH,0
19,EURO 6D,All Vahan4 Running States (35/36),2025,OTH,0
20,NOT APPLICABLE,All Vahan4 Running States (35/36),2025,OTH,0
21,NOT AVAILABLE,All Vahan4 Running States (35/36),2025,OTH,404
22,TREM STAGE IV,All Vahan4 Running States (35/36),2025,OTH,"17,310"
23,TREM STAGE V,All Vahan4 Running States (35/36),2025,OTH,537
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,2WIC,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,2WIC,3
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,2WIC,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,2WIC,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,2WIC,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,2WIC,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,2WIC,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,2WN,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,2WN,"6,265"
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,2WN,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,2WN,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,2WN,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,2WN,40
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,2WN,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,2WT,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,2WT,111
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,2WT,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,2WT,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,2WT,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,2WT,46
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,2WT,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,3WIC,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,3WIC,0
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,3WIC,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,3WIC,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,3WIC,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,3WIC,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,3WIC,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,3WN,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,3WN,0
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,3WN,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,3WN,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,3WN,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,3WN,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,3WN,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,3WT,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,3WT,223
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,3WT,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,3WT,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,3WT,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,3WT,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,3WT,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,4WIC,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,4WIC,0
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,4WIC,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,4WIC,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,4WIC,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,4WIC,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,4WIC,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,HGV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,HGV,87
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,HGV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,HGV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,HGV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,HGV,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,HGV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,HMV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,HMV,0
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,HMV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,HMV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,HMV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,HMV,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,HMV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,HPV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,HPV,8
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,HPV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,HPV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,HPV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,HPV,2
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,HPV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,LGV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,LGV,231
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,LGV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,LGV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,LGV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,LGV,3
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,LGV,1
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,LMV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,LMV,"2,152"
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,LMV,4
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,LMV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,LMV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,LMV,42
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,LMV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,LPV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,LPV,397
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,LPV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,LPV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,LPV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,LPV,33
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,LPV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,MGV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,MGV,4
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,MGV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,MGV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,MGV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,MGV,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,MGV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,MMV,2
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,MMV,0
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,MMV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,MMV,1
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,MMV,1
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,MMV,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,MMV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,MPV,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,MPV,6
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,MPV,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,MPV,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,MPV,0
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,MPV,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,MPV,0
1,BHARAT STAGE III (CEV),Andaman & Nicobar Island(3),2025,OTH,0
2,BHARAT STAGE VI,Andaman & Nicobar Island(3),2025,OTH,0
3,BHARAT (TREM) STAGE III A,Andaman & Nicobar Island(3),2025,OTH,0
4,CEV STAGE IV,Andaman & Nicobar Island(3),2025,OTH,0
5,CEV STAGE V,Andaman & Nicobar Island(3),2025,OTH,2
6,NOT AVAILABLE,Andaman & Nicobar Island(3),2025,OTH,0
7,TREM STAGE IV,Andaman & Nicobar Island(3),2025,OTH,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,2WIC,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,2WIC,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,2WIC,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,2WIC,410
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,2WIC,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,2WIC,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,2WIC,0
8,CEV STAGE V,Andhra Pradesh(84),2025,2WIC,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,2WIC,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,2WIC,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,2WN,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,2WN,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,2WN,1
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,2WN,"6,73,098"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,2WN,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,2WN,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,2WN,0
8,CEV STAGE V,Andhra Pradesh(84),2025,2WN,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,2WN,"49,338"
10,TREM STAGE IV,Andhra Pradesh(84),2025,2WN,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,2WT,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,2WT,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,2WT,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,2WT,424
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,2WT,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,2WT,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,2WT,0
8,CEV STAGE V,Andhra Pradesh(84),2025,2WT,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,2WT,80
10,TREM STAGE IV,Andhra Pradesh(84),2025,2WT,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,3WIC,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,3WIC,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,3WIC,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,3WIC,0
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,3WIC,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,3WIC,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,3WIC,0
8,CEV STAGE V,Andhra Pradesh(84),2025,3WIC,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,3WIC,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,3WIC,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,3WN,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,3WN,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,3WN,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,3WN,0
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,3WN,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,3WN,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,3WN,0
8,CEV STAGE V,Andhra Pradesh(84),2025,3WN,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,3WN,5
10,TREM STAGE IV,Andhra Pradesh(84),2025,3WN,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,3WT,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,3WT,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,3WT,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,3WT,"38,016"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,3WT,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,3WT,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,3WT,0
8,CEV STAGE V,Andhra Pradesh(84),2025,3WT,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,3WT,"5,213"
10,TREM STAGE IV,Andhra Pradesh(84),2025,3WT,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,4WIC,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,4WIC,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,4WIC,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,4WIC,61
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,4WIC,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,4WIC,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,4WIC,0
8,CEV STAGE V,Andhra Pradesh(84),2025,4WIC,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,4WIC,1
10,TREM STAGE IV,Andhra Pradesh(84),2025,4WIC,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,HGV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,HGV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,HGV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,HGV,"9,286"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,HGV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,HGV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,HGV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,HGV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,HGV,25
10,TREM STAGE IV,Andhra Pradesh(84),2025,HGV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,HMV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,HMV,7
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,HMV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,HMV,19
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,HMV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,HMV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,HMV,59
8,CEV STAGE V,Andhra Pradesh(84),2025,HMV,30
9,NOT AVAILABLE,Andhra Pradesh(84),2025,HMV,2
10,TREM STAGE IV,Andhra Pradesh(84),2025,HMV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,HPV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,HPV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,HPV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,HPV,"1,637"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,HPV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,HPV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,HPV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,HPV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,HPV,43
10,TREM STAGE IV,Andhra Pradesh(84),2025,HPV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,LGV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,LGV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,LGV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,LGV,"16,719"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,LGV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,LGV,"6,314"
7,CEV STAGE IV,Andhra Pradesh(84),2025,LGV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,LGV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,LGV,"1,456"
10,TREM STAGE IV,Andhra Pradesh(84),2025,LGV,77
1,BHARAT STAGE III,Andhra Pradesh(84),2025,LMV,1
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,LMV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,LMV,4
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,LMV,"77,102"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,LMV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,LMV,"22,828"
7,CEV STAGE IV,Andhra Pradesh(84),2025,LMV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,LMV,2
9,NOT AVAILABLE,Andhra Pradesh(84),2025,LMV,"8,978"
10,TREM STAGE IV,Andhra Pradesh(84),2025,LMV,340
1,BHARAT STAGE III,Andhra Pradesh(84),2025,LPV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,LPV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,LPV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,LPV,"8,586"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,LPV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,LPV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,LPV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,LPV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,LPV,38
10,TREM STAGE IV,Andhra Pradesh(84),2025,LPV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,MGV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,MGV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,MGV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,MGV,837
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,MGV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,MGV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,MGV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,MGV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,MGV,1
10,TREM STAGE IV,Andhra Pradesh(84),2025,MGV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,MMV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,MMV,32
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,MMV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,MMV,4
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,MMV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,MMV,53
7,CEV STAGE IV,Andhra Pradesh(84),2025,MMV,17
8,CEV STAGE V,Andhra Pradesh(84),2025,MMV,25
9,NOT AVAILABLE,Andhra Pradesh(84),2025,MMV,211
10,TREM STAGE IV,Andhra Pradesh(84),2025,MMV,1
1,BHARAT STAGE III,Andhra Pradesh(84),2025,MPV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,MPV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,MPV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,MPV,"1,933"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,MPV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,MPV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,MPV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,MPV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,MPV,1
10,TREM STAGE IV,Andhra Pradesh(84),2025,MPV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,OTH,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,OTH,379
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,OTH,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,OTH,27
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,OTH,1
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,OTH,7
7,CEV STAGE IV,Andhra Pradesh(84),2025,OTH,352
8,CEV STAGE V,Andhra Pradesh(84),2025,OTH,"1,339"
9,NOT AVAILABLE,Andhra Pradesh(84),2025,OTH,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,OTH,555
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,2WIC,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,2WIC,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,2WIC,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,2WIC,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,2WIC,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,2WIC,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,2WIC,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,2WIC,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,2WIC,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,2WIC,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,2WIC,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,2WIC,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,2WN,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,2WN,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,2WN,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,2WN,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,2WN,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,2WN,"17,110"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,2WN,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,2WN,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,2WN,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,2WN,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,2WN,47
12,TREM STAGE IV,Arunachal Pradesh(29),2025,2WN,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,2WT,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,2WT,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,2WT,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,2WT,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,2WT,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,2WT,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,2WT,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,2WT,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,2WT,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,2WT,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,2WT,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,2WT,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,3WIC,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,3WIC,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,3WIC,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,3WIC,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,3WIC,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,3WIC,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,3WIC,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,3WIC,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,3WIC,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,3WIC,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,3WIC,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,3WIC,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,3WN,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,3WN,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,3WN,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,3WN,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,3WN,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,3WN,1
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,3WN,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,3WN,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,3WN,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,3WN,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,3WN,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,3WN,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,3WT,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,3WT,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,3WT,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,3WT,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,3WT,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,3WT,114
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,3WT,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,3WT,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,3WT,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,3WT,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,3WT,2
12,TREM STAGE IV,Arunachal Pradesh(29),2025,3WT,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,4WIC,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,4WIC,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,4WIC,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,4WIC,0
