S No,Vehicle Class,State,Year,Vehicle Category,Value
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS III/IV,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS III/IV,5
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS III/IV,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS III/IV,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,1
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS III/IV,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS III/IV,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS III/IV,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS III/IV,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS III/IV,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS III/IV,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS III/IV,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS III/IV,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS III/IV,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS III/IV,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS III/IV,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS III/IV,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS III/IV,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS III/IV,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,1
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS IV,5
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS IV,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS IV,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,1
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS IV,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS IV,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS IV,0
10,BUS,All Vahan4 Running States (35/36),2025,BS IV,24
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS IV,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS IV,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS IV,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,16
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,13
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,4
17,DUMPER,All Vahan4 Running States (35/36),2025,BS IV,7
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS IV,2
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS IV,1
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS IV,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS IV,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS IV,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,1
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS IV,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS IV,1
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS IV,102
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS IV,0
29,HEARSES,All Vahan4 Running States (35/36),2025,BS IV,1
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS IV,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS IV,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS IV,140
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS IV,423
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS IV,1
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS IV,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS IV,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS IV,0
38,MOPED,All Vahan4 Running States (35/36),2025,BS IV,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS IV,18
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS IV,496
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS IV,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS IV,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS IV,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS IV,6
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS IV,1
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS IV,2
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS IV,7
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS IV,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS IV,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,1
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS IV,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS IV,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS IV,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS IV,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS IV,7
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS IV,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS IV,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS IV,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,1
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS IV,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS IV,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS IV,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS IV,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS IV,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS IV,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS IV,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS IV/VI,0
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS IV/VI,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
10,BUS,All Vahan4 Running States (35/36),2025,BS IV/VI,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS IV/VI,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS IV/VI,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
17,DUMPER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS IV/VI,0
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS IV/VI,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS IV/VI,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS IV/VI,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS IV/VI,0
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS IV/VI,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS IV/VI,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
29,HEARSES,All Vahan4 Running States (35/36),2025,BS IV/VI,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS IV/VI,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS IV/VI,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS IV/VI,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS IV/VI,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS IV/VI,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS IV/VI,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS IV/VI,0
38,MOPED,All Vahan4 Running States (35/36),2025,BS IV/VI,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS IV/VI,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS IV/VI,0
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS IV/VI,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS IV/VI,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS IV/VI,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS IV/VI,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS IV/VI,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS IV/VI,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS IV/VI,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS IV/VI,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS IV/VI,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS IV/VI,0
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS IV/VI,0
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS IV/VI,0
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS IV/VI,0
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS IV/VI,0
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS IV/VI,0
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS IV/VI,0
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS IV/VI,0
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS IV/VI,0
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS IV/VI,0
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS IV/VI,0
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS IV/VI,0
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,"27,657"
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,BS VI,56
3,AMBULANCE,All Vahan4 Running States (35/36),2025,BS VI,"15,851"
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,BS VI,171
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,26
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,"31,469"
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,BS VI,3
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,BS VI,37
9,BULLDOZER,All Vahan4 Running States (35/36),2025,BS VI,0
10,BUS,All Vahan4 Running States (35/36),2025,BS VI,"72,503"
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,BS VI,443
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS VI,790
13,CASH VAN,All Vahan4 Running States (35/36),2025,BS VI,529
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,936
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,231
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,542
17,DUMPER,All Vahan4 Running States (35/36),2025,BS VI,"10,759"
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,BS VI,55
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,BS VI,"27,856"
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,BS VI,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,BS VI,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,8
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,BS VI,2
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,647
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,BS VI,391
26,FORK LIFT,All Vahan4 Running States (35/36),2025,BS VI,71
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,BS VI,"8,16,117"
28,HARVESTER,All Vahan4 Running States (35/36),2025,BS VI,1
29,HEARSES,All Vahan4 Running States (35/36),2025,BS VI,374
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,BS VI,16
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,BS VI,455
32,MAXI CAB,All Vahan4 Running States (35/36),2025,BS VI,"27,006"
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,BS VI,"1,84,93,803"
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,BS VI,"5,393"
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,BS VI,34
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,BS VI,533
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,BS VI,49
38,MOPED,All Vahan4 Running States (35/36),2025,BS VI,"3,59,163"
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,BS VI,"3,06,363"
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,BS VI,"39,37,284"
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,BS VI,3
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,BS VI,88
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,BS VI,"13,263"
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,BS VI,"1,54,861"
45,OMNI BUS,All Vahan4 Running States (35/36),2025,BS VI,"5,796"
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,BS VI,"8,813"
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,"5,756"
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,BS VI,"2,192"
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,BS VI,24
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,42
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,BS VI,8
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,247
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,BS VI,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,BS VI,261
55,SEMI-TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,1
56,SNORKED LADDERS,All Vahan4 Running States (35/36),2025,BS VI,1
57,THREE WHEELER (GOODS),All Vahan4 Running States (35/36),2025,BS VI,"1,03,418"
58,THREE WHEELER (PASSENGER),All Vahan4 Running States (35/36),2025,BS VI,"4,07,957"
59,THREE WHEELER (PERSONAL),All Vahan4 Running States (35/36),2025,BS VI,726
60,TOWER WAGON,All Vahan4 Running States (35/36),2025,BS VI,27
61,TOW TRUCK,All Vahan4 Running States (35/36),2025,BS VI,152
62,TRACTOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,3
63,TRACTOR-TROLLEY(COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,1
64,TRAILER (AGRICULTURAL),All Vahan4 Running States (35/36),2025,BS VI,7
65,TRAILER (COMMERCIAL),All Vahan4 Running States (35/36),2025,BS VI,5
66,TRAILER FOR PERSONAL USE,All Vahan4 Running States (35/36),2025,BS VI,0
67,TREE TRIMMING VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,3
68,VEHICLE FITTED WITH COMPRESSOR,All Vahan4 Running States (35/36),2025,BS VI,106
69,VEHICLE FITTED WITH GENERATOR,All Vahan4 Running States (35/36),2025,BS VI,139
70,VEHICLE FITTED WITH RIG,All Vahan4 Running States (35/36),2025,BS VI,452
71,VINTAGE MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,BS VI,1
72,X-RAY VAN,All Vahan4 Running States (35/36),2025,BS VI,2
1,ADAPTED VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
2,AGRICULTURAL TRACTOR,All Vahan4 Running States (35/36),2025,B(T)S III,41
3,AMBULANCE,All Vahan4 Running States (35/36),2025,B(T)S III,0
4,ANIMAL AMBULANCE,All Vahan4 Running States (35/36),2025,B(T)S III,0
5,ARMOURED/SPECIALISED VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
6,ARTICULATED VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
7,AUXILIARY TRAILER,All Vahan4 Running States (35/36),2025,B(T)S III,0
8,BREAKDOWN VAN,All Vahan4 Running States (35/36),2025,B(T)S III,0
9,BULLDOZER,All Vahan4 Running States (35/36),2025,B(T)S III,0
10,BUS,All Vahan4 Running States (35/36),2025,B(T)S III,0
11,CAMPER VAN / TRAILER,All Vahan4 Running States (35/36),2025,B(T)S III,0
12,CAMPER VAN / TRAILER (PRIVATE USE),All Vahan4 Running States (35/36),2025,B(T)S III,0
13,CASH VAN,All Vahan4 Running States (35/36),2025,B(T)S III,0
14,CONSTRUCTION EQUIPMENT VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,5
15,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,B(T)S III,1
16,CRANE MOUNTED VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
17,DUMPER,All Vahan4 Running States (35/36),2025,B(T)S III,0
18,EARTH MOVING EQUIPMENT,All Vahan4 Running States (35/36),2025,B(T)S III,1
19,EDUCATIONAL INSTITUTION BUS,All Vahan4 Running States (35/36),2025,B(T)S III,0
20,E-RICKSHAW(P),All Vahan4 Running States (35/36),2025,B(T)S III,0
21,E-RICKSHAW WITH CART (G),All Vahan4 Running States (35/36),2025,B(T)S III,0
22,EXCAVATOR (COMMERCIAL),All Vahan4 Running States (35/36),2025,B(T)S III,0
23,EXCAVATOR (NT),All Vahan4 Running States (35/36),2025,B(T)S III,1
24,FIRE FIGHTING VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
25,FIRE TENDERS,All Vahan4 Running States (35/36),2025,B(T)S III,0
26,FORK LIFT,All Vahan4 Running States (35/36),2025,B(T)S III,0
27,GOODS CARRIER,All Vahan4 Running States (35/36),2025,B(T)S III,0
28,HARVESTER,All Vahan4 Running States (35/36),2025,B(T)S III,34
29,HEARSES,All Vahan4 Running States (35/36),2025,B(T)S III,0
30,LIBRARY VAN,All Vahan4 Running States (35/36),2025,B(T)S III,0
31,LUXURY CAB,All Vahan4 Running States (35/36),2025,B(T)S III,0
32,MAXI CAB,All Vahan4 Running States (35/36),2025,B(T)S III,0
33,M-CYCLE/SCOOTER,All Vahan4 Running States (35/36),2025,B(T)S III,0
34,M-CYCLE/SCOOTER-WITH SIDE CAR,All Vahan4 Running States (35/36),2025,B(T)S III,0
35,MOBILE CANTEEN,All Vahan4 Running States (35/36),2025,B(T)S III,0
36,MOBILE CLINIC,All Vahan4 Running States (35/36),2025,B(T)S III,0
37,MOBILE WORKSHOP,All Vahan4 Running States (35/36),2025,B(T)S III,0
38,MOPED,All Vahan4 Running States (35/36),2025,B(T)S III,0
39,MOTOR CAB,All Vahan4 Running States (35/36),2025,B(T)S III,0
40,MOTOR CAR,All Vahan4 Running States (35/36),2025,B(T)S III,0
41,MOTOR CARAVAN,All Vahan4 Running States (35/36),2025,B(T)S III,0
42,MOTOR CYCLE/SCOOTER-SIDECAR(T),All Vahan4 Running States (35/36),2025,B(T)S III,0
43,MOTOR CYCLE/SCOOTER-USED FOR HIRE,All Vahan4 Running States (35/36),2025,B(T)S III,0
44,MOTORISED CYCLE (CC > 25CC),All Vahan4 Running States (35/36),2025,B(T)S III,0
45,OMNI BUS,All Vahan4 Running States (35/36),2025,B(T)S III,0
46,OMNI BUS (PRIVATE USE),All Vahan4 Running States (35/36),2025,B(T)S III,0
47,PRIVATE SERVICE VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
48,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),All Vahan4 Running States (35/36),2025,B(T)S III,0
49,PULLER TRACTOR,All Vahan4 Running States (35/36),2025,B(T)S III,0
50,QUADRICYCLE (COMMERCIAL),All Vahan4 Running States (35/36),2025,B(T)S III,0
51,QUADRICYCLE (PRIVATE),All Vahan4 Running States (35/36),2025,B(T)S III,0
52,RECOVERY VEHICLE,All Vahan4 Running States (35/36),2025,B(T)S III,0
53,ROAD ROLLER,All Vahan4 Running States (35/36),2025,B(T)S III,0
54,SCHOOL BUS,All Vahan4 Running States (35/36),2025,B(T)S III,0
