S No,Norms,State,Year,Fuel,Value
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,PETROL/HYBRID,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,PETROL/HYBRID,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,PETROL/HYBRID/CNG,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,PETROL/LPG,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,PETROL/LPG,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,PETROL/LPG,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,PETROL/LPG,0
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,PETROL/LPG,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,PETROL/LPG,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,PETROL/LPG,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,PETROL/LPG,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,PETROL/LPG,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,PETROL/LPG,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,PETROL/METHANOL,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,PETROL/METHANOL,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,PLUG-IN HYBRID EV,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,PURE EV,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,PURE EV,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,PURE EV,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,PURE EV,0
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,PURE EV,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,PURE EV,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,PURE EV,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,PURE EV,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,PURE EV,"5,789"
10,TREM STAGE IV,Jammu and Kashmir(21),2025,PURE EV,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,SOLAR,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,SOLAR,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,SOLAR,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,SOLAR,0
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,SOLAR,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,SOLAR,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,SOLAR,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,SOLAR,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,SOLAR,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,SOLAR,0
1,BHARAT STAGE III,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
2,BHARAT STAGE III (CEV),Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
3,BHARAT STAGE IV,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
4,BHARAT STAGE VI,Jammu and Kashmir(21),2025,STRONG HYBRID EV,272
5,BHARAT (TREM) STAGE III,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
6,BHARAT (TREM) STAGE III A,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
7,CEV STAGE IV,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
8,CEV STAGE V,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
9,NOT AVAILABLE,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
10,TREM STAGE IV,Jammu and Kashmir(21),2025,STRONG HYBRID EV,0
1,BHARAT STAGE I,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
2,BHARAT STAGE II,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
3,BHARAT STAGE III,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,BIO-CNG/BIO-GAS,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
6,BHARAT STAGE IV,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
7,BHARAT STAGE VI,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
11,CEV STAGE IV,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
12,CEV STAGE V,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
13,EURO 4,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
14,EURO 6,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
15,NOT AVAILABLE,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
16,TREM STAGE IV,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
17,TREM STAGE V,Karnataka(68),2025,BIO-CNG/BIO-GAS,0
1,BHARAT STAGE I,Karnataka(68),2025,BIO-DIESEL(B100),0
2,BHARAT STAGE II,Karnataka(68),2025,BIO-DIESEL(B100),0
3,BHARAT STAGE III,Karnataka(68),2025,BIO-DIESEL(B100),0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,BIO-DIESEL(B100),0
5,BHARAT STAGE III/IV,Karnataka(68),2025,BIO-DIESEL(B100),0
6,BHARAT STAGE IV,Karnataka(68),2025,BIO-DIESEL(B100),0
7,BHARAT STAGE VI,Karnataka(68),2025,BIO-DIESEL(B100),0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,BIO-DIESEL(B100),0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,BIO-DIESEL(B100),0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,BIO-DIESEL(B100),0
11,CEV STAGE IV,Karnataka(68),2025,BIO-DIESEL(B100),0
12,CEV STAGE V,Karnataka(68),2025,BIO-DIESEL(B100),0
13,EURO 4,Karnataka(68),2025,BIO-DIESEL(B100),0
14,EURO 6,Karnataka(68),2025,BIO-DIESEL(B100),0
15,NOT AVAILABLE,Karnataka(68),2025,BIO-DIESEL(B100),0
16,TREM STAGE IV,Karnataka(68),2025,BIO-DIESEL(B100),0
17,TREM STAGE V,Karnataka(68),2025,BIO-DIESEL(B100),0
1,BHARAT STAGE I,Karnataka(68),2025,BIO-METHANE,0
2,BHARAT STAGE II,Karnataka(68),2025,BIO-METHANE,0
3,BHARAT STAGE III,Karnataka(68),2025,BIO-METHANE,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,BIO-METHANE,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,BIO-METHANE,0
6,BHARAT STAGE IV,Karnataka(68),2025,BIO-METHANE,0
7,BHARAT STAGE VI,Karnataka(68),2025,BIO-METHANE,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,BIO-METHANE,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,BIO-METHANE,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,BIO-METHANE,0
11,CEV STAGE IV,Karnataka(68),2025,BIO-METHANE,0
12,CEV STAGE V,Karnataka(68),2025,BIO-METHANE,0
13,EURO 4,Karnataka(68),2025,BIO-METHANE,0
14,EURO 6,Karnataka(68),2025,BIO-METHANE,0
15,NOT AVAILABLE,Karnataka(68),2025,BIO-METHANE,0
16,TREM STAGE IV,Karnataka(68),2025,BIO-METHANE,0
17,TREM STAGE V,Karnataka(68),2025,BIO-METHANE,0
1,BHARAT STAGE I,Karnataka(68),2025,CNG ONLY,0
2,BHARAT STAGE II,Karnataka(68),2025,CNG ONLY,0
3,BHARAT STAGE III,Karnataka(68),2025,CNG ONLY,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,CNG ONLY,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,CNG ONLY,0
6,BHARAT STAGE IV,Karnataka(68),2025,CNG ONLY,0
7,BHARAT STAGE VI,Karnataka(68),2025,CNG ONLY,"49,934"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,CNG ONLY,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,CNG ONLY,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,CNG ONLY,0
11,CEV STAGE IV,Karnataka(68),2025,CNG ONLY,0
12,CEV STAGE V,Karnataka(68),2025,CNG ONLY,0
13,EURO 4,Karnataka(68),2025,CNG ONLY,0
14,EURO 6,Karnataka(68),2025,CNG ONLY,0
15,NOT AVAILABLE,Karnataka(68),2025,CNG ONLY,0
16,TREM STAGE IV,Karnataka(68),2025,CNG ONLY,0
17,TREM STAGE V,Karnataka(68),2025,CNG ONLY,0
1,BHARAT STAGE I,Karnataka(68),2025,DIESEL,0
2,BHARAT STAGE II,Karnataka(68),2025,DIESEL,1
3,BHARAT STAGE III,Karnataka(68),2025,DIESEL,31
4,BHARAT STAGE III (CEV),Karnataka(68),2025,DIESEL,646
5,BHARAT STAGE III/IV,Karnataka(68),2025,DIESEL,0
6,BHARAT STAGE IV,Karnataka(68),2025,DIESEL,28
7,BHARAT STAGE VI,Karnataka(68),2025,DIESEL,"1,35,744"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,DIESEL,6
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,DIESEL,"61,196"
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,DIESEL,3
11,CEV STAGE IV,Karnataka(68),2025,DIESEL,911
12,CEV STAGE V,Karnataka(68),2025,DIESEL,"2,571"
13,EURO 4,Karnataka(68),2025,DIESEL,0
14,EURO 6,Karnataka(68),2025,DIESEL,1
15,NOT AVAILABLE,Karnataka(68),2025,DIESEL,0
16,TREM STAGE IV,Karnataka(68),2025,DIESEL,"1,109"
17,TREM STAGE V,Karnataka(68),2025,DIESEL,101
1,BHARAT STAGE I,Karnataka(68),2025,DIESEL/HYBRID,0
2,BHARAT STAGE II,Karnataka(68),2025,DIESEL/HYBRID,0
3,BHARAT STAGE III,Karnataka(68),2025,DIESEL/HYBRID,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,DIESEL/HYBRID,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,DIESEL/HYBRID,0
6,BHARAT STAGE IV,Karnataka(68),2025,DIESEL/HYBRID,0
7,BHARAT STAGE VI,Karnataka(68),2025,DIESEL/HYBRID,"1,050"
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,DIESEL/HYBRID,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,DIESEL/HYBRID,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,DIESEL/HYBRID,0
11,CEV STAGE IV,Karnataka(68),2025,DIESEL/HYBRID,0
12,CEV STAGE V,Karnataka(68),2025,DIESEL/HYBRID,0
13,EURO 4,Karnataka(68),2025,DIESEL/HYBRID,0
14,EURO 6,Karnataka(68),2025,DIESEL/HYBRID,0
15,NOT AVAILABLE,Karnataka(68),2025,DIESEL/HYBRID,0
16,TREM STAGE IV,Karnataka(68),2025,DIESEL/HYBRID,0
17,TREM STAGE V,Karnataka(68),2025,DIESEL/HYBRID,0
1,BHARAT STAGE I,Karnataka(68),2025,DI-METHYL ETHER,0
2,BHARAT STAGE II,Karnataka(68),2025,DI-METHYL ETHER,0
3,BHARAT STAGE III,Karnataka(68),2025,DI-METHYL ETHER,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,DI-METHYL ETHER,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,DI-METHYL ETHER,0
6,BHARAT STAGE IV,Karnataka(68),2025,DI-METHYL ETHER,0
7,BHARAT STAGE VI,Karnataka(68),2025,DI-METHYL ETHER,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,DI-METHYL ETHER,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,DI-METHYL ETHER,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,DI-METHYL ETHER,0
11,CEV STAGE IV,Karnataka(68),2025,DI-METHYL ETHER,0
12,CEV STAGE V,Karnataka(68),2025,DI-METHYL ETHER,0
13,EURO 4,Karnataka(68),2025,DI-METHYL ETHER,0
14,EURO 6,Karnataka(68),2025,DI-METHYL ETHER,0
15,NOT AVAILABLE,Karnataka(68),2025,DI-METHYL ETHER,0
16,TREM STAGE IV,Karnataka(68),2025,DI-METHYL ETHER,0
17,TREM STAGE V,Karnataka(68),2025,DI-METHYL ETHER,0
1,BHARAT STAGE I,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
2,BHARAT STAGE II,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
3,BHARAT STAGE III,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
11,CEV STAGE IV,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
12,CEV STAGE V,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
13,EURO 4,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
14,EURO 6,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
15,NOT AVAILABLE,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
16,TREM STAGE IV,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
17,TREM STAGE V,Karnataka(68),2025,DUAL DIESEL/BIO CNG,0
1,BHARAT STAGE I,Karnataka(68),2025,DUAL DIESEL/CNG,0
2,BHARAT STAGE II,Karnataka(68),2025,DUAL DIESEL/CNG,0
3,BHARAT STAGE III,Karnataka(68),2025,DUAL DIESEL/CNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,DUAL DIESEL/CNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,DUAL DIESEL/CNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,DUAL DIESEL/CNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,DUAL DIESEL/CNG,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,DUAL DIESEL/CNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,DUAL DIESEL/CNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,DUAL DIESEL/CNG,0
11,CEV STAGE IV,Karnataka(68),2025,DUAL DIESEL/CNG,0
12,CEV STAGE V,Karnataka(68),2025,DUAL DIESEL/CNG,0
13,EURO 4,Karnataka(68),2025,DUAL DIESEL/CNG,0
14,EURO 6,Karnataka(68),2025,DUAL DIESEL/CNG,0
15,NOT AVAILABLE,Karnataka(68),2025,DUAL DIESEL/CNG,0
16,TREM STAGE IV,Karnataka(68),2025,DUAL DIESEL/CNG,0
17,TREM STAGE V,Karnataka(68),2025,DUAL DIESEL/CNG,0
1,BHARAT STAGE I,Karnataka(68),2025,DUAL DIESEL/LNG,0
2,BHARAT STAGE II,Karnataka(68),2025,DUAL DIESEL/LNG,0
3,BHARAT STAGE III,Karnataka(68),2025,DUAL DIESEL/LNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,DUAL DIESEL/LNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,DUAL DIESEL/LNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,DUAL DIESEL/LNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,DUAL DIESEL/LNG,30
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,DUAL DIESEL/LNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,DUAL DIESEL/LNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,DUAL DIESEL/LNG,0
11,CEV STAGE IV,Karnataka(68),2025,DUAL DIESEL/LNG,0
12,CEV STAGE V,Karnataka(68),2025,DUAL DIESEL/LNG,0
13,EURO 4,Karnataka(68),2025,DUAL DIESEL/LNG,0
14,EURO 6,Karnataka(68),2025,DUAL DIESEL/LNG,0
15,NOT AVAILABLE,Karnataka(68),2025,DUAL DIESEL/LNG,0
16,TREM STAGE IV,Karnataka(68),2025,DUAL DIESEL/LNG,0
17,TREM STAGE V,Karnataka(68),2025,DUAL DIESEL/LNG,0
1,BHARAT STAGE I,Karnataka(68),2025,ELECTRIC(BOV),0
2,BHARAT STAGE II,Karnataka(68),2025,ELECTRIC(BOV),0
3,BHARAT STAGE III,Karnataka(68),2025,ELECTRIC(BOV),0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,ELECTRIC(BOV),0
5,BHARAT STAGE III/IV,Karnataka(68),2025,ELECTRIC(BOV),0
6,BHARAT STAGE IV,Karnataka(68),2025,ELECTRIC(BOV),0
7,BHARAT STAGE VI,Karnataka(68),2025,ELECTRIC(BOV),5
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,ELECTRIC(BOV),0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,ELECTRIC(BOV),0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,ELECTRIC(BOV),0
11,CEV STAGE IV,Karnataka(68),2025,ELECTRIC(BOV),0
12,CEV STAGE V,Karnataka(68),2025,ELECTRIC(BOV),0
13,EURO 4,Karnataka(68),2025,ELECTRIC(BOV),0
14,EURO 6,Karnataka(68),2025,ELECTRIC(BOV),0
15,NOT AVAILABLE,Karnataka(68),2025,ELECTRIC(BOV),"48,207"
16,TREM STAGE IV,Karnataka(68),2025,ELECTRIC(BOV),0
17,TREM STAGE V,Karnataka(68),2025,ELECTRIC(BOV),0
1,BHARAT STAGE I,Karnataka(68),2025,ETHANOL,0
2,BHARAT STAGE II,Karnataka(68),2025,ETHANOL,0
3,BHARAT STAGE III,Karnataka(68),2025,ETHANOL,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,ETHANOL,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,ETHANOL,0
6,BHARAT STAGE IV,Karnataka(68),2025,ETHANOL,0
7,BHARAT STAGE VI,Karnataka(68),2025,ETHANOL,160
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,ETHANOL,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,ETHANOL,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,ETHANOL,0
11,CEV STAGE IV,Karnataka(68),2025,ETHANOL,0
12,CEV STAGE V,Karnataka(68),2025,ETHANOL,0
13,EURO 4,Karnataka(68),2025,ETHANOL,0
14,EURO 6,Karnataka(68),2025,ETHANOL,0
15,NOT AVAILABLE,Karnataka(68),2025,ETHANOL,0
16,TREM STAGE IV,Karnataka(68),2025,ETHANOL,0
17,TREM STAGE V,Karnataka(68),2025,ETHANOL,0
1,BHARAT STAGE I,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
2,BHARAT STAGE II,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
3,BHARAT STAGE III,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
5,BHARAT STAGE III/IV,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
6,BHARAT STAGE IV,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
7,BHARAT STAGE VI,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
11,CEV STAGE IV,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
12,CEV STAGE V,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
13,EURO 4,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
14,EURO 6,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
15,NOT AVAILABLE,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
16,TREM STAGE IV,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
17,TREM STAGE V,Karnataka(68),2025,FLEX-FUEL(BIO-DIESEL),0
1,BHARAT STAGE I,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
2,BHARAT STAGE II,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
3,BHARAT STAGE III,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
5,BHARAT STAGE III/IV,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
6,BHARAT STAGE IV,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
7,BHARAT STAGE VI,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
11,CEV STAGE IV,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
12,CEV STAGE V,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
13,EURO 4,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
14,EURO 6,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
15,NOT AVAILABLE,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
16,TREM STAGE IV,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
17,TREM STAGE V,Karnataka(68),2025,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE I,Karnataka(68),2025,FUEL CELL HYDROGEN,0
2,BHARAT STAGE II,Karnataka(68),2025,FUEL CELL HYDROGEN,0
3,BHARAT STAGE III,Karnataka(68),2025,FUEL CELL HYDROGEN,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,FUEL CELL HYDROGEN,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,FUEL CELL HYDROGEN,0
6,BHARAT STAGE IV,Karnataka(68),2025,FUEL CELL HYDROGEN,0
7,BHARAT STAGE VI,Karnataka(68),2025,FUEL CELL HYDROGEN,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,FUEL CELL HYDROGEN,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,FUEL CELL HYDROGEN,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,FUEL CELL HYDROGEN,0
11,CEV STAGE IV,Karnataka(68),2025,FUEL CELL HYDROGEN,0
12,CEV STAGE V,Karnataka(68),2025,FUEL CELL HYDROGEN,0
13,EURO 4,Karnataka(68),2025,FUEL CELL HYDROGEN,0
14,EURO 6,Karnataka(68),2025,FUEL CELL HYDROGEN,0
15,NOT AVAILABLE,Karnataka(68),2025,FUEL CELL HYDROGEN,0
16,TREM STAGE IV,Karnataka(68),2025,FUEL CELL HYDROGEN,0
17,TREM STAGE V,Karnataka(68),2025,FUEL CELL HYDROGEN,0
1,BHARAT STAGE I,Karnataka(68),2025,HCNG,0
2,BHARAT STAGE II,Karnataka(68),2025,HCNG,0
3,BHARAT STAGE III,Karnataka(68),2025,HCNG,0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,HCNG,0
5,BHARAT STAGE III/IV,Karnataka(68),2025,HCNG,0
6,BHARAT STAGE IV,Karnataka(68),2025,HCNG,0
7,BHARAT STAGE VI,Karnataka(68),2025,HCNG,0
8,BHARAT (TREM) STAGE III,Karnataka(68),2025,HCNG,0
9,BHARAT (TREM) STAGE III A,Karnataka(68),2025,HCNG,0
10,BHARAT (TREM) STAGE III B,Karnataka(68),2025,HCNG,0
11,CEV STAGE IV,Karnataka(68),2025,HCNG,0
12,CEV STAGE V,Karnataka(68),2025,HCNG,0
13,EURO 4,Karnataka(68),2025,HCNG,0
14,EURO 6,Karnataka(68),2025,HCNG,0
15,NOT AVAILABLE,Karnataka(68),2025,HCNG,0
16,TREM STAGE IV,Karnataka(68),2025,HCNG,0
17,TREM STAGE V,Karnataka(68),2025,HCNG,0
1,BHARAT STAGE I,Karnataka(68),2025,HYDROGEN(ICE),0
2,BHARAT STAGE II,Karnataka(68),2025,HYDROGEN(ICE),0
3,BHARAT STAGE III,Karnataka(68),2025,HYDROGEN(ICE),0
4,BHARAT STAGE III (CEV),Karnataka(68),2025,HYDROGEN(ICE),0
5,BHARAT STAGE III/IV,Karnataka(68),2025,HYDROGEN(ICE),0
6,BHARAT STAGE IV,Karnataka(68),2025,HYDROGEN(ICE),0
7,BHARAT STAGE VI,Karnataka(68),2025,HYDROGEN(ICE),0
