S No,Norms,State,Year,Fuel,Value
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,686
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,1
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/HYBRID/CNG,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL(E20)/LPG,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL/ETHANOL,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL/ETHANOL,"2,13,872"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL/ETHANOL,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL/HYBRID,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL/HYBRID,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL/HYBRID,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL/HYBRID,"4,967"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL/HYBRID,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL/HYBRID,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL/HYBRID,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL/HYBRID,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL/HYBRID,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL/HYBRID,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,3
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL/HYBRID/CNG,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL/LPG,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL/LPG,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL/LPG,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL/LPG,2
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL/LPG,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL/LPG,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL/LPG,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL/LPG,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL/LPG,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL/LPG,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PETROL/METHANOL,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PETROL/METHANOL,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PETROL/METHANOL,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PETROL/METHANOL,0
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PETROL/METHANOL,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PETROL/METHANOL,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PETROL/METHANOL,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PETROL/METHANOL,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PETROL/METHANOL,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PETROL/METHANOL,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,2
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,PLUG-IN HYBRID EV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,PURE EV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,PURE EV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,PURE EV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,PURE EV,0
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,PURE EV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,PURE EV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,PURE EV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,PURE EV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,PURE EV,"48,935"
10,TREM STAGE IV,Andhra Pradesh(84),2025,PURE EV,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,SOLAR,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,SOLAR,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,SOLAR,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,SOLAR,0
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,SOLAR,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,SOLAR,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,SOLAR,0
8,CEV STAGE V,Andhra Pradesh(84),2025,SOLAR,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,SOLAR,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,SOLAR,0
1,BHARAT STAGE III,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,STRONG HYBRID EV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,STRONG HYBRID EV,"1,991"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
7,CEV STAGE IV,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
9,NOT AVAILABLE,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
10,TREM STAGE IV,Andhra Pradesh(84),2025,STRONG HYBRID EV,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,BIO-CNG/BIO-GAS,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
9,CEV STAGE V,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,BIO-DIESEL(B100),0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,BIO-METHANE,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,BIO-METHANE,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,BIO-METHANE,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,BIO-METHANE,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,BIO-METHANE,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,BIO-METHANE,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,BIO-METHANE,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,BIO-METHANE,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,BIO-METHANE,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,BIO-METHANE,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,BIO-METHANE,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,BIO-METHANE,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,CNG ONLY,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,CNG ONLY,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,CNG ONLY,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,CNG ONLY,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,CNG ONLY,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,CNG ONLY,11
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,CNG ONLY,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,CNG ONLY,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,CNG ONLY,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,CNG ONLY,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,CNG ONLY,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,CNG ONLY,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DIESEL,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DIESEL,3
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DIESEL,10
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DIESEL,1
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DIESEL,15
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DIESEL,"9,456"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DIESEL,688
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DIESEL,184
9,CEV STAGE V,Arunachal Pradesh(29),2025,DIESEL,325
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DIESEL,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DIESEL,3
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DIESEL,20
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DIESEL/HYBRID,58
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DIESEL/HYBRID,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DI-METHYL ETHER,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/BIO CNG,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/CNG,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DUAL DIESEL/LNG,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
9,CEV STAGE V,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,ELECTRIC(BOV),25
12,TREM STAGE IV,Arunachal Pradesh(29),2025,ELECTRIC(BOV),0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,ETHANOL,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,ETHANOL,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,ETHANOL,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,ETHANOL,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,ETHANOL,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,ETHANOL,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,ETHANOL,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,ETHANOL,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,ETHANOL,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,ETHANOL,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,ETHANOL,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,ETHANOL,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
9,CEV STAGE V,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,FLEX-FUEL(BIO-DIESEL),0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
9,CEV STAGE V,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,FLEX-FUEL(ETHANOL),0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,FUEL CELL HYDROGEN,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,HCNG,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,HCNG,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,HCNG,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,HCNG,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,HCNG,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,HCNG,0
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,HCNG,0
8,CEV STAGE IV,Arunachal Pradesh(29),2025,HCNG,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,HCNG,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,HCNG,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,HCNG,0
12,TREM STAGE IV,Arunachal Pradesh(29),2025,HCNG,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,HYDROGEN(ICE),0
