S No,Vehicle Category,State,Year,Vehicle Class,Value
16,TWO WHEELER(T),Odisha(39),2025,Breakdown Van,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Recovery Vehicle,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Recovery Vehicle,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Recovery Vehicle,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Recovery Vehicle,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Recovery Vehicle,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Recovery Vehicle,29
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Recovery Vehicle,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Recovery Vehicle,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Recovery Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Recovery Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Recovery Vehicle,0
12,THREE WHEELER(NT),Odisha(39),2025,Recovery Vehicle,0
13,THREE WHEELER(T),Odisha(39),2025,Recovery Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Recovery Vehicle,0
15,TWO WHEELER(NT),Odisha(39),2025,Recovery Vehicle,0
16,TWO WHEELER(T),Odisha(39),2025,Recovery Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Tower Wagon,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Tower Wagon,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Tower Wagon,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Tower Wagon,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Tower Wagon,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Tower Wagon,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Tower Wagon,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Tower Wagon,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Tower Wagon,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Tower Wagon,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Tower Wagon,0
12,THREE WHEELER(NT),Odisha(39),2025,Tower Wagon,0
13,THREE WHEELER(T),Odisha(39),2025,Tower Wagon,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Tower Wagon,0
15,TWO WHEELER(NT),Odisha(39),2025,Tower Wagon,0
16,TWO WHEELER(T),Odisha(39),2025,Tower Wagon,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Tree Trimming Vehicle,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Tree Trimming Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Tree Trimming Vehicle,0
12,THREE WHEELER(NT),Odisha(39),2025,Tree Trimming Vehicle,0
13,THREE WHEELER(T),Odisha(39),2025,Tree Trimming Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Tree Trimming Vehicle,0
15,TWO WHEELER(NT),Odisha(39),2025,Tree Trimming Vehicle,0
16,TWO WHEELER(T),Odisha(39),2025,Tree Trimming Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Construction Equipment Vehicle,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,9
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,11
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,64
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Construction Equipment Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Construction Equipment Vehicle,"4,285"
12,THREE WHEELER(NT),Odisha(39),2025,Construction Equipment Vehicle,0
13,THREE WHEELER(T),Odisha(39),2025,Construction Equipment Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Construction Equipment Vehicle,0
15,TWO WHEELER(NT),Odisha(39),2025,Construction Equipment Vehicle,0
16,TWO WHEELER(T),Odisha(39),2025,Construction Equipment Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Omni Bus (Private Use),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Omni Bus (Private Use),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Omni Bus (Private Use),26
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Omni Bus (Private Use),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Omni Bus (Private Use),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Omni Bus (Private Use),568
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Omni Bus (Private Use),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Omni Bus (Private Use),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Omni Bus (Private Use),22
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Omni Bus (Private Use),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Omni Bus (Private Use),0
12,THREE WHEELER(NT),Odisha(39),2025,Omni Bus (Private Use),0
13,THREE WHEELER(T),Odisha(39),2025,Omni Bus (Private Use),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Omni Bus (Private Use),0
15,TWO WHEELER(NT),Odisha(39),2025,Omni Bus (Private Use),0
16,TWO WHEELER(T),Odisha(39),2025,Omni Bus (Private Use),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Road Roller,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Road Roller,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Road Roller,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Road Roller,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Road Roller,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Road Roller,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Road Roller,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Road Roller,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Road Roller,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Road Roller,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Road Roller,1
12,THREE WHEELER(NT),Odisha(39),2025,Road Roller,0
13,THREE WHEELER(T),Odisha(39),2025,Road Roller,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Road Roller,0
15,TWO WHEELER(NT),Odisha(39),2025,Road Roller,0
16,TWO WHEELER(T),Odisha(39),2025,Road Roller,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Excavator (NT),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Excavator (NT),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Excavator (NT),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Excavator (NT),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Excavator (NT),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Excavator (NT),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Excavator (NT),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Excavator (NT),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Excavator (NT),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Excavator (NT),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Excavator (NT),168
12,THREE WHEELER(NT),Odisha(39),2025,Excavator (NT),0
13,THREE WHEELER(T),Odisha(39),2025,Excavator (NT),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Excavator (NT),0
15,TWO WHEELER(NT),Odisha(39),2025,Excavator (NT),0
16,TWO WHEELER(T),Odisha(39),2025,Excavator (NT),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Bulldozer,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Bulldozer,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Bulldozer,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Bulldozer,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Bulldozer,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Bulldozer,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Bulldozer,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Bulldozer,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Bulldozer,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Bulldozer,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Bulldozer,0
12,THREE WHEELER(NT),Odisha(39),2025,Bulldozer,0
13,THREE WHEELER(T),Odisha(39),2025,Bulldozer,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Bulldozer,0
15,TWO WHEELER(NT),Odisha(39),2025,Bulldozer,0
16,TWO WHEELER(T),Odisha(39),2025,Bulldozer,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Harvester,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Harvester,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Harvester,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Harvester,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Harvester,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Harvester,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Harvester,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Harvester,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Harvester,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Harvester,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Harvester,50
12,THREE WHEELER(NT),Odisha(39),2025,Harvester,0
13,THREE WHEELER(T),Odisha(39),2025,Harvester,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Harvester,0
15,TWO WHEELER(NT),Odisha(39),2025,Harvester,0
16,TWO WHEELER(T),Odisha(39),2025,Harvester,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Trailer (Agricultural),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Trailer (Agricultural),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Trailer (Agricultural),0
12,THREE WHEELER(NT),Odisha(39),2025,Trailer (Agricultural),0
13,THREE WHEELER(T),Odisha(39),2025,Trailer (Agricultural),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Trailer (Agricultural),0
15,TWO WHEELER(NT),Odisha(39),2025,Trailer (Agricultural),0
16,TWO WHEELER(T),Odisha(39),2025,Trailer (Agricultural),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Earth Moving Equipment,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Earth Moving Equipment,2
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Earth Moving Equipment,4
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Earth Moving Equipment,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Earth Moving Equipment,27
12,THREE WHEELER(NT),Odisha(39),2025,Earth Moving Equipment,0
13,THREE WHEELER(T),Odisha(39),2025,Earth Moving Equipment,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Earth Moving Equipment,0
15,TWO WHEELER(NT),Odisha(39),2025,Earth Moving Equipment,0
16,TWO WHEELER(T),Odisha(39),2025,Earth Moving Equipment,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Trailer For Personal Use,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Trailer For Personal Use,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Trailer For Personal Use,0
12,THREE WHEELER(NT),Odisha(39),2025,Trailer For Personal Use,0
13,THREE WHEELER(T),Odisha(39),2025,Trailer For Personal Use,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Trailer For Personal Use,0
15,TWO WHEELER(NT),Odisha(39),2025,Trailer For Personal Use,0
16,TWO WHEELER(T),Odisha(39),2025,Trailer For Personal Use,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Quadricycle (Private),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Quadricycle (Private),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Quadricycle (Private),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Quadricycle (Private),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Quadricycle (Private),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Quadricycle (Private),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Quadricycle (Private),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Quadricycle (Private),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Quadricycle (Private),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Quadricycle (Private),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Quadricycle (Private),0
12,THREE WHEELER(NT),Odisha(39),2025,Quadricycle (Private),0
13,THREE WHEELER(T),Odisha(39),2025,Quadricycle (Private),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Quadricycle (Private),0
15,TWO WHEELER(NT),Odisha(39),2025,Quadricycle (Private),0
16,TWO WHEELER(T),Odisha(39),2025,Quadricycle (Private),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Armoured/Specialised Vehicle,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Armoured/Specialised Vehicle,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Armoured/Specialised Vehicle,3
12,THREE WHEELER(NT),Odisha(39),2025,Armoured/Specialised Vehicle,0
13,THREE WHEELER(T),Odisha(39),2025,Armoured/Specialised Vehicle,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Armoured/Specialised Vehicle,0
15,TWO WHEELER(NT),Odisha(39),2025,Armoured/Specialised Vehicle,0
16,TWO WHEELER(T),Odisha(39),2025,Armoured/Specialised Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Caravan,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Motor Caravan,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Motor Caravan,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Motor Caravan,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Motor Caravan,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Motor Caravan,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Motor Caravan,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Motor Caravan,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Motor Caravan,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Motor Caravan,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Motor Caravan,0
12,THREE WHEELER(NT),Odisha(39),2025,Motor Caravan,0
13,THREE WHEELER(T),Odisha(39),2025,Motor Caravan,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Caravan,0
15,TWO WHEELER(NT),Odisha(39),2025,Motor Caravan,0
16,TWO WHEELER(T),Odisha(39),2025,Motor Caravan,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
12,THREE WHEELER(NT),Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
13,THREE WHEELER(T),Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
15,TWO WHEELER(NT),Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),0
16,TWO WHEELER(T),Odisha(39),2025,Motor Cycle/Scooter-SideCar(T),2
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
12,THREE WHEELER(NT),Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
13,THREE WHEELER(T),Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
15,TWO WHEELER(NT),Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
16,TWO WHEELER(T),Odisha(39),2025,Motor Cycle/Scooter-With Trailer,0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
12,THREE WHEELER(NT),Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
13,THREE WHEELER(T),Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
15,TWO WHEELER(NT),Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,0
16,TWO WHEELER(T),Odisha(39),2025,Motor Cycle/Scooter-Used For Hire,351
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,e-Rickshaw with Cart (G),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,e-Rickshaw with Cart (G),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,e-Rickshaw with Cart (G),0
12,THREE WHEELER(NT),Odisha(39),2025,e-Rickshaw with Cart (G),0
13,THREE WHEELER(T),Odisha(39),2025,e-Rickshaw with Cart (G),819
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,e-Rickshaw with Cart (G),0
15,TWO WHEELER(NT),Odisha(39),2025,e-Rickshaw with Cart (G),0
16,TWO WHEELER(T),Odisha(39),2025,e-Rickshaw with Cart (G),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,e-Rickshaw(P),0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,e-Rickshaw(P),0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,e-Rickshaw(P),0
12,THREE WHEELER(NT),Odisha(39),2025,e-Rickshaw(P),0
13,THREE WHEELER(T),Odisha(39),2025,e-Rickshaw(P),"2,727"
14,TWO WHEELER (INVALID CARRIAGE),Odisha(39),2025,e-Rickshaw(P),0
15,TWO WHEELER(NT),Odisha(39),2025,e-Rickshaw(P),0
16,TWO WHEELER(T),Odisha(39),2025,e-Rickshaw(P),0
1,FOUR WHEELER (INVALID CARRIAGE),Odisha(39),2025,Luxury Cab,0
2,HEAVY GOODS VEHICLE,Odisha(39),2025,Luxury Cab,0
3,HEAVY MOTOR VEHICLE,Odisha(39),2025,Luxury Cab,0
4,HEAVY PASSENGER VEHICLE,Odisha(39),2025,Luxury Cab,0
5,LIGHT GOODS VEHICLE,Odisha(39),2025,Luxury Cab,0
6,LIGHT MOTOR VEHICLE,Odisha(39),2025,Luxury Cab,0
7,LIGHT PASSENGER VEHICLE,Odisha(39),2025,Luxury Cab,1
8,MEDIUM GOODS VEHICLE,Odisha(39),2025,Luxury Cab,0
9,MEDIUM MOTOR VEHICLE,Odisha(39),2025,Luxury Cab,0
10,MEDIUM PASSENGER VEHICLE,Odisha(39),2025,Luxury Cab,0
11,OTHER THAN MENTIONED ABOVE,Odisha(39),2025,Luxury Cab,0
