S No,Norms,State,Year,Month Wise,Value
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,FEB,79
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,FEB,1
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,FEB,"64,910"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,FEB,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,FEB,"1,976"
7,CEV STAGE IV,Andhra Pradesh(84),2025,FEB,58
8,CEV STAGE V,Andhra Pradesh(84),2025,FEB,43
9,NOT AVAILABLE,Andhra Pradesh(84),2025,FEB,"5,373"
10,TREM STAGE IV,Andhra Pradesh(84),2025,FEB,81
1,BHARAT STAGE III,Andhra Pradesh(84),2025,MAR,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,MAR,63
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,MAR,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,MAR,"57,079"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,MAR,1
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,MAR,"2,144"
7,CEV STAGE IV,Andhra Pradesh(84),2025,MAR,65
8,CEV STAGE V,Andhra Pradesh(84),2025,MAR,75
9,NOT AVAILABLE,Andhra Pradesh(84),2025,MAR,"5,926"
10,TREM STAGE IV,Andhra Pradesh(84),2025,MAR,70
1,BHARAT STAGE III,Andhra Pradesh(84),2025,APR,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,APR,71
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,APR,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,APR,"66,875"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,APR,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,APR,"1,962"
7,CEV STAGE IV,Andhra Pradesh(84),2025,APR,82
8,CEV STAGE V,Andhra Pradesh(84),2025,APR,110
9,NOT AVAILABLE,Andhra Pradesh(84),2025,APR,"5,655"
10,TREM STAGE IV,Andhra Pradesh(84),2025,APR,62
1,BHARAT STAGE III,Andhra Pradesh(84),2025,MAY,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,MAY,56
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,MAY,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,MAY,"59,184"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,MAY,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,MAY,"2,124"
7,CEV STAGE IV,Andhra Pradesh(84),2025,MAY,39
8,CEV STAGE V,Andhra Pradesh(84),2025,MAY,122
9,NOT AVAILABLE,Andhra Pradesh(84),2025,MAY,"4,590"
10,TREM STAGE IV,Andhra Pradesh(84),2025,MAY,42
1,BHARAT STAGE III,Andhra Pradesh(84),2025,JUN,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,JUN,29
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,JUN,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,JUN,"59,536"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,JUN,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,JUN,"2,390"
7,CEV STAGE IV,Andhra Pradesh(84),2025,JUN,100
8,CEV STAGE V,Andhra Pradesh(84),2025,JUN,104
9,NOT AVAILABLE,Andhra Pradesh(84),2025,JUN,"4,645"
10,TREM STAGE IV,Andhra Pradesh(84),2025,JUN,41
1,BHARAT STAGE III,Andhra Pradesh(84),2025,JUL,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,JUL,36
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,JUL,1
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,JUL,"58,132"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,JUL,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,JUL,"2,463"
7,CEV STAGE IV,Andhra Pradesh(84),2025,JUL,4
8,CEV STAGE V,Andhra Pradesh(84),2025,JUL,109
9,NOT AVAILABLE,Andhra Pradesh(84),2025,JUL,"4,922"
10,TREM STAGE IV,Andhra Pradesh(84),2025,JUL,45
1,BHARAT STAGE III,Andhra Pradesh(84),2025,AUG,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,AUG,2
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,AUG,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,AUG,"63,147"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,AUG,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,AUG,"2,044"
7,CEV STAGE IV,Andhra Pradesh(84),2025,AUG,1
8,CEV STAGE V,Andhra Pradesh(84),2025,AUG,108
9,NOT AVAILABLE,Andhra Pradesh(84),2025,AUG,"4,869"
10,TREM STAGE IV,Andhra Pradesh(84),2025,AUG,49
1,BHARAT STAGE III,Andhra Pradesh(84),2025,SEP,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,SEP,2
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,SEP,1
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,SEP,"44,884"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,SEP,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,SEP,"1,791"
7,CEV STAGE IV,Andhra Pradesh(84),2025,SEP,4
8,CEV STAGE V,Andhra Pradesh(84),2025,SEP,137
9,NOT AVAILABLE,Andhra Pradesh(84),2025,SEP,"4,452"
10,TREM STAGE IV,Andhra Pradesh(84),2025,SEP,95
1,BHARAT STAGE III,Andhra Pradesh(84),2025,OCT,1
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,OCT,1
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,OCT,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,OCT,"1,23,848"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,OCT,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,OCT,"3,473"
7,CEV STAGE IV,Andhra Pradesh(84),2025,OCT,0
8,CEV STAGE V,Andhra Pradesh(84),2025,OCT,146
9,NOT AVAILABLE,Andhra Pradesh(84),2025,OCT,"7,544"
10,TREM STAGE IV,Andhra Pradesh(84),2025,OCT,122
1,BHARAT STAGE III,Andhra Pradesh(84),2025,NOV,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,NOV,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,NOV,0
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,NOV,"1,16,572"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,NOV,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,NOV,"4,565"
7,CEV STAGE IV,Andhra Pradesh(84),2025,NOV,0
8,CEV STAGE V,Andhra Pradesh(84),2025,NOV,200
9,NOT AVAILABLE,Andhra Pradesh(84),2025,NOV,"8,290"
10,TREM STAGE IV,Andhra Pradesh(84),2025,NOV,194
1,BHARAT STAGE III,Andhra Pradesh(84),2025,DEC,0
2,BHARAT STAGE III (CEV),Andhra Pradesh(84),2025,DEC,0
3,BHARAT STAGE IV,Andhra Pradesh(84),2025,DEC,1
4,BHARAT STAGE VI,Andhra Pradesh(84),2025,DEC,"54,720"
5,BHARAT (TREM) STAGE III,Andhra Pradesh(84),2025,DEC,0
6,BHARAT (TREM) STAGE III A,Andhra Pradesh(84),2025,DEC,"2,528"
7,CEV STAGE IV,Andhra Pradesh(84),2025,DEC,1
8,CEV STAGE V,Andhra Pradesh(84),2025,DEC,235
9,NOT AVAILABLE,Andhra Pradesh(84),2025,DEC,"5,576"
10,TREM STAGE IV,Andhra Pradesh(84),2025,DEC,121
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,JAN,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,JAN,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,JAN,2
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,JAN,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,JAN,4
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,JAN,"2,813"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,JAN,42
8,CEV STAGE IV,Arunachal Pradesh(29),2025,JAN,49
9,CEV STAGE V,Arunachal Pradesh(29),2025,JAN,0
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,JAN,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,JAN,13
12,TREM STAGE IV,Arunachal Pradesh(29),2025,JAN,1
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,FEB,1
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,FEB,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,FEB,1
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,FEB,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,FEB,7
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,FEB,"2,521"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,FEB,54
8,CEV STAGE IV,Arunachal Pradesh(29),2025,FEB,35
9,CEV STAGE V,Arunachal Pradesh(29),2025,FEB,5
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,FEB,1
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,FEB,20
12,TREM STAGE IV,Arunachal Pradesh(29),2025,FEB,1
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,MAR,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,MAR,1
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,MAR,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,MAR,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,MAR,8
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,MAR,"2,729"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,MAR,59
8,CEV STAGE IV,Arunachal Pradesh(29),2025,MAR,15
9,CEV STAGE V,Arunachal Pradesh(29),2025,MAR,20
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,MAR,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,MAR,18
12,TREM STAGE IV,Arunachal Pradesh(29),2025,MAR,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,APR,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,APR,2
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,APR,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,APR,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,APR,3
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,APR,"3,187"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,APR,44
8,CEV STAGE IV,Arunachal Pradesh(29),2025,APR,21
9,CEV STAGE V,Arunachal Pradesh(29),2025,APR,34
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,APR,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,APR,18
12,TREM STAGE IV,Arunachal Pradesh(29),2025,APR,2
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,MAY,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,MAY,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,MAY,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,MAY,1
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,MAY,3
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,MAY,"3,143"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,MAY,72
8,CEV STAGE IV,Arunachal Pradesh(29),2025,MAY,22
9,CEV STAGE V,Arunachal Pradesh(29),2025,MAY,38
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,MAY,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,MAY,25
12,TREM STAGE IV,Arunachal Pradesh(29),2025,MAY,2
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,JUN,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,JUN,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,JUN,5
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,JUN,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,JUN,1
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,JUN,"3,283"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,JUN,110
8,CEV STAGE IV,Arunachal Pradesh(29),2025,JUN,42
9,CEV STAGE V,Arunachal Pradesh(29),2025,JUN,34
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,JUN,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,JUN,15
12,TREM STAGE IV,Arunachal Pradesh(29),2025,JUN,5
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,JUL,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,JUL,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,JUL,1
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,JUL,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,JUL,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,JUL,"4,067"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,JUL,50
8,CEV STAGE IV,Arunachal Pradesh(29),2025,JUL,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,JUL,24
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,JUL,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,JUL,22
12,TREM STAGE IV,Arunachal Pradesh(29),2025,JUL,2
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,AUG,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,AUG,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,AUG,1
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,AUG,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,AUG,2
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,AUG,"3,725"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,AUG,43
8,CEV STAGE IV,Arunachal Pradesh(29),2025,AUG,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,AUG,32
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,AUG,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,AUG,11
12,TREM STAGE IV,Arunachal Pradesh(29),2025,AUG,0
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,SEP,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,SEP,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,SEP,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,SEP,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,SEP,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,SEP,"2,960"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,SEP,43
8,CEV STAGE IV,Arunachal Pradesh(29),2025,SEP,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,SEP,29
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,SEP,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,SEP,9
12,TREM STAGE IV,Arunachal Pradesh(29),2025,SEP,3
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,OCT,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,OCT,1
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,OCT,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,OCT,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,OCT,1
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,OCT,"3,856"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,OCT,65
8,CEV STAGE IV,Arunachal Pradesh(29),2025,OCT,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,OCT,31
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,OCT,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,OCT,23
12,TREM STAGE IV,Arunachal Pradesh(29),2025,OCT,1
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,NOV,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,NOV,0
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,NOV,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,NOV,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,NOV,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,NOV,"3,476"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,NOV,55
8,CEV STAGE IV,Arunachal Pradesh(29),2025,NOV,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,NOV,37
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,NOV,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,NOV,20
12,TREM STAGE IV,Arunachal Pradesh(29),2025,NOV,2
1,BHARAT STAGE II,Arunachal Pradesh(29),2025,DEC,0
2,BHARAT STAGE III,Arunachal Pradesh(29),2025,DEC,1
3,BHARAT STAGE III (CEV),Arunachal Pradesh(29),2025,DEC,0
4,BHARAT STAGE III/IV,Arunachal Pradesh(29),2025,DEC,0
5,BHARAT STAGE IV,Arunachal Pradesh(29),2025,DEC,0
6,BHARAT STAGE VI,Arunachal Pradesh(29),2025,DEC,"3,310"
7,BHARAT (TREM) STAGE III A,Arunachal Pradesh(29),2025,DEC,51
8,CEV STAGE IV,Arunachal Pradesh(29),2025,DEC,0
9,CEV STAGE V,Arunachal Pradesh(29),2025,DEC,41
10,NOT APPLICABLE,Arunachal Pradesh(29),2025,DEC,0
11,NOT AVAILABLE,Arunachal Pradesh(29),2025,DEC,21
12,TREM STAGE IV,Arunachal Pradesh(29),2025,DEC,1
1,BHARAT STAGE II,Assam(33),2025,JAN,0
2,BHARAT STAGE III,Assam(33),2025,JAN,4
3,BHARAT STAGE III (CEV),Assam(33),2025,JAN,3
4,BHARAT STAGE III/IV,Assam(33),2025,JAN,0
5,BHARAT STAGE IV,Assam(33),2025,JAN,0
6,BHARAT STAGE VI,Assam(33),2025,JAN,"54,347"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,JAN,614
8,CEV STAGE IV,Assam(33),2025,JAN,79
9,CEV STAGE V,Assam(33),2025,JAN,1
10,EURO 3,Assam(33),2025,JAN,0
11,EURO 4,Assam(33),2025,JAN,0
12,EURO 6,Assam(33),2025,JAN,0
13,NOT AVAILABLE,Assam(33),2025,JAN,"5,159"
14,TREM STAGE IV,Assam(33),2025,JAN,4
1,BHARAT STAGE II,Assam(33),2025,FEB,1
2,BHARAT STAGE III,Assam(33),2025,FEB,2
3,BHARAT STAGE III (CEV),Assam(33),2025,FEB,4
4,BHARAT STAGE III/IV,Assam(33),2025,FEB,2
5,BHARAT STAGE IV,Assam(33),2025,FEB,1
6,BHARAT STAGE VI,Assam(33),2025,FEB,"41,571"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,FEB,522
8,CEV STAGE IV,Assam(33),2025,FEB,68
9,CEV STAGE V,Assam(33),2025,FEB,12
10,EURO 3,Assam(33),2025,FEB,0
11,EURO 4,Assam(33),2025,FEB,0
12,EURO 6,Assam(33),2025,FEB,5
13,NOT AVAILABLE,Assam(33),2025,FEB,"4,712"
14,TREM STAGE IV,Assam(33),2025,FEB,7
1,BHARAT STAGE II,Assam(33),2025,MAR,0
2,BHARAT STAGE III,Assam(33),2025,MAR,8
3,BHARAT STAGE III (CEV),Assam(33),2025,MAR,7
4,BHARAT STAGE III/IV,Assam(33),2025,MAR,0
5,BHARAT STAGE IV,Assam(33),2025,MAR,1
6,BHARAT STAGE VI,Assam(33),2025,MAR,"47,848"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,MAR,713
8,CEV STAGE IV,Assam(33),2025,MAR,61
9,CEV STAGE V,Assam(33),2025,MAR,35
10,EURO 3,Assam(33),2025,MAR,0
11,EURO 4,Assam(33),2025,MAR,0
12,EURO 6,Assam(33),2025,MAR,0
13,NOT AVAILABLE,Assam(33),2025,MAR,"6,064"
14,TREM STAGE IV,Assam(33),2025,MAR,5
1,BHARAT STAGE II,Assam(33),2025,APR,0
2,BHARAT STAGE III,Assam(33),2025,APR,1
3,BHARAT STAGE III (CEV),Assam(33),2025,APR,11
4,BHARAT STAGE III/IV,Assam(33),2025,APR,5
5,BHARAT STAGE IV,Assam(33),2025,APR,1
6,BHARAT STAGE VI,Assam(33),2025,APR,"40,638"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,APR,629
8,CEV STAGE IV,Assam(33),2025,APR,31
9,CEV STAGE V,Assam(33),2025,APR,32
10,EURO 3,Assam(33),2025,APR,0
11,EURO 4,Assam(33),2025,APR,0
12,EURO 6,Assam(33),2025,APR,0
13,NOT AVAILABLE,Assam(33),2025,APR,"5,830"
14,TREM STAGE IV,Assam(33),2025,APR,4
1,BHARAT STAGE II,Assam(33),2025,MAY,0
2,BHARAT STAGE III,Assam(33),2025,MAY,2
3,BHARAT STAGE III (CEV),Assam(33),2025,MAY,3
4,BHARAT STAGE III/IV,Assam(33),2025,MAY,2
5,BHARAT STAGE IV,Assam(33),2025,MAY,0
6,BHARAT STAGE VI,Assam(33),2025,MAY,"34,924"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,MAY,818
8,CEV STAGE IV,Assam(33),2025,MAY,14
9,CEV STAGE V,Assam(33),2025,MAY,19
10,EURO 3,Assam(33),2025,MAY,0
11,EURO 4,Assam(33),2025,MAY,0
12,EURO 6,Assam(33),2025,MAY,0
13,NOT AVAILABLE,Assam(33),2025,MAY,"7,561"
14,TREM STAGE IV,Assam(33),2025,MAY,8
1,BHARAT STAGE II,Assam(33),2025,JUN,0
2,BHARAT STAGE III,Assam(33),2025,JUN,2
3,BHARAT STAGE III (CEV),Assam(33),2025,JUN,3
4,BHARAT STAGE III/IV,Assam(33),2025,JUN,0
5,BHARAT STAGE IV,Assam(33),2025,JUN,0
6,BHARAT STAGE VI,Assam(33),2025,JUN,"34,829"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,JUN,808
8,CEV STAGE IV,Assam(33),2025,JUN,35
9,CEV STAGE V,Assam(33),2025,JUN,25
10,EURO 3,Assam(33),2025,JUN,3
11,EURO 4,Assam(33),2025,JUN,0
12,EURO 6,Assam(33),2025,JUN,0
13,NOT AVAILABLE,Assam(33),2025,JUN,"7,514"
14,TREM STAGE IV,Assam(33),2025,JUN,6
1,BHARAT STAGE II,Assam(33),2025,JUL,0
2,BHARAT STAGE III,Assam(33),2025,JUL,5
3,BHARAT STAGE III (CEV),Assam(33),2025,JUL,1
4,BHARAT STAGE III/IV,Assam(33),2025,JUL,0
5,BHARAT STAGE IV,Assam(33),2025,JUL,0
6,BHARAT STAGE VI,Assam(33),2025,JUL,"34,096"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,JUL,830
8,CEV STAGE IV,Assam(33),2025,JUL,5
9,CEV STAGE V,Assam(33),2025,JUL,31
10,EURO 3,Assam(33),2025,JUL,0
11,EURO 4,Assam(33),2025,JUL,1
12,EURO 6,Assam(33),2025,JUL,0
13,NOT AVAILABLE,Assam(33),2025,JUL,"8,550"
14,TREM STAGE IV,Assam(33),2025,JUL,3
1,BHARAT STAGE II,Assam(33),2025,AUG,0
2,BHARAT STAGE III,Assam(33),2025,AUG,6
3,BHARAT STAGE III (CEV),Assam(33),2025,AUG,0
4,BHARAT STAGE III/IV,Assam(33),2025,AUG,0
5,BHARAT STAGE IV,Assam(33),2025,AUG,5
6,BHARAT STAGE VI,Assam(33),2025,AUG,"34,214"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,AUG,472
8,CEV STAGE IV,Assam(33),2025,AUG,1
9,CEV STAGE V,Assam(33),2025,AUG,27
10,EURO 3,Assam(33),2025,AUG,1
11,EURO 4,Assam(33),2025,AUG,0
12,EURO 6,Assam(33),2025,AUG,0
13,NOT AVAILABLE,Assam(33),2025,AUG,"8,526"
14,TREM STAGE IV,Assam(33),2025,AUG,2
1,BHARAT STAGE II,Assam(33),2025,SEP,0
2,BHARAT STAGE III,Assam(33),2025,SEP,0
3,BHARAT STAGE III (CEV),Assam(33),2025,SEP,0
4,BHARAT STAGE III/IV,Assam(33),2025,SEP,0
5,BHARAT STAGE IV,Assam(33),2025,SEP,1
6,BHARAT STAGE VI,Assam(33),2025,SEP,"43,291"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,SEP,391
8,CEV STAGE IV,Assam(33),2025,SEP,1
9,CEV STAGE V,Assam(33),2025,SEP,42
10,EURO 3,Assam(33),2025,SEP,0
11,EURO 4,Assam(33),2025,SEP,0
12,EURO 6,Assam(33),2025,SEP,0
13,NOT AVAILABLE,Assam(33),2025,SEP,"8,264"
14,TREM STAGE IV,Assam(33),2025,SEP,3
1,BHARAT STAGE II,Assam(33),2025,OCT,0
2,BHARAT STAGE III,Assam(33),2025,OCT,0
3,BHARAT STAGE III (CEV),Assam(33),2025,OCT,1
4,BHARAT STAGE III/IV,Assam(33),2025,OCT,0
5,BHARAT STAGE IV,Assam(33),2025,OCT,0
6,BHARAT STAGE VI,Assam(33),2025,OCT,"57,204"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,OCT,585
8,CEV STAGE IV,Assam(33),2025,OCT,0
9,CEV STAGE V,Assam(33),2025,OCT,49
10,EURO 3,Assam(33),2025,OCT,0
11,EURO 4,Assam(33),2025,OCT,0
12,EURO 6,Assam(33),2025,OCT,0
13,NOT AVAILABLE,Assam(33),2025,OCT,"8,134"
14,TREM STAGE IV,Assam(33),2025,OCT,5
1,BHARAT STAGE II,Assam(33),2025,NOV,0
2,BHARAT STAGE III,Assam(33),2025,NOV,1
3,BHARAT STAGE III (CEV),Assam(33),2025,NOV,0
4,BHARAT STAGE III/IV,Assam(33),2025,NOV,0
5,BHARAT STAGE IV,Assam(33),2025,NOV,9
6,BHARAT STAGE VI,Assam(33),2025,NOV,"38,161"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,NOV,701
8,CEV STAGE IV,Assam(33),2025,NOV,0
9,CEV STAGE V,Assam(33),2025,NOV,77
10,EURO 3,Assam(33),2025,NOV,0
11,EURO 4,Assam(33),2025,NOV,0
12,EURO 6,Assam(33),2025,NOV,0
13,NOT AVAILABLE,Assam(33),2025,NOV,"7,856"
14,TREM STAGE IV,Assam(33),2025,NOV,6
1,BHARAT STAGE II,Assam(33),2025,DEC,0
2,BHARAT STAGE III,Assam(33),2025,DEC,10
3,BHARAT STAGE III (CEV),Assam(33),2025,DEC,0
4,BHARAT STAGE III/IV,Assam(33),2025,DEC,0
5,BHARAT STAGE IV,Assam(33),2025,DEC,3
6,BHARAT STAGE VI,Assam(33),2025,DEC,"40,310"
7,BHARAT (TREM) STAGE III A,Assam(33),2025,DEC,663
8,CEV STAGE IV,Assam(33),2025,DEC,0
9,CEV STAGE V,Assam(33),2025,DEC,107
10,EURO 3,Assam(33),2025,DEC,0
11,EURO 4,Assam(33),2025,DEC,0
12,EURO 6,Assam(33),2025,DEC,0
13,NOT AVAILABLE,Assam(33),2025,DEC,"7,250"
14,TREM STAGE IV,Assam(33),2025,DEC,24
1,BHARAT STAGE III,Bihar(48),2025,JAN,1
