S No,Norms,State,Year,Month Wise,Value
11,CEV STAGE V,Uttar Pradesh(77),2025,MAR,361
12,EURO 1,Uttar Pradesh(77),2025,MAR,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,MAR,"34,099"
14,TREM STAGE IV,Uttar Pradesh(77),2025,MAR,586
15,TREM STAGE V,Uttar Pradesh(77),2025,MAR,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,APR,1
2,BHARAT STAGE II,Uttar Pradesh(77),2025,APR,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,APR,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,APR,165
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,APR,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,APR,1
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,APR,"3,56,533"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,APR,0
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,APR,"9,875"
10,CEV STAGE IV,Uttar Pradesh(77),2025,APR,106
11,CEV STAGE V,Uttar Pradesh(77),2025,APR,338
12,EURO 1,Uttar Pradesh(77),2025,APR,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,APR,"38,283"
14,TREM STAGE IV,Uttar Pradesh(77),2025,APR,405
15,TREM STAGE V,Uttar Pradesh(77),2025,APR,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,MAY,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,MAY,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,MAY,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,MAY,137
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,MAY,1
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,MAY,1
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,MAY,"3,56,426"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,MAY,1
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,MAY,"12,254"
10,CEV STAGE IV,Uttar Pradesh(77),2025,MAY,105
11,CEV STAGE V,Uttar Pradesh(77),2025,MAY,351
12,EURO 1,Uttar Pradesh(77),2025,MAY,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,MAY,"38,572"
14,TREM STAGE IV,Uttar Pradesh(77),2025,MAY,551
15,TREM STAGE V,Uttar Pradesh(77),2025,MAY,1
1,BHARAT STAGE I,Uttar Pradesh(77),2025,JUN,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,JUN,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,JUN,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,JUN,231
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,JUN,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,JUN,0
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,JUN,"2,44,023"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,JUN,3
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,JUN,"10,698"
10,CEV STAGE IV,Uttar Pradesh(77),2025,JUN,222
11,CEV STAGE V,Uttar Pradesh(77),2025,JUN,347
12,EURO 1,Uttar Pradesh(77),2025,JUN,1
13,NOT AVAILABLE,Uttar Pradesh(77),2025,JUN,"33,141"
14,TREM STAGE IV,Uttar Pradesh(77),2025,JUN,392
15,TREM STAGE V,Uttar Pradesh(77),2025,JUN,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,JUL,1
2,BHARAT STAGE II,Uttar Pradesh(77),2025,JUL,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,JUL,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,JUL,28
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,JUL,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,JUL,1
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,JUL,"1,99,912"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,JUL,1
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,JUL,"11,565"
10,CEV STAGE IV,Uttar Pradesh(77),2025,JUL,2
11,CEV STAGE V,Uttar Pradesh(77),2025,JUL,311
12,EURO 1,Uttar Pradesh(77),2025,JUL,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,JUL,"34,732"
14,TREM STAGE IV,Uttar Pradesh(77),2025,JUL,326
15,TREM STAGE V,Uttar Pradesh(77),2025,JUL,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,AUG,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,AUG,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,AUG,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,AUG,12
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,AUG,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,AUG,1
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,AUG,"1,86,069"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,AUG,0
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,AUG,"9,995"
10,CEV STAGE IV,Uttar Pradesh(77),2025,AUG,7
11,CEV STAGE V,Uttar Pradesh(77),2025,AUG,373
12,EURO 1,Uttar Pradesh(77),2025,AUG,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,AUG,"30,943"
14,TREM STAGE IV,Uttar Pradesh(77),2025,AUG,361
15,TREM STAGE V,Uttar Pradesh(77),2025,AUG,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,SEP,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,SEP,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,SEP,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,SEP,18
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,SEP,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,SEP,1
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,SEP,"1,73,983"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,SEP,0
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,SEP,"8,006"
10,CEV STAGE IV,Uttar Pradesh(77),2025,SEP,20
11,CEV STAGE V,Uttar Pradesh(77),2025,SEP,532
12,EURO 1,Uttar Pradesh(77),2025,SEP,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,SEP,"29,948"
14,TREM STAGE IV,Uttar Pradesh(77),2025,SEP,426
15,TREM STAGE V,Uttar Pradesh(77),2025,SEP,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,OCT,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,OCT,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,OCT,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,OCT,5
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,OCT,2
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,OCT,0
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,OCT,"5,68,270"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,OCT,1
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,OCT,"7,220"
10,CEV STAGE IV,Uttar Pradesh(77),2025,OCT,5
11,CEV STAGE V,Uttar Pradesh(77),2025,OCT,695
12,EURO 1,Uttar Pradesh(77),2025,OCT,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,OCT,"34,451"
14,TREM STAGE IV,Uttar Pradesh(77),2025,OCT,371
15,TREM STAGE V,Uttar Pradesh(77),2025,OCT,2
1,BHARAT STAGE I,Uttar Pradesh(77),2025,NOV,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,NOV,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,NOV,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,NOV,3
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,NOV,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,NOV,0
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,NOV,"5,00,472"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,NOV,0
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,NOV,"13,177"
10,CEV STAGE IV,Uttar Pradesh(77),2025,NOV,1
11,CEV STAGE V,Uttar Pradesh(77),2025,NOV,552
12,EURO 1,Uttar Pradesh(77),2025,NOV,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,NOV,"43,146"
14,TREM STAGE IV,Uttar Pradesh(77),2025,NOV,351
15,TREM STAGE V,Uttar Pradesh(77),2025,NOV,0
1,BHARAT STAGE I,Uttar Pradesh(77),2025,DEC,0
2,BHARAT STAGE II,Uttar Pradesh(77),2025,DEC,0
3,BHARAT STAGE III,Uttar Pradesh(77),2025,DEC,0
4,BHARAT STAGE III (CEV),Uttar Pradesh(77),2025,DEC,2
5,BHARAT STAGE III/IV,Uttar Pradesh(77),2025,DEC,0
6,BHARAT STAGE IV,Uttar Pradesh(77),2025,DEC,0
7,BHARAT STAGE VI,Uttar Pradesh(77),2025,DEC,"1,86,834"
8,BHARAT (TREM) STAGE III,Uttar Pradesh(77),2025,DEC,0
9,BHARAT (TREM) STAGE III A,Uttar Pradesh(77),2025,DEC,"14,473"
10,CEV STAGE IV,Uttar Pradesh(77),2025,DEC,6
11,CEV STAGE V,Uttar Pradesh(77),2025,DEC,425
12,EURO 1,Uttar Pradesh(77),2025,DEC,0
13,NOT AVAILABLE,Uttar Pradesh(77),2025,DEC,"29,695"
14,TREM STAGE IV,Uttar Pradesh(77),2025,DEC,454
15,TREM STAGE V,Uttar Pradesh(77),2025,DEC,0
1,BHARAT STAGE III,West Bengal(59),2025,JAN,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,JAN,69
3,BHARAT STAGE IV,West Bengal(59),2025,JAN,1
4,BHARAT STAGE VI,West Bengal(59),2025,JAN,"89,511"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,JAN,"1,779"
6,CEV STAGE IV,West Bengal(59),2025,JAN,136
7,CEV STAGE V,West Bengal(59),2025,JAN,29
8,NOT APPLICABLE,West Bengal(59),2025,JAN,1
9,NOT AVAILABLE,West Bengal(59),2025,JAN,"5,623"
10,TREM STAGE IV,West Bengal(59),2025,JAN,23
1,BHARAT STAGE III,West Bengal(59),2025,FEB,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,FEB,55
3,BHARAT STAGE IV,West Bengal(59),2025,FEB,1
4,BHARAT STAGE VI,West Bengal(59),2025,FEB,"81,240"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,FEB,"1,780"
6,CEV STAGE IV,West Bengal(59),2025,FEB,79
7,CEV STAGE V,West Bengal(59),2025,FEB,65
8,NOT APPLICABLE,West Bengal(59),2025,FEB,0
9,NOT AVAILABLE,West Bengal(59),2025,FEB,"4,349"
10,TREM STAGE IV,West Bengal(59),2025,FEB,60
1,BHARAT STAGE III,West Bengal(59),2025,MAR,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,MAR,54
3,BHARAT STAGE IV,West Bengal(59),2025,MAR,2
4,BHARAT STAGE VI,West Bengal(59),2025,MAR,"86,910"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,MAR,"1,737"
6,CEV STAGE IV,West Bengal(59),2025,MAR,61
7,CEV STAGE V,West Bengal(59),2025,MAR,75
8,NOT APPLICABLE,West Bengal(59),2025,MAR,0
9,NOT AVAILABLE,West Bengal(59),2025,MAR,"6,123"
10,TREM STAGE IV,West Bengal(59),2025,MAR,55
1,BHARAT STAGE III,West Bengal(59),2025,APR,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,APR,54
3,BHARAT STAGE IV,West Bengal(59),2025,APR,0
4,BHARAT STAGE VI,West Bengal(59),2025,APR,"1,03,906"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,APR,"1,418"
6,CEV STAGE IV,West Bengal(59),2025,APR,56
7,CEV STAGE V,West Bengal(59),2025,APR,75
8,NOT APPLICABLE,West Bengal(59),2025,APR,0
9,NOT AVAILABLE,West Bengal(59),2025,APR,"4,914"
10,TREM STAGE IV,West Bengal(59),2025,APR,45
1,BHARAT STAGE III,West Bengal(59),2025,MAY,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,MAY,34
3,BHARAT STAGE IV,West Bengal(59),2025,MAY,0
4,BHARAT STAGE VI,West Bengal(59),2025,MAY,"1,01,751"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,MAY,"1,917"
6,CEV STAGE IV,West Bengal(59),2025,MAY,62
7,CEV STAGE V,West Bengal(59),2025,MAY,83
8,NOT APPLICABLE,West Bengal(59),2025,MAY,0
9,NOT AVAILABLE,West Bengal(59),2025,MAY,"5,355"
10,TREM STAGE IV,West Bengal(59),2025,MAY,53
1,BHARAT STAGE III,West Bengal(59),2025,JUN,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,JUN,58
3,BHARAT STAGE IV,West Bengal(59),2025,JUN,30
4,BHARAT STAGE VI,West Bengal(59),2025,JUN,"93,557"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,JUN,"2,074"
6,CEV STAGE IV,West Bengal(59),2025,JUN,147
7,CEV STAGE V,West Bengal(59),2025,JUN,79
8,NOT APPLICABLE,West Bengal(59),2025,JUN,0
9,NOT AVAILABLE,West Bengal(59),2025,JUN,"5,330"
10,TREM STAGE IV,West Bengal(59),2025,JUN,42
1,BHARAT STAGE III,West Bengal(59),2025,JUL,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,JUL,5
3,BHARAT STAGE IV,West Bengal(59),2025,JUL,1
4,BHARAT STAGE VI,West Bengal(59),2025,JUL,"82,023"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,JUL,"2,614"
6,CEV STAGE IV,West Bengal(59),2025,JUL,0
7,CEV STAGE V,West Bengal(59),2025,JUL,85
8,NOT APPLICABLE,West Bengal(59),2025,JUL,0
9,NOT AVAILABLE,West Bengal(59),2025,JUL,"6,197"
10,TREM STAGE IV,West Bengal(59),2025,JUL,41
1,BHARAT STAGE III,West Bengal(59),2025,AUG,0
2,BHARAT STAGE III (CEV),West Bengal(59),2025,AUG,1
3,BHARAT STAGE IV,West Bengal(59),2025,AUG,0
4,BHARAT STAGE VI,West Bengal(59),2025,AUG,"70,522"
5,BHARAT (TREM) STAGE III A,West Bengal(59),2025,AUG,"1,750"
6,CEV STAGE IV,West Bengal(59),2025,AUG,0
