S No,Fuel,State,Year,Vehicle Category,Value
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 1,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 1,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 1,0
14,PURE EV,Tamil Nadu(148),2026,EURO 1,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 1,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 2,0
2,DIESEL,Tamil Nadu(148),2026,EURO 2,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 2,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 2,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 2,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 2,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 2,0
8,PETROL,Tamil Nadu(148),2026,EURO 2,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 2,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 2,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 2,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 2,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 2,0
14,PURE EV,Tamil Nadu(148),2026,EURO 2,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 2,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 3,0
2,DIESEL,Tamil Nadu(148),2026,EURO 3,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 3,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 3,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 3,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 3,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 3,0
8,PETROL,Tamil Nadu(148),2026,EURO 3,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 3,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 3,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 3,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 3,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 3,0
14,PURE EV,Tamil Nadu(148),2026,EURO 3,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 3,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 4,0
2,DIESEL,Tamil Nadu(148),2026,EURO 4,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 4,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 4,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 4,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 4,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 4,0
8,PETROL,Tamil Nadu(148),2026,EURO 4,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 4,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 4,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 4,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 4,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 4,0
14,PURE EV,Tamil Nadu(148),2026,EURO 4,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 4,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 6,0
2,DIESEL,Tamil Nadu(148),2026,EURO 6,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 6,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 6,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 6,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 6,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 6,0
8,PETROL,Tamil Nadu(148),2026,EURO 6,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 6,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 6,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 6,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 6,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 6,0
14,PURE EV,Tamil Nadu(148),2026,EURO 6,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 6,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 6A,0
2,DIESEL,Tamil Nadu(148),2026,EURO 6A,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 6A,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 6A,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 6A,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 6A,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 6A,0
8,PETROL,Tamil Nadu(148),2026,EURO 6A,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 6A,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 6A,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 6A,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 6A,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 6A,0
14,PURE EV,Tamil Nadu(148),2026,EURO 6A,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 6A,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO  6AD,0
2,DIESEL,Tamil Nadu(148),2026,EURO  6AD,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO  6AD,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO  6AD,0
5,ETHANOL,Tamil Nadu(148),2026,EURO  6AD,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO  6AD,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO  6AD,0
8,PETROL,Tamil Nadu(148),2026,EURO  6AD,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO  6AD,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO  6AD,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO  6AD,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO  6AD,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO  6AD,0
14,PURE EV,Tamil Nadu(148),2026,EURO  6AD,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO  6AD,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 6B,0
2,DIESEL,Tamil Nadu(148),2026,EURO 6B,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 6B,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 6B,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 6B,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 6B,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 6B,0
8,PETROL,Tamil Nadu(148),2026,EURO 6B,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 6B,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 6B,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 6B,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 6B,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 6B,0
14,PURE EV,Tamil Nadu(148),2026,EURO 6B,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 6B,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 6C,0
2,DIESEL,Tamil Nadu(148),2026,EURO 6C,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 6C,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 6C,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 6C,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 6C,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 6C,0
8,PETROL,Tamil Nadu(148),2026,EURO 6C,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 6C,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 6C,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 6C,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 6C,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 6C,0
14,PURE EV,Tamil Nadu(148),2026,EURO 6C,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 6C,0
1,CNG ONLY,Tamil Nadu(148),2026,EURO 6D,0
2,DIESEL,Tamil Nadu(148),2026,EURO 6D,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,EURO 6D,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,EURO 6D,0
5,ETHANOL,Tamil Nadu(148),2026,EURO 6D,0
6,LPG ONLY,Tamil Nadu(148),2026,EURO 6D,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,EURO 6D,0
8,PETROL,Tamil Nadu(148),2026,EURO 6D,0
9,PETROL/CNG,Tamil Nadu(148),2026,EURO 6D,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,EURO 6D,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,EURO 6D,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,EURO 6D,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,EURO 6D,0
14,PURE EV,Tamil Nadu(148),2026,EURO 6D,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,EURO 6D,0
1,CNG ONLY,Tamil Nadu(148),2026,Not Applicable,0
2,DIESEL,Tamil Nadu(148),2026,Not Applicable,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,Not Applicable,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,Not Applicable,0
5,ETHANOL,Tamil Nadu(148),2026,Not Applicable,0
6,LPG ONLY,Tamil Nadu(148),2026,Not Applicable,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,Not Applicable,0
8,PETROL,Tamil Nadu(148),2026,Not Applicable,0
9,PETROL/CNG,Tamil Nadu(148),2026,Not Applicable,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,Not Applicable,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,Not Applicable,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,Not Applicable,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,Not Applicable,0
14,PURE EV,Tamil Nadu(148),2026,Not Applicable,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,Not Applicable,0
1,CNG ONLY,Tamil Nadu(148),2026,Not Available,0
2,DIESEL,Tamil Nadu(148),2026,Not Available,0
3,DIESEL/HYBRID,Tamil Nadu(148),2026,Not Available,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,Not Available,"3,133"
5,ETHANOL,Tamil Nadu(148),2026,Not Available,0
6,LPG ONLY,Tamil Nadu(148),2026,Not Available,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,Not Available,1
8,PETROL,Tamil Nadu(148),2026,Not Available,0
9,PETROL/CNG,Tamil Nadu(148),2026,Not Available,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,Not Available,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,Not Available,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,Not Available,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,Not Available,0
14,PURE EV,Tamil Nadu(148),2026,Not Available,"30,001"
15,STRONG HYBRID EV,Tamil Nadu(148),2026,Not Available,0
1,CNG ONLY,Tamil Nadu(148),2026,TREM STAGE IV,0
2,DIESEL,Tamil Nadu(148),2026,TREM STAGE IV,475
3,DIESEL/HYBRID,Tamil Nadu(148),2026,TREM STAGE IV,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,TREM STAGE IV,0
5,ETHANOL,Tamil Nadu(148),2026,TREM STAGE IV,0
6,LPG ONLY,Tamil Nadu(148),2026,TREM STAGE IV,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,TREM STAGE IV,0
8,PETROL,Tamil Nadu(148),2026,TREM STAGE IV,0
9,PETROL/CNG,Tamil Nadu(148),2026,TREM STAGE IV,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,TREM STAGE IV,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,TREM STAGE IV,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,TREM STAGE IV,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,TREM STAGE IV,0
14,PURE EV,Tamil Nadu(148),2026,TREM STAGE IV,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,TREM STAGE IV,0
1,CNG ONLY,Tamil Nadu(148),2026,TREM STAGE V,0
2,DIESEL,Tamil Nadu(148),2026,TREM STAGE V,1
3,DIESEL/HYBRID,Tamil Nadu(148),2026,TREM STAGE V,0
4,ELECTRIC(BOV),Tamil Nadu(148),2026,TREM STAGE V,0
5,ETHANOL,Tamil Nadu(148),2026,TREM STAGE V,0
6,LPG ONLY,Tamil Nadu(148),2026,TREM STAGE V,0
7,NOT APPLICABLE,Tamil Nadu(148),2026,TREM STAGE V,0
8,PETROL,Tamil Nadu(148),2026,TREM STAGE V,0
9,PETROL/CNG,Tamil Nadu(148),2026,TREM STAGE V,0
10,PETROL(E20)/CNG,Tamil Nadu(148),2026,TREM STAGE V,0
11,PETROL(E20)/HYBRID,Tamil Nadu(148),2026,TREM STAGE V,0
12,PETROL/ETHANOL,Tamil Nadu(148),2026,TREM STAGE V,0
13,PETROL/HYBRID,Tamil Nadu(148),2026,TREM STAGE V,0
14,PURE EV,Tamil Nadu(148),2026,TREM STAGE V,0
15,STRONG HYBRID EV,Tamil Nadu(148),2026,TREM STAGE V,0
1,CNG ONLY,Tripura(9),2026,BS I,0
2,DIESEL,Tripura(9),2026,BS I,0
3,DIESEL/HYBRID,Tripura(9),2026,BS I,0
4,ELECTRIC(BOV),Tripura(9),2026,BS I,0
5,PETROL,Tripura(9),2026,BS I,0
6,PETROL/CNG,Tripura(9),2026,BS I,0
7,PETROL(E20)/CNG,Tripura(9),2026,BS I,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS I,0
9,PETROL/ETHANOL,Tripura(9),2026,BS I,0
10,PETROL/HYBRID,Tripura(9),2026,BS I,0
11,PURE EV,Tripura(9),2026,BS I,0
12,STRONG HYBRID EV,Tripura(9),2026,BS I,0
1,CNG ONLY,Tripura(9),2026,BS II,0
2,DIESEL,Tripura(9),2026,BS II,0
3,DIESEL/HYBRID,Tripura(9),2026,BS II,0
4,ELECTRIC(BOV),Tripura(9),2026,BS II,0
5,PETROL,Tripura(9),2026,BS II,0
6,PETROL/CNG,Tripura(9),2026,BS II,0
7,PETROL(E20)/CNG,Tripura(9),2026,BS II,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS II,0
9,PETROL/ETHANOL,Tripura(9),2026,BS II,0
10,PETROL/HYBRID,Tripura(9),2026,BS II,0
11,PURE EV,Tripura(9),2026,BS II,0
12,STRONG HYBRID EV,Tripura(9),2026,BS II,0
1,CNG ONLY,Tripura(9),2026,BS III,0
2,DIESEL,Tripura(9),2026,BS III,0
3,DIESEL/HYBRID,Tripura(9),2026,BS III,0
4,ELECTRIC(BOV),Tripura(9),2026,BS III,0
5,PETROL,Tripura(9),2026,BS III,0
6,PETROL/CNG,Tripura(9),2026,BS III,0
7,PETROL(E20)/CNG,Tripura(9),2026,BS III,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS III,0
9,PETROL/ETHANOL,Tripura(9),2026,BS III,0
10,PETROL/HYBRID,Tripura(9),2026,BS III,0
11,PURE EV,Tripura(9),2026,BS III,0
12,STRONG HYBRID EV,Tripura(9),2026,BS III,0
1,CNG ONLY,Tripura(9),2026,BS III (CEV),0
2,DIESEL,Tripura(9),2026,BS III (CEV),0
3,DIESEL/HYBRID,Tripura(9),2026,BS III (CEV),0
4,ELECTRIC(BOV),Tripura(9),2026,BS III (CEV),0
5,PETROL,Tripura(9),2026,BS III (CEV),0
6,PETROL/CNG,Tripura(9),2026,BS III (CEV),0
7,PETROL(E20)/CNG,Tripura(9),2026,BS III (CEV),0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS III (CEV),0
9,PETROL/ETHANOL,Tripura(9),2026,BS III (CEV),0
10,PETROL/HYBRID,Tripura(9),2026,BS III (CEV),0
11,PURE EV,Tripura(9),2026,BS III (CEV),0
12,STRONG HYBRID EV,Tripura(9),2026,BS III (CEV),0
1,CNG ONLY,Tripura(9),2026,BS III/IV,0
2,DIESEL,Tripura(9),2026,BS III/IV,0
3,DIESEL/HYBRID,Tripura(9),2026,BS III/IV,0
4,ELECTRIC(BOV),Tripura(9),2026,BS III/IV,0
5,PETROL,Tripura(9),2026,BS III/IV,0
6,PETROL/CNG,Tripura(9),2026,BS III/IV,0
7,PETROL(E20)/CNG,Tripura(9),2026,BS III/IV,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS III/IV,0
9,PETROL/ETHANOL,Tripura(9),2026,BS III/IV,0
10,PETROL/HYBRID,Tripura(9),2026,BS III/IV,0
11,PURE EV,Tripura(9),2026,BS III/IV,0
12,STRONG HYBRID EV,Tripura(9),2026,BS III/IV,0
1,CNG ONLY,Tripura(9),2026,BS IV,0
2,DIESEL,Tripura(9),2026,BS IV,0
3,DIESEL/HYBRID,Tripura(9),2026,BS IV,0
4,ELECTRIC(BOV),Tripura(9),2026,BS IV,0
5,PETROL,Tripura(9),2026,BS IV,0
6,PETROL/CNG,Tripura(9),2026,BS IV,0
7,PETROL(E20)/CNG,Tripura(9),2026,BS IV,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS IV,0
9,PETROL/ETHANOL,Tripura(9),2026,BS IV,0
10,PETROL/HYBRID,Tripura(9),2026,BS IV,0
11,PURE EV,Tripura(9),2026,BS IV,0
12,STRONG HYBRID EV,Tripura(9),2026,BS IV,0
1,CNG ONLY,Tripura(9),2026,BS IV/VI,0
2,DIESEL,Tripura(9),2026,BS IV/VI,0
3,DIESEL/HYBRID,Tripura(9),2026,BS IV/VI,0
4,ELECTRIC(BOV),Tripura(9),2026,BS IV/VI,0
5,PETROL,Tripura(9),2026,BS IV/VI,0
6,PETROL/CNG,Tripura(9),2026,BS IV/VI,0
7,PETROL(E20)/CNG,Tripura(9),2026,BS IV/VI,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS IV/VI,0
9,PETROL/ETHANOL,Tripura(9),2026,BS IV/VI,0
10,PETROL/HYBRID,Tripura(9),2026,BS IV/VI,0
11,PURE EV,Tripura(9),2026,BS IV/VI,0
12,STRONG HYBRID EV,Tripura(9),2026,BS IV/VI,0
1,CNG ONLY,Tripura(9),2026,BS VI,629
2,DIESEL,Tripura(9),2026,BS VI,585
3,DIESEL/HYBRID,Tripura(9),2026,BS VI,1
4,ELECTRIC(BOV),Tripura(9),2026,BS VI,0
5,PETROL,Tripura(9),2026,BS VI,"1,381"
6,PETROL/CNG,Tripura(9),2026,BS VI,78
7,PETROL(E20)/CNG,Tripura(9),2026,BS VI,408
8,PETROL(E20)/HYBRID,Tripura(9),2026,BS VI,53
9,PETROL/ETHANOL,Tripura(9),2026,BS VI,"4,041"
10,PETROL/HYBRID,Tripura(9),2026,BS VI,10
11,PURE EV,Tripura(9),2026,BS VI,0
12,STRONG HYBRID EV,Tripura(9),2026,BS VI,4
1,CNG ONLY,Tripura(9),2026,B(T)S III,0
2,DIESEL,Tripura(9),2026,B(T)S III,0
3,DIESEL/HYBRID,Tripura(9),2026,B(T)S III,0
4,ELECTRIC(BOV),Tripura(9),2026,B(T)S III,0
5,PETROL,Tripura(9),2026,B(T)S III,0
6,PETROL/CNG,Tripura(9),2026,B(T)S III,0
7,PETROL(E20)/CNG,Tripura(9),2026,B(T)S III,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,B(T)S III,0
9,PETROL/ETHANOL,Tripura(9),2026,B(T)S III,0
10,PETROL/HYBRID,Tripura(9),2026,B(T)S III,0
11,PURE EV,Tripura(9),2026,B(T)S III,0
12,STRONG HYBRID EV,Tripura(9),2026,B(T)S III,0
1,CNG ONLY,Tripura(9),2026,B(T)S III A,0
2,DIESEL,Tripura(9),2026,B(T)S III A,5
3,DIESEL/HYBRID,Tripura(9),2026,B(T)S III A,0
4,ELECTRIC(BOV),Tripura(9),2026,B(T)S III A,0
5,PETROL,Tripura(9),2026,B(T)S III A,0
6,PETROL/CNG,Tripura(9),2026,B(T)S III A,0
7,PETROL(E20)/CNG,Tripura(9),2026,B(T)S III A,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,B(T)S III A,0
9,PETROL/ETHANOL,Tripura(9),2026,B(T)S III A,0
10,PETROL/HYBRID,Tripura(9),2026,B(T)S III A,0
11,PURE EV,Tripura(9),2026,B(T)S III A,0
12,STRONG HYBRID EV,Tripura(9),2026,B(T)S III A,0
1,CNG ONLY,Tripura(9),2026,B(T)S III B,0
2,DIESEL,Tripura(9),2026,B(T)S III B,0
3,DIESEL/HYBRID,Tripura(9),2026,B(T)S III B,0
4,ELECTRIC(BOV),Tripura(9),2026,B(T)S III B,0
5,PETROL,Tripura(9),2026,B(T)S III B,0
6,PETROL/CNG,Tripura(9),2026,B(T)S III B,0
7,PETROL(E20)/CNG,Tripura(9),2026,B(T)S III B,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,B(T)S III B,0
9,PETROL/ETHANOL,Tripura(9),2026,B(T)S III B,0
10,PETROL/HYBRID,Tripura(9),2026,B(T)S III B,0
11,PURE EV,Tripura(9),2026,B(T)S III B,0
12,STRONG HYBRID EV,Tripura(9),2026,B(T)S III B,0
1,CNG ONLY,Tripura(9),2026,CEV STAGE IV,0
2,DIESEL,Tripura(9),2026,CEV STAGE IV,0
3,DIESEL/HYBRID,Tripura(9),2026,CEV STAGE IV,0
4,ELECTRIC(BOV),Tripura(9),2026,CEV STAGE IV,0
5,PETROL,Tripura(9),2026,CEV STAGE IV,0
6,PETROL/CNG,Tripura(9),2026,CEV STAGE IV,0
7,PETROL(E20)/CNG,Tripura(9),2026,CEV STAGE IV,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,CEV STAGE IV,0
9,PETROL/ETHANOL,Tripura(9),2026,CEV STAGE IV,0
10,PETROL/HYBRID,Tripura(9),2026,CEV STAGE IV,0
11,PURE EV,Tripura(9),2026,CEV STAGE IV,0
12,STRONG HYBRID EV,Tripura(9),2026,CEV STAGE IV,0
1,CNG ONLY,Tripura(9),2026,CEV STAGE V,0
2,DIESEL,Tripura(9),2026,CEV STAGE V,45
3,DIESEL/HYBRID,Tripura(9),2026,CEV STAGE V,0
4,ELECTRIC(BOV),Tripura(9),2026,CEV STAGE V,0
5,PETROL,Tripura(9),2026,CEV STAGE V,0
6,PETROL/CNG,Tripura(9),2026,CEV STAGE V,0
7,PETROL(E20)/CNG,Tripura(9),2026,CEV STAGE V,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,CEV STAGE V,0
9,PETROL/ETHANOL,Tripura(9),2026,CEV STAGE V,0
10,PETROL/HYBRID,Tripura(9),2026,CEV STAGE V,0
11,PURE EV,Tripura(9),2026,CEV STAGE V,0
12,STRONG HYBRID EV,Tripura(9),2026,CEV STAGE V,0
1,CNG ONLY,Tripura(9),2026,EURO 1,0
2,DIESEL,Tripura(9),2026,EURO 1,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 1,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 1,0
5,PETROL,Tripura(9),2026,EURO 1,0
6,PETROL/CNG,Tripura(9),2026,EURO 1,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 1,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 1,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 1,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 1,0
11,PURE EV,Tripura(9),2026,EURO 1,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 1,0
1,CNG ONLY,Tripura(9),2026,EURO 2,0
2,DIESEL,Tripura(9),2026,EURO 2,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 2,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 2,0
5,PETROL,Tripura(9),2026,EURO 2,0
6,PETROL/CNG,Tripura(9),2026,EURO 2,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 2,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 2,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 2,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 2,0
11,PURE EV,Tripura(9),2026,EURO 2,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 2,0
1,CNG ONLY,Tripura(9),2026,EURO 3,0
2,DIESEL,Tripura(9),2026,EURO 3,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 3,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 3,0
5,PETROL,Tripura(9),2026,EURO 3,0
6,PETROL/CNG,Tripura(9),2026,EURO 3,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 3,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 3,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 3,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 3,0
11,PURE EV,Tripura(9),2026,EURO 3,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 3,0
1,CNG ONLY,Tripura(9),2026,EURO 4,0
2,DIESEL,Tripura(9),2026,EURO 4,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 4,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 4,0
5,PETROL,Tripura(9),2026,EURO 4,0
6,PETROL/CNG,Tripura(9),2026,EURO 4,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 4,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 4,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 4,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 4,0
11,PURE EV,Tripura(9),2026,EURO 4,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 4,0
1,CNG ONLY,Tripura(9),2026,EURO 6,0
2,DIESEL,Tripura(9),2026,EURO 6,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 6,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 6,0
5,PETROL,Tripura(9),2026,EURO 6,0
6,PETROL/CNG,Tripura(9),2026,EURO 6,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 6,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 6,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 6,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 6,0
11,PURE EV,Tripura(9),2026,EURO 6,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 6,0
1,CNG ONLY,Tripura(9),2026,EURO 6A,0
2,DIESEL,Tripura(9),2026,EURO 6A,0
3,DIESEL/HYBRID,Tripura(9),2026,EURO 6A,0
4,ELECTRIC(BOV),Tripura(9),2026,EURO 6A,0
5,PETROL,Tripura(9),2026,EURO 6A,0
6,PETROL/CNG,Tripura(9),2026,EURO 6A,0
7,PETROL(E20)/CNG,Tripura(9),2026,EURO 6A,0
8,PETROL(E20)/HYBRID,Tripura(9),2026,EURO 6A,0
9,PETROL/ETHANOL,Tripura(9),2026,EURO 6A,0
10,PETROL/HYBRID,Tripura(9),2026,EURO 6A,0
11,PURE EV,Tripura(9),2026,EURO 6A,0
12,STRONG HYBRID EV,Tripura(9),2026,EURO 6A,0
