S No,Vehicle Category,State,Year,Norms,Value
14,TWO WHEELER(NT),Haryana(104),2025,EURO 3,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 3,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 4,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO 4,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO 4,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO 4,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO 4,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO 4,1
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO 4,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO 4,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO 4,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO 4,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO 4,0
12,THREE WHEELER(T),Haryana(104),2025,EURO 4,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 4,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO 4,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 4,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO 6,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO 6,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO 6,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO 6,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO 6,8
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO 6,3
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO 6,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO 6,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO 6,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO 6,4
12,THREE WHEELER(T),Haryana(104),2025,EURO 6,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO 6,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 6,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6A,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO 6A,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO 6A,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO 6A,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO 6A,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO 6A,0
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO 6A,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO 6A,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO 6A,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO 6A,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO 6A,0
12,THREE WHEELER(T),Haryana(104),2025,EURO 6A,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6A,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO 6A,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 6A,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO  6AD,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO  6AD,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO  6AD,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO  6AD,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO  6AD,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO  6AD,0
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO  6AD,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO  6AD,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO  6AD,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO  6AD,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO  6AD,0
12,THREE WHEELER(T),Haryana(104),2025,EURO  6AD,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO  6AD,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO  6AD,0
15,TWO WHEELER(T),Haryana(104),2025,EURO  6AD,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6B,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO 6B,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO 6B,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO 6B,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO 6B,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO 6B,0
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO 6B,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO 6B,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO 6B,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO 6B,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO 6B,0
12,THREE WHEELER(T),Haryana(104),2025,EURO 6B,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6B,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO 6B,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 6B,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6C,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO 6C,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO 6C,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO 6C,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO 6C,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO 6C,0
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO 6C,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO 6C,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO 6C,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO 6C,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO 6C,0
12,THREE WHEELER(T),Haryana(104),2025,EURO 6C,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6C,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO 6C,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 6C,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6D,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,EURO 6D,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,EURO 6D,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,EURO 6D,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,EURO 6D,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,EURO 6D,0
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,EURO 6D,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,EURO 6D,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,EURO 6D,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,EURO 6D,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,EURO 6D,0
12,THREE WHEELER(T),Haryana(104),2025,EURO 6D,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,EURO 6D,0
14,TWO WHEELER(NT),Haryana(104),2025,EURO 6D,0
15,TWO WHEELER(T),Haryana(104),2025,EURO 6D,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,Not Applicable,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,Not Applicable,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,Not Applicable,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,Not Applicable,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,Not Applicable,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,Not Applicable,0
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,Not Applicable,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,Not Applicable,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,Not Applicable,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,Not Applicable,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,Not Applicable,0
12,THREE WHEELER(T),Haryana(104),2025,Not Applicable,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,Not Applicable,0
14,TWO WHEELER(NT),Haryana(104),2025,Not Applicable,0
15,TWO WHEELER(T),Haryana(104),2025,Not Applicable,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,Not Available,1
2,HEAVY GOODS VEHICLE,Haryana(104),2025,Not Available,369
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,Not Available,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,Not Available,68
5,LIGHT GOODS VEHICLE,Haryana(104),2025,Not Available,671
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,Not Available,"3,744"
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,Not Available,694
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,Not Available,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,Not Available,0
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,Not Available,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,Not Available,0
12,THREE WHEELER(T),Haryana(104),2025,Not Available,"18,165"
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,Not Available,0
14,TWO WHEELER(NT),Haryana(104),2025,Not Available,"13,981"
15,TWO WHEELER(T),Haryana(104),2025,Not Available,12
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,TREM STAGE IV,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,TREM STAGE IV,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,TREM STAGE IV,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,TREM STAGE IV,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,TREM STAGE IV,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,TREM STAGE IV,"1,068"
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,TREM STAGE IV,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,TREM STAGE IV,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,TREM STAGE IV,1
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,TREM STAGE IV,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,TREM STAGE IV,"1,772"
12,THREE WHEELER(T),Haryana(104),2025,TREM STAGE IV,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,TREM STAGE IV,0
14,TWO WHEELER(NT),Haryana(104),2025,TREM STAGE IV,0
15,TWO WHEELER(T),Haryana(104),2025,TREM STAGE IV,0
1,FOUR WHEELER (INVALID CARRIAGE),Haryana(104),2025,TREM STAGE V,0
2,HEAVY GOODS VEHICLE,Haryana(104),2025,TREM STAGE V,0
3,HEAVY MOTOR VEHICLE,Haryana(104),2025,TREM STAGE V,0
4,HEAVY PASSENGER VEHICLE,Haryana(104),2025,TREM STAGE V,0
5,LIGHT GOODS VEHICLE,Haryana(104),2025,TREM STAGE V,0
6,LIGHT MOTOR VEHICLE,Haryana(104),2025,TREM STAGE V,2
7,LIGHT PASSENGER VEHICLE,Haryana(104),2025,TREM STAGE V,0
8,MEDIUM GOODS VEHICLE,Haryana(104),2025,TREM STAGE V,0
9,MEDIUM MOTOR VEHICLE,Haryana(104),2025,TREM STAGE V,8
10,MEDIUM PASSENGER VEHICLE,Haryana(104),2025,TREM STAGE V,0
11,OTHER THAN MENTIONED ABOVE,Haryana(104),2025,TREM STAGE V,0
12,THREE WHEELER(T),Haryana(104),2025,TREM STAGE V,0
13,TWO WHEELER (INVALID CARRIAGE),Haryana(104),2025,TREM STAGE V,0
14,TWO WHEELER(NT),Haryana(104),2025,TREM STAGE V,0
15,TWO WHEELER(T),Haryana(104),2025,TREM STAGE V,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS I,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS I,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS I,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS I,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS I,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS I,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS I,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS I,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS I,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS I,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS I,0
12,THREE WHEELER(T),Jharkhand(25),2025,BS I,0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS I,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS II,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS II,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS II,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS II,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS II,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS II,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS II,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS II,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS II,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS II,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS II,0
12,THREE WHEELER(T),Jharkhand(25),2025,BS II,0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS II,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS III,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS III,1
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS III,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS III,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS III,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS III,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS III,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS III,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS III,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS III,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS III,0
12,THREE WHEELER(T),Jharkhand(25),2025,BS III,0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS III,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS III (CEV),0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS III (CEV),1
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS III (CEV),3
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS III (CEV),0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS III (CEV),3
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS III (CEV),0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS III (CEV),0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS III (CEV),5
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS III (CEV),6
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS III (CEV),0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS III (CEV),237
12,THREE WHEELER(T),Jharkhand(25),2025,BS III (CEV),0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS III (CEV),0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS III/IV,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS III/IV,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS III/IV,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS III/IV,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS III/IV,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS III/IV,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS III/IV,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS III/IV,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS III/IV,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS III/IV,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS III/IV,0
12,THREE WHEELER(T),Jharkhand(25),2025,BS III/IV,0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS III/IV,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS IV,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS IV,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS IV,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS IV,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS IV,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS IV,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS IV,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS IV,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS IV,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS IV,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS IV,0
12,THREE WHEELER(T),Jharkhand(25),2025,BS IV,0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS IV,1
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS IV/VI,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS IV/VI,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS IV/VI,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS IV/VI,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS IV/VI,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS IV/VI,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS IV/VI,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS IV/VI,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS IV/VI,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS IV/VI,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS IV/VI,0
12,THREE WHEELER(T),Jharkhand(25),2025,BS IV/VI,0
13,TWO WHEELER(NT),Jharkhand(25),2025,BS IV/VI,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,BS VI,8
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,BS VI,"6,832"
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,BS VI,38
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,BS VI,151
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,BS VI,"9,692"
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,BS VI,"67,410"
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,BS VI,"3,926"
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,BS VI,367
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,BS VI,4
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,BS VI,893
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,BS VI,80
12,THREE WHEELER(T),Jharkhand(25),2025,BS VI,"12,200"
13,TWO WHEELER(NT),Jharkhand(25),2025,BS VI,"5,23,492"
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,B(T)S III,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,B(T)S III,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,B(T)S III,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,B(T)S III,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,B(T)S III,0
12,THREE WHEELER(T),Jharkhand(25),2025,B(T)S III,0
13,TWO WHEELER(NT),Jharkhand(25),2025,B(T)S III,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,B(T)S III A,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,B(T)S III A,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III A,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III A,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,B(T)S III A,"17,914"
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III A,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III A,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,B(T)S III A,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III A,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III A,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,B(T)S III A,1
12,THREE WHEELER(T),Jharkhand(25),2025,B(T)S III A,0
13,TWO WHEELER(NT),Jharkhand(25),2025,B(T)S III A,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,B(T)S III B,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,B(T)S III B,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III B,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III B,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,B(T)S III B,1
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III B,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III B,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,B(T)S III B,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,B(T)S III B,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,B(T)S III B,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,B(T)S III B,0
12,THREE WHEELER(T),Jharkhand(25),2025,B(T)S III B,0
13,TWO WHEELER(NT),Jharkhand(25),2025,B(T)S III B,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,CEV STAGE IV,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,CEV STAGE IV,1
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,CEV STAGE IV,4
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,CEV STAGE IV,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,CEV STAGE IV,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,CEV STAGE IV,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,CEV STAGE IV,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,CEV STAGE IV,4
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,CEV STAGE IV,12
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,CEV STAGE IV,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,CEV STAGE IV,411
12,THREE WHEELER(T),Jharkhand(25),2025,CEV STAGE IV,0
13,TWO WHEELER(NT),Jharkhand(25),2025,CEV STAGE IV,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,CEV STAGE V,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,CEV STAGE V,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,CEV STAGE V,4
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,CEV STAGE V,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,CEV STAGE V,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,CEV STAGE V,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,CEV STAGE V,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,CEV STAGE V,4
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,CEV STAGE V,7
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,CEV STAGE V,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,CEV STAGE V,645
12,THREE WHEELER(T),Jharkhand(25),2025,CEV STAGE V,0
13,TWO WHEELER(NT),Jharkhand(25),2025,CEV STAGE V,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,EURO 1,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,EURO 1,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,EURO 1,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,EURO 1,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,EURO 1,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,EURO 1,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,EURO 1,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,EURO 1,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,EURO 1,0
10,MEDIUM PASSENGER VEHICLE,Jharkhand(25),2025,EURO 1,0
11,OTHER THAN MENTIONED ABOVE,Jharkhand(25),2025,EURO 1,0
12,THREE WHEELER(T),Jharkhand(25),2025,EURO 1,0
13,TWO WHEELER(NT),Jharkhand(25),2025,EURO 1,0
1,FOUR WHEELER (INVALID CARRIAGE),Jharkhand(25),2025,EURO 2,0
2,HEAVY GOODS VEHICLE,Jharkhand(25),2025,EURO 2,0
3,HEAVY MOTOR VEHICLE,Jharkhand(25),2025,EURO 2,0
4,HEAVY PASSENGER VEHICLE,Jharkhand(25),2025,EURO 2,0
5,LIGHT GOODS VEHICLE,Jharkhand(25),2025,EURO 2,0
6,LIGHT MOTOR VEHICLE,Jharkhand(25),2025,EURO 2,0
7,LIGHT PASSENGER VEHICLE,Jharkhand(25),2025,EURO 2,0
8,MEDIUM GOODS VEHICLE,Jharkhand(25),2025,EURO 2,0
9,MEDIUM MOTOR VEHICLE,Jharkhand(25),2025,EURO 2,0
