S No,Vehicle Class,State,Year,Norms,Value
13,E-RICKSHAW(P),Odisha(39),2026,B(T)S III B,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,B(T)S III B,0
15,EXCAVATOR (NT),Odisha(39),2026,B(T)S III B,0
16,FIRE TENDERS,Odisha(39),2026,B(T)S III B,0
17,FORK LIFT,Odisha(39),2026,B(T)S III B,0
18,GOODS CARRIER,Odisha(39),2026,B(T)S III B,0
19,HARVESTER,Odisha(39),2026,B(T)S III B,0
20,HEARSES,Odisha(39),2026,B(T)S III B,0
21,LUXURY CAB,Odisha(39),2026,B(T)S III B,0
22,MAXI CAB,Odisha(39),2026,B(T)S III B,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,B(T)S III B,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,B(T)S III B,0
25,MOBILE CLINIC,Odisha(39),2026,B(T)S III B,0
26,MOPED,Odisha(39),2026,B(T)S III B,0
27,MOTOR CAB,Odisha(39),2026,B(T)S III B,0
28,MOTOR CAR,Odisha(39),2026,B(T)S III B,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,B(T)S III B,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,B(T)S III B,0
31,OMNI BUS,Odisha(39),2026,B(T)S III B,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,B(T)S III B,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,B(T)S III B,0
34,RECOVERY VEHICLE,Odisha(39),2026,B(T)S III B,0
35,THREE WHEELER (GOODS),Odisha(39),2026,B(T)S III B,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,B(T)S III B,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,B(T)S III B,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,B(T)S III B,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,B(T)S III B,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,B(T)S III B,0
1,ADAPTED VEHICLE,Odisha(39),2026,CEV STAGE IV,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,CEV STAGE IV,0
3,AMBULANCE,Odisha(39),2026,CEV STAGE IV,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,CEV STAGE IV,0
5,ARTICULATED VEHICLE,Odisha(39),2026,CEV STAGE IV,0
6,BUS,Odisha(39),2026,CEV STAGE IV,0
7,CASH VAN,Odisha(39),2026,CEV STAGE IV,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,CEV STAGE IV,2
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,CEV STAGE IV,0
10,DUMPER,Odisha(39),2026,CEV STAGE IV,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,CEV STAGE IV,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,CEV STAGE IV,0
13,E-RICKSHAW(P),Odisha(39),2026,CEV STAGE IV,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,CEV STAGE IV,0
15,EXCAVATOR (NT),Odisha(39),2026,CEV STAGE IV,0
16,FIRE TENDERS,Odisha(39),2026,CEV STAGE IV,0
17,FORK LIFT,Odisha(39),2026,CEV STAGE IV,0
18,GOODS CARRIER,Odisha(39),2026,CEV STAGE IV,0
19,HARVESTER,Odisha(39),2026,CEV STAGE IV,0
20,HEARSES,Odisha(39),2026,CEV STAGE IV,0
21,LUXURY CAB,Odisha(39),2026,CEV STAGE IV,0
22,MAXI CAB,Odisha(39),2026,CEV STAGE IV,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,CEV STAGE IV,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,CEV STAGE IV,0
25,MOBILE CLINIC,Odisha(39),2026,CEV STAGE IV,0
26,MOPED,Odisha(39),2026,CEV STAGE IV,0
27,MOTOR CAB,Odisha(39),2026,CEV STAGE IV,0
28,MOTOR CAR,Odisha(39),2026,CEV STAGE IV,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,CEV STAGE IV,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,CEV STAGE IV,0
31,OMNI BUS,Odisha(39),2026,CEV STAGE IV,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,CEV STAGE IV,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,CEV STAGE IV,0
34,RECOVERY VEHICLE,Odisha(39),2026,CEV STAGE IV,0
35,THREE WHEELER (GOODS),Odisha(39),2026,CEV STAGE IV,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,CEV STAGE IV,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,CEV STAGE IV,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,CEV STAGE IV,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,CEV STAGE IV,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,CEV STAGE IV,0
1,ADAPTED VEHICLE,Odisha(39),2026,CEV STAGE V,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,CEV STAGE V,0
3,AMBULANCE,Odisha(39),2026,CEV STAGE V,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,CEV STAGE V,0
5,ARTICULATED VEHICLE,Odisha(39),2026,CEV STAGE V,0
6,BUS,Odisha(39),2026,CEV STAGE V,0
7,CASH VAN,Odisha(39),2026,CEV STAGE V,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,CEV STAGE V,881
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,CEV STAGE V,32
10,DUMPER,Odisha(39),2026,CEV STAGE V,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,CEV STAGE V,10
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,CEV STAGE V,0
13,E-RICKSHAW(P),Odisha(39),2026,CEV STAGE V,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,CEV STAGE V,0
15,EXCAVATOR (NT),Odisha(39),2026,CEV STAGE V,30
16,FIRE TENDERS,Odisha(39),2026,CEV STAGE V,0
17,FORK LIFT,Odisha(39),2026,CEV STAGE V,3
18,GOODS CARRIER,Odisha(39),2026,CEV STAGE V,0
19,HARVESTER,Odisha(39),2026,CEV STAGE V,0
20,HEARSES,Odisha(39),2026,CEV STAGE V,0
21,LUXURY CAB,Odisha(39),2026,CEV STAGE V,0
22,MAXI CAB,Odisha(39),2026,CEV STAGE V,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,CEV STAGE V,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,CEV STAGE V,0
25,MOBILE CLINIC,Odisha(39),2026,CEV STAGE V,0
26,MOPED,Odisha(39),2026,CEV STAGE V,0
27,MOTOR CAB,Odisha(39),2026,CEV STAGE V,0
28,MOTOR CAR,Odisha(39),2026,CEV STAGE V,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,CEV STAGE V,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,CEV STAGE V,0
31,OMNI BUS,Odisha(39),2026,CEV STAGE V,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,CEV STAGE V,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,CEV STAGE V,0
34,RECOVERY VEHICLE,Odisha(39),2026,CEV STAGE V,0
35,THREE WHEELER (GOODS),Odisha(39),2026,CEV STAGE V,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,CEV STAGE V,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,CEV STAGE V,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,CEV STAGE V,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,CEV STAGE V,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,CEV STAGE V,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 1,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 1,0
3,AMBULANCE,Odisha(39),2026,EURO 1,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 1,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 1,0
6,BUS,Odisha(39),2026,EURO 1,0
7,CASH VAN,Odisha(39),2026,EURO 1,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 1,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 1,0
10,DUMPER,Odisha(39),2026,EURO 1,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 1,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 1,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 1,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 1,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 1,0
16,FIRE TENDERS,Odisha(39),2026,EURO 1,0
17,FORK LIFT,Odisha(39),2026,EURO 1,0
18,GOODS CARRIER,Odisha(39),2026,EURO 1,0
19,HARVESTER,Odisha(39),2026,EURO 1,0
20,HEARSES,Odisha(39),2026,EURO 1,0
21,LUXURY CAB,Odisha(39),2026,EURO 1,0
22,MAXI CAB,Odisha(39),2026,EURO 1,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 1,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 1,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 1,0
26,MOPED,Odisha(39),2026,EURO 1,0
27,MOTOR CAB,Odisha(39),2026,EURO 1,0
28,MOTOR CAR,Odisha(39),2026,EURO 1,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 1,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 1,0
31,OMNI BUS,Odisha(39),2026,EURO 1,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 1,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 1,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 1,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 1,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 1,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 1,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 1,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 1,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 1,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 2,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 2,0
3,AMBULANCE,Odisha(39),2026,EURO 2,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 2,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 2,0
6,BUS,Odisha(39),2026,EURO 2,0
7,CASH VAN,Odisha(39),2026,EURO 2,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 2,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 2,0
10,DUMPER,Odisha(39),2026,EURO 2,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 2,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 2,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 2,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 2,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 2,0
16,FIRE TENDERS,Odisha(39),2026,EURO 2,0
17,FORK LIFT,Odisha(39),2026,EURO 2,0
18,GOODS CARRIER,Odisha(39),2026,EURO 2,0
19,HARVESTER,Odisha(39),2026,EURO 2,0
20,HEARSES,Odisha(39),2026,EURO 2,0
21,LUXURY CAB,Odisha(39),2026,EURO 2,0
22,MAXI CAB,Odisha(39),2026,EURO 2,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 2,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 2,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 2,0
26,MOPED,Odisha(39),2026,EURO 2,0
27,MOTOR CAB,Odisha(39),2026,EURO 2,0
28,MOTOR CAR,Odisha(39),2026,EURO 2,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 2,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 2,0
31,OMNI BUS,Odisha(39),2026,EURO 2,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 2,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 2,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 2,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 2,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 2,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 2,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 2,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 2,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 2,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 3,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 3,0
3,AMBULANCE,Odisha(39),2026,EURO 3,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 3,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 3,0
6,BUS,Odisha(39),2026,EURO 3,0
7,CASH VAN,Odisha(39),2026,EURO 3,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 3,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 3,0
10,DUMPER,Odisha(39),2026,EURO 3,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 3,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 3,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 3,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 3,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 3,0
16,FIRE TENDERS,Odisha(39),2026,EURO 3,0
17,FORK LIFT,Odisha(39),2026,EURO 3,0
18,GOODS CARRIER,Odisha(39),2026,EURO 3,0
19,HARVESTER,Odisha(39),2026,EURO 3,0
20,HEARSES,Odisha(39),2026,EURO 3,0
21,LUXURY CAB,Odisha(39),2026,EURO 3,0
22,MAXI CAB,Odisha(39),2026,EURO 3,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 3,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 3,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 3,0
26,MOPED,Odisha(39),2026,EURO 3,0
27,MOTOR CAB,Odisha(39),2026,EURO 3,0
28,MOTOR CAR,Odisha(39),2026,EURO 3,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 3,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 3,0
31,OMNI BUS,Odisha(39),2026,EURO 3,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 3,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 3,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 3,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 3,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 3,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 3,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 3,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 3,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 3,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 4,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 4,0
3,AMBULANCE,Odisha(39),2026,EURO 4,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 4,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 4,0
6,BUS,Odisha(39),2026,EURO 4,0
7,CASH VAN,Odisha(39),2026,EURO 4,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 4,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 4,0
10,DUMPER,Odisha(39),2026,EURO 4,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 4,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 4,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 4,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 4,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 4,0
16,FIRE TENDERS,Odisha(39),2026,EURO 4,0
17,FORK LIFT,Odisha(39),2026,EURO 4,0
18,GOODS CARRIER,Odisha(39),2026,EURO 4,0
19,HARVESTER,Odisha(39),2026,EURO 4,0
20,HEARSES,Odisha(39),2026,EURO 4,0
21,LUXURY CAB,Odisha(39),2026,EURO 4,0
22,MAXI CAB,Odisha(39),2026,EURO 4,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 4,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 4,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 4,0
26,MOPED,Odisha(39),2026,EURO 4,0
27,MOTOR CAB,Odisha(39),2026,EURO 4,0
28,MOTOR CAR,Odisha(39),2026,EURO 4,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 4,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 4,0
31,OMNI BUS,Odisha(39),2026,EURO 4,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 4,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 4,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 4,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 4,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 4,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 4,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 4,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 4,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 4,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 6,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 6,0
3,AMBULANCE,Odisha(39),2026,EURO 6,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 6,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 6,0
6,BUS,Odisha(39),2026,EURO 6,0
7,CASH VAN,Odisha(39),2026,EURO 6,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 6,5
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 6,0
10,DUMPER,Odisha(39),2026,EURO 6,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 6,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 6,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 6,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 6,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 6,0
16,FIRE TENDERS,Odisha(39),2026,EURO 6,0
17,FORK LIFT,Odisha(39),2026,EURO 6,0
18,GOODS CARRIER,Odisha(39),2026,EURO 6,0
19,HARVESTER,Odisha(39),2026,EURO 6,0
20,HEARSES,Odisha(39),2026,EURO 6,0
21,LUXURY CAB,Odisha(39),2026,EURO 6,0
22,MAXI CAB,Odisha(39),2026,EURO 6,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 6,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 6,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 6,0
26,MOPED,Odisha(39),2026,EURO 6,0
27,MOTOR CAB,Odisha(39),2026,EURO 6,0
28,MOTOR CAR,Odisha(39),2026,EURO 6,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 6,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 6,0
31,OMNI BUS,Odisha(39),2026,EURO 6,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 6,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 6,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 6,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 6,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 6,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 6,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 6,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 6,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 6,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 6A,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 6A,0
3,AMBULANCE,Odisha(39),2026,EURO 6A,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 6A,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 6A,0
6,BUS,Odisha(39),2026,EURO 6A,0
7,CASH VAN,Odisha(39),2026,EURO 6A,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 6A,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 6A,0
10,DUMPER,Odisha(39),2026,EURO 6A,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 6A,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 6A,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 6A,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO 6A,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO 6A,0
16,FIRE TENDERS,Odisha(39),2026,EURO 6A,0
17,FORK LIFT,Odisha(39),2026,EURO 6A,0
18,GOODS CARRIER,Odisha(39),2026,EURO 6A,0
19,HARVESTER,Odisha(39),2026,EURO 6A,0
20,HEARSES,Odisha(39),2026,EURO 6A,0
21,LUXURY CAB,Odisha(39),2026,EURO 6A,0
22,MAXI CAB,Odisha(39),2026,EURO 6A,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO 6A,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO 6A,0
25,MOBILE CLINIC,Odisha(39),2026,EURO 6A,0
26,MOPED,Odisha(39),2026,EURO 6A,0
27,MOTOR CAB,Odisha(39),2026,EURO 6A,0
28,MOTOR CAR,Odisha(39),2026,EURO 6A,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO 6A,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO 6A,0
31,OMNI BUS,Odisha(39),2026,EURO 6A,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO 6A,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO 6A,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO 6A,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO 6A,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO 6A,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO 6A,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO 6A,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO 6A,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO 6A,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO  6AD,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO  6AD,0
3,AMBULANCE,Odisha(39),2026,EURO  6AD,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO  6AD,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO  6AD,0
6,BUS,Odisha(39),2026,EURO  6AD,0
7,CASH VAN,Odisha(39),2026,EURO  6AD,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO  6AD,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO  6AD,0
10,DUMPER,Odisha(39),2026,EURO  6AD,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO  6AD,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO  6AD,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO  6AD,0
14,E-RICKSHAW WITH CART (G),Odisha(39),2026,EURO  6AD,0
15,EXCAVATOR (NT),Odisha(39),2026,EURO  6AD,0
16,FIRE TENDERS,Odisha(39),2026,EURO  6AD,0
17,FORK LIFT,Odisha(39),2026,EURO  6AD,0
18,GOODS CARRIER,Odisha(39),2026,EURO  6AD,0
19,HARVESTER,Odisha(39),2026,EURO  6AD,0
20,HEARSES,Odisha(39),2026,EURO  6AD,0
21,LUXURY CAB,Odisha(39),2026,EURO  6AD,0
22,MAXI CAB,Odisha(39),2026,EURO  6AD,0
23,M-CYCLE/SCOOTER,Odisha(39),2026,EURO  6AD,0
24,M-CYCLE/SCOOTER-WITH SIDE CAR,Odisha(39),2026,EURO  6AD,0
25,MOBILE CLINIC,Odisha(39),2026,EURO  6AD,0
26,MOPED,Odisha(39),2026,EURO  6AD,0
27,MOTOR CAB,Odisha(39),2026,EURO  6AD,0
28,MOTOR CAR,Odisha(39),2026,EURO  6AD,0
29,MOTOR CYCLE/SCOOTER-USED FOR HIRE,Odisha(39),2026,EURO  6AD,0
30,MOTORISED CYCLE (CC > 25CC),Odisha(39),2026,EURO  6AD,0
31,OMNI BUS,Odisha(39),2026,EURO  6AD,0
32,OMNI BUS (PRIVATE USE),Odisha(39),2026,EURO  6AD,0
33,PRIVATE SERVICE VEHICLE,Odisha(39),2026,EURO  6AD,0
34,RECOVERY VEHICLE,Odisha(39),2026,EURO  6AD,0
35,THREE WHEELER (GOODS),Odisha(39),2026,EURO  6AD,0
36,THREE WHEELER (PASSENGER),Odisha(39),2026,EURO  6AD,0
37,TRACTOR (COMMERCIAL),Odisha(39),2026,EURO  6AD,0
38,TRACTOR-TROLLEY(COMMERCIAL),Odisha(39),2026,EURO  6AD,0
39,TRAILER (COMMERCIAL),Odisha(39),2026,EURO  6AD,0
40,VEHICLE FITTED WITH RIG,Odisha(39),2026,EURO  6AD,0
1,ADAPTED VEHICLE,Odisha(39),2026,EURO 6B,0
2,AGRICULTURAL TRACTOR,Odisha(39),2026,EURO 6B,0
3,AMBULANCE,Odisha(39),2026,EURO 6B,0
4,ARMOURED/SPECIALISED VEHICLE,Odisha(39),2026,EURO 6B,0
5,ARTICULATED VEHICLE,Odisha(39),2026,EURO 6B,0
6,BUS,Odisha(39),2026,EURO 6B,0
7,CASH VAN,Odisha(39),2026,EURO 6B,0
8,CONSTRUCTION EQUIPMENT VEHICLE,Odisha(39),2026,EURO 6B,0
9,CRANE MOUNTED VEHICLE,Odisha(39),2026,EURO 6B,0
10,DUMPER,Odisha(39),2026,EURO 6B,0
11,EARTH MOVING EQUIPMENT,Odisha(39),2026,EURO 6B,0
12,EDUCATIONAL INSTITUTION BUS,Odisha(39),2026,EURO 6B,0
13,E-RICKSHAW(P),Odisha(39),2026,EURO 6B,0
