S No,Fuel,State,Year,Norms,Value
11,PETROL/ETHANOL,Puducherry(8),2025,B(T)S III A,0
12,PETROL/HYBRID,Puducherry(8),2025,B(T)S III A,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,B(T)S III A,0
14,PURE EV,Puducherry(8),2025,B(T)S III A,0
15,STRONG HYBRID EV,Puducherry(8),2025,B(T)S III A,0
1,CNG ONLY,Puducherry(8),2025,B(T)S III B,0
2,DIESEL,Puducherry(8),2025,B(T)S III B,0
3,DIESEL/HYBRID,Puducherry(8),2025,B(T)S III B,0
4,ELECTRIC(BOV),Puducherry(8),2025,B(T)S III B,0
5,ETHANOL,Puducherry(8),2025,B(T)S III B,0
6,LPG ONLY,Puducherry(8),2025,B(T)S III B,0
7,PETROL,Puducherry(8),2025,B(T)S III B,0
8,PETROL/CNG,Puducherry(8),2025,B(T)S III B,0
9,PETROL(E20)/CNG,Puducherry(8),2025,B(T)S III B,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,B(T)S III B,0
11,PETROL/ETHANOL,Puducherry(8),2025,B(T)S III B,0
12,PETROL/HYBRID,Puducherry(8),2025,B(T)S III B,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,B(T)S III B,0
14,PURE EV,Puducherry(8),2025,B(T)S III B,0
15,STRONG HYBRID EV,Puducherry(8),2025,B(T)S III B,0
1,CNG ONLY,Puducherry(8),2025,CEV STAGE IV,0
2,DIESEL,Puducherry(8),2025,CEV STAGE IV,6
3,DIESEL/HYBRID,Puducherry(8),2025,CEV STAGE IV,0
4,ELECTRIC(BOV),Puducherry(8),2025,CEV STAGE IV,0
5,ETHANOL,Puducherry(8),2025,CEV STAGE IV,0
6,LPG ONLY,Puducherry(8),2025,CEV STAGE IV,0
7,PETROL,Puducherry(8),2025,CEV STAGE IV,0
8,PETROL/CNG,Puducherry(8),2025,CEV STAGE IV,0
9,PETROL(E20)/CNG,Puducherry(8),2025,CEV STAGE IV,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,CEV STAGE IV,0
11,PETROL/ETHANOL,Puducherry(8),2025,CEV STAGE IV,0
12,PETROL/HYBRID,Puducherry(8),2025,CEV STAGE IV,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,CEV STAGE IV,0
14,PURE EV,Puducherry(8),2025,CEV STAGE IV,0
15,STRONG HYBRID EV,Puducherry(8),2025,CEV STAGE IV,0
1,CNG ONLY,Puducherry(8),2025,CEV STAGE V,0
2,DIESEL,Puducherry(8),2025,CEV STAGE V,8
3,DIESEL/HYBRID,Puducherry(8),2025,CEV STAGE V,0
4,ELECTRIC(BOV),Puducherry(8),2025,CEV STAGE V,0
5,ETHANOL,Puducherry(8),2025,CEV STAGE V,0
6,LPG ONLY,Puducherry(8),2025,CEV STAGE V,0
7,PETROL,Puducherry(8),2025,CEV STAGE V,0
8,PETROL/CNG,Puducherry(8),2025,CEV STAGE V,0
9,PETROL(E20)/CNG,Puducherry(8),2025,CEV STAGE V,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,CEV STAGE V,0
11,PETROL/ETHANOL,Puducherry(8),2025,CEV STAGE V,0
12,PETROL/HYBRID,Puducherry(8),2025,CEV STAGE V,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,CEV STAGE V,0
14,PURE EV,Puducherry(8),2025,CEV STAGE V,0
15,STRONG HYBRID EV,Puducherry(8),2025,CEV STAGE V,0
1,CNG ONLY,Puducherry(8),2025,EURO 1,0
2,DIESEL,Puducherry(8),2025,EURO 1,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 1,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 1,0
5,ETHANOL,Puducherry(8),2025,EURO 1,0
6,LPG ONLY,Puducherry(8),2025,EURO 1,0
7,PETROL,Puducherry(8),2025,EURO 1,0
8,PETROL/CNG,Puducherry(8),2025,EURO 1,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 1,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 1,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 1,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 1,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 1,0
14,PURE EV,Puducherry(8),2025,EURO 1,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 1,0
1,CNG ONLY,Puducherry(8),2025,EURO 2,0
2,DIESEL,Puducherry(8),2025,EURO 2,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 2,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 2,0
5,ETHANOL,Puducherry(8),2025,EURO 2,0
6,LPG ONLY,Puducherry(8),2025,EURO 2,0
7,PETROL,Puducherry(8),2025,EURO 2,0
8,PETROL/CNG,Puducherry(8),2025,EURO 2,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 2,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 2,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 2,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 2,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 2,0
14,PURE EV,Puducherry(8),2025,EURO 2,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 2,0
1,CNG ONLY,Puducherry(8),2025,EURO 3,0
2,DIESEL,Puducherry(8),2025,EURO 3,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 3,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 3,0
5,ETHANOL,Puducherry(8),2025,EURO 3,0
6,LPG ONLY,Puducherry(8),2025,EURO 3,0
7,PETROL,Puducherry(8),2025,EURO 3,0
8,PETROL/CNG,Puducherry(8),2025,EURO 3,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 3,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 3,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 3,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 3,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 3,0
14,PURE EV,Puducherry(8),2025,EURO 3,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 3,0
1,CNG ONLY,Puducherry(8),2025,EURO 4,0
2,DIESEL,Puducherry(8),2025,EURO 4,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 4,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 4,0
5,ETHANOL,Puducherry(8),2025,EURO 4,0
6,LPG ONLY,Puducherry(8),2025,EURO 4,0
7,PETROL,Puducherry(8),2025,EURO 4,1
8,PETROL/CNG,Puducherry(8),2025,EURO 4,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 4,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 4,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 4,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 4,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 4,0
14,PURE EV,Puducherry(8),2025,EURO 4,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 4,0
1,CNG ONLY,Puducherry(8),2025,EURO 6,0
2,DIESEL,Puducherry(8),2025,EURO 6,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 6,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 6,0
5,ETHANOL,Puducherry(8),2025,EURO 6,0
6,LPG ONLY,Puducherry(8),2025,EURO 6,0
7,PETROL,Puducherry(8),2025,EURO 6,0
8,PETROL/CNG,Puducherry(8),2025,EURO 6,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 6,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 6,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 6,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 6,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 6,0
14,PURE EV,Puducherry(8),2025,EURO 6,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 6,0
1,CNG ONLY,Puducherry(8),2025,EURO 6A,0
2,DIESEL,Puducherry(8),2025,EURO 6A,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 6A,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 6A,0
5,ETHANOL,Puducherry(8),2025,EURO 6A,0
6,LPG ONLY,Puducherry(8),2025,EURO 6A,0
7,PETROL,Puducherry(8),2025,EURO 6A,0
8,PETROL/CNG,Puducherry(8),2025,EURO 6A,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 6A,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 6A,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 6A,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 6A,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 6A,0
14,PURE EV,Puducherry(8),2025,EURO 6A,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 6A,0
1,CNG ONLY,Puducherry(8),2025,EURO  6AD,0
2,DIESEL,Puducherry(8),2025,EURO  6AD,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO  6AD,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO  6AD,0
5,ETHANOL,Puducherry(8),2025,EURO  6AD,0
6,LPG ONLY,Puducherry(8),2025,EURO  6AD,0
7,PETROL,Puducherry(8),2025,EURO  6AD,0
8,PETROL/CNG,Puducherry(8),2025,EURO  6AD,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO  6AD,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO  6AD,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO  6AD,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO  6AD,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO  6AD,0
14,PURE EV,Puducherry(8),2025,EURO  6AD,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO  6AD,0
1,CNG ONLY,Puducherry(8),2025,EURO 6B,0
2,DIESEL,Puducherry(8),2025,EURO 6B,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 6B,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 6B,0
5,ETHANOL,Puducherry(8),2025,EURO 6B,0
6,LPG ONLY,Puducherry(8),2025,EURO 6B,0
7,PETROL,Puducherry(8),2025,EURO 6B,0
8,PETROL/CNG,Puducherry(8),2025,EURO 6B,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 6B,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 6B,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 6B,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 6B,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 6B,0
14,PURE EV,Puducherry(8),2025,EURO 6B,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 6B,0
1,CNG ONLY,Puducherry(8),2025,EURO 6C,0
2,DIESEL,Puducherry(8),2025,EURO 6C,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 6C,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 6C,0
5,ETHANOL,Puducherry(8),2025,EURO 6C,0
6,LPG ONLY,Puducherry(8),2025,EURO 6C,0
7,PETROL,Puducherry(8),2025,EURO 6C,0
8,PETROL/CNG,Puducherry(8),2025,EURO 6C,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 6C,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 6C,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 6C,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 6C,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 6C,0
14,PURE EV,Puducherry(8),2025,EURO 6C,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 6C,0
1,CNG ONLY,Puducherry(8),2025,EURO 6D,0
2,DIESEL,Puducherry(8),2025,EURO 6D,0
3,DIESEL/HYBRID,Puducherry(8),2025,EURO 6D,0
4,ELECTRIC(BOV),Puducherry(8),2025,EURO 6D,0
5,ETHANOL,Puducherry(8),2025,EURO 6D,0
6,LPG ONLY,Puducherry(8),2025,EURO 6D,0
7,PETROL,Puducherry(8),2025,EURO 6D,0
8,PETROL/CNG,Puducherry(8),2025,EURO 6D,0
9,PETROL(E20)/CNG,Puducherry(8),2025,EURO 6D,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,EURO 6D,0
11,PETROL/ETHANOL,Puducherry(8),2025,EURO 6D,0
12,PETROL/HYBRID,Puducherry(8),2025,EURO 6D,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,EURO 6D,0
14,PURE EV,Puducherry(8),2025,EURO 6D,0
15,STRONG HYBRID EV,Puducherry(8),2025,EURO 6D,0
1,CNG ONLY,Puducherry(8),2025,Not Applicable,0
2,DIESEL,Puducherry(8),2025,Not Applicable,0
3,DIESEL/HYBRID,Puducherry(8),2025,Not Applicable,0
4,ELECTRIC(BOV),Puducherry(8),2025,Not Applicable,0
5,ETHANOL,Puducherry(8),2025,Not Applicable,0
6,LPG ONLY,Puducherry(8),2025,Not Applicable,0
7,PETROL,Puducherry(8),2025,Not Applicable,0
8,PETROL/CNG,Puducherry(8),2025,Not Applicable,0
9,PETROL(E20)/CNG,Puducherry(8),2025,Not Applicable,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,Not Applicable,0
11,PETROL/ETHANOL,Puducherry(8),2025,Not Applicable,0
12,PETROL/HYBRID,Puducherry(8),2025,Not Applicable,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,Not Applicable,0
14,PURE EV,Puducherry(8),2025,Not Applicable,0
15,STRONG HYBRID EV,Puducherry(8),2025,Not Applicable,0
1,CNG ONLY,Puducherry(8),2025,Not Available,0
2,DIESEL,Puducherry(8),2025,Not Available,0
3,DIESEL/HYBRID,Puducherry(8),2025,Not Available,0
4,ELECTRIC(BOV),Puducherry(8),2025,Not Available,723
5,ETHANOL,Puducherry(8),2025,Not Available,0
6,LPG ONLY,Puducherry(8),2025,Not Available,0
7,PETROL,Puducherry(8),2025,Not Available,0
8,PETROL/CNG,Puducherry(8),2025,Not Available,0
9,PETROL(E20)/CNG,Puducherry(8),2025,Not Available,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,Not Available,0
11,PETROL/ETHANOL,Puducherry(8),2025,Not Available,0
12,PETROL/HYBRID,Puducherry(8),2025,Not Available,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,Not Available,0
14,PURE EV,Puducherry(8),2025,Not Available,"3,888"
15,STRONG HYBRID EV,Puducherry(8),2025,Not Available,0
1,CNG ONLY,Puducherry(8),2025,TREM STAGE IV,0
2,DIESEL,Puducherry(8),2025,TREM STAGE IV,1
3,DIESEL/HYBRID,Puducherry(8),2025,TREM STAGE IV,0
4,ELECTRIC(BOV),Puducherry(8),2025,TREM STAGE IV,0
5,ETHANOL,Puducherry(8),2025,TREM STAGE IV,0
6,LPG ONLY,Puducherry(8),2025,TREM STAGE IV,0
7,PETROL,Puducherry(8),2025,TREM STAGE IV,0
8,PETROL/CNG,Puducherry(8),2025,TREM STAGE IV,0
9,PETROL(E20)/CNG,Puducherry(8),2025,TREM STAGE IV,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,TREM STAGE IV,0
11,PETROL/ETHANOL,Puducherry(8),2025,TREM STAGE IV,0
12,PETROL/HYBRID,Puducherry(8),2025,TREM STAGE IV,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,TREM STAGE IV,0
14,PURE EV,Puducherry(8),2025,TREM STAGE IV,0
15,STRONG HYBRID EV,Puducherry(8),2025,TREM STAGE IV,0
1,CNG ONLY,Puducherry(8),2025,TREM STAGE V,0
2,DIESEL,Puducherry(8),2025,TREM STAGE V,0
3,DIESEL/HYBRID,Puducherry(8),2025,TREM STAGE V,0
4,ELECTRIC(BOV),Puducherry(8),2025,TREM STAGE V,0
5,ETHANOL,Puducherry(8),2025,TREM STAGE V,0
6,LPG ONLY,Puducherry(8),2025,TREM STAGE V,0
7,PETROL,Puducherry(8),2025,TREM STAGE V,0
8,PETROL/CNG,Puducherry(8),2025,TREM STAGE V,0
9,PETROL(E20)/CNG,Puducherry(8),2025,TREM STAGE V,0
10,PETROL(E20)/HYBRID,Puducherry(8),2025,TREM STAGE V,0
11,PETROL/ETHANOL,Puducherry(8),2025,TREM STAGE V,0
12,PETROL/HYBRID,Puducherry(8),2025,TREM STAGE V,0
13,PLUG-IN HYBRID EV,Puducherry(8),2025,TREM STAGE V,0
14,PURE EV,Puducherry(8),2025,TREM STAGE V,0
15,STRONG HYBRID EV,Puducherry(8),2025,TREM STAGE V,0
1,CNG ONLY,Rajasthan(60),2025,BS I,0
2,DIESEL,Rajasthan(60),2025,BS I,0
3,DIESEL/HYBRID,Rajasthan(60),2025,BS I,0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS I,0
5,ETHANOL,Rajasthan(60),2025,BS I,0
6,LNG,Rajasthan(60),2025,BS I,0
7,LPG ONLY,Rajasthan(60),2025,BS I,0
8,NOT APPLICABLE,Rajasthan(60),2025,BS I,0
9,PETROL,Rajasthan(60),2025,BS I,3
10,PETROL/CNG,Rajasthan(60),2025,BS I,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS I,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS I,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS I,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS I,0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS I,0
16,PETROL/HYBRID,Rajasthan(60),2025,BS I,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS I,0
18,PETROL/LPG,Rajasthan(60),2025,BS I,0
19,PURE EV,Rajasthan(60),2025,BS I,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS I,0
1,CNG ONLY,Rajasthan(60),2025,BS II,0
2,DIESEL,Rajasthan(60),2025,BS II,2
3,DIESEL/HYBRID,Rajasthan(60),2025,BS II,0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS II,0
5,ETHANOL,Rajasthan(60),2025,BS II,0
6,LNG,Rajasthan(60),2025,BS II,0
7,LPG ONLY,Rajasthan(60),2025,BS II,0
8,NOT APPLICABLE,Rajasthan(60),2025,BS II,0
9,PETROL,Rajasthan(60),2025,BS II,5
10,PETROL/CNG,Rajasthan(60),2025,BS II,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS II,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS II,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS II,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS II,0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS II,0
16,PETROL/HYBRID,Rajasthan(60),2025,BS II,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS II,0
18,PETROL/LPG,Rajasthan(60),2025,BS II,0
19,PURE EV,Rajasthan(60),2025,BS II,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS II,0
1,CNG ONLY,Rajasthan(60),2025,BS III,0
2,DIESEL,Rajasthan(60),2025,BS III,5
3,DIESEL/HYBRID,Rajasthan(60),2025,BS III,0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS III,0
5,ETHANOL,Rajasthan(60),2025,BS III,0
6,LNG,Rajasthan(60),2025,BS III,0
7,LPG ONLY,Rajasthan(60),2025,BS III,0
8,NOT APPLICABLE,Rajasthan(60),2025,BS III,0
9,PETROL,Rajasthan(60),2025,BS III,35
10,PETROL/CNG,Rajasthan(60),2025,BS III,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS III,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS III,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS III,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS III,0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS III,0
16,PETROL/HYBRID,Rajasthan(60),2025,BS III,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS III,0
18,PETROL/LPG,Rajasthan(60),2025,BS III,0
19,PURE EV,Rajasthan(60),2025,BS III,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS III,0
1,CNG ONLY,Rajasthan(60),2025,BS III (CEV),0
2,DIESEL,Rajasthan(60),2025,BS III (CEV),"1,176"
3,DIESEL/HYBRID,Rajasthan(60),2025,BS III (CEV),0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS III (CEV),0
5,ETHANOL,Rajasthan(60),2025,BS III (CEV),0
6,LNG,Rajasthan(60),2025,BS III (CEV),0
7,LPG ONLY,Rajasthan(60),2025,BS III (CEV),0
8,NOT APPLICABLE,Rajasthan(60),2025,BS III (CEV),0
9,PETROL,Rajasthan(60),2025,BS III (CEV),2
10,PETROL/CNG,Rajasthan(60),2025,BS III (CEV),0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS III (CEV),0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS III (CEV),0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS III (CEV),0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS III (CEV),0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS III (CEV),0
16,PETROL/HYBRID,Rajasthan(60),2025,BS III (CEV),0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS III (CEV),0
18,PETROL/LPG,Rajasthan(60),2025,BS III (CEV),0
19,PURE EV,Rajasthan(60),2025,BS III (CEV),0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS III (CEV),0
1,CNG ONLY,Rajasthan(60),2025,BS III/IV,0
2,DIESEL,Rajasthan(60),2025,BS III/IV,0
3,DIESEL/HYBRID,Rajasthan(60),2025,BS III/IV,0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS III/IV,0
5,ETHANOL,Rajasthan(60),2025,BS III/IV,0
6,LNG,Rajasthan(60),2025,BS III/IV,0
7,LPG ONLY,Rajasthan(60),2025,BS III/IV,0
8,NOT APPLICABLE,Rajasthan(60),2025,BS III/IV,0
9,PETROL,Rajasthan(60),2025,BS III/IV,9
10,PETROL/CNG,Rajasthan(60),2025,BS III/IV,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS III/IV,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS III/IV,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS III/IV,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS III/IV,0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS III/IV,0
16,PETROL/HYBRID,Rajasthan(60),2025,BS III/IV,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS III/IV,0
18,PETROL/LPG,Rajasthan(60),2025,BS III/IV,0
19,PURE EV,Rajasthan(60),2025,BS III/IV,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS III/IV,0
1,CNG ONLY,Rajasthan(60),2025,BS IV,0
2,DIESEL,Rajasthan(60),2025,BS IV,7
3,DIESEL/HYBRID,Rajasthan(60),2025,BS IV,0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS IV,0
5,ETHANOL,Rajasthan(60),2025,BS IV,0
6,LNG,Rajasthan(60),2025,BS IV,0
7,LPG ONLY,Rajasthan(60),2025,BS IV,0
8,NOT APPLICABLE,Rajasthan(60),2025,BS IV,0
9,PETROL,Rajasthan(60),2025,BS IV,18
10,PETROL/CNG,Rajasthan(60),2025,BS IV,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS IV,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS IV,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS IV,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS IV,0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS IV,0
16,PETROL/HYBRID,Rajasthan(60),2025,BS IV,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS IV,0
18,PETROL/LPG,Rajasthan(60),2025,BS IV,0
19,PURE EV,Rajasthan(60),2025,BS IV,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS IV,0
1,CNG ONLY,Rajasthan(60),2025,BS IV/VI,0
2,DIESEL,Rajasthan(60),2025,BS IV/VI,0
3,DIESEL/HYBRID,Rajasthan(60),2025,BS IV/VI,0
4,ELECTRIC(BOV),Rajasthan(60),2025,BS IV/VI,0
5,ETHANOL,Rajasthan(60),2025,BS IV/VI,0
6,LNG,Rajasthan(60),2025,BS IV/VI,0
7,LPG ONLY,Rajasthan(60),2025,BS IV/VI,0
8,NOT APPLICABLE,Rajasthan(60),2025,BS IV/VI,0
9,PETROL,Rajasthan(60),2025,BS IV/VI,0
10,PETROL/CNG,Rajasthan(60),2025,BS IV/VI,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS IV/VI,0
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS IV/VI,0
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS IV/VI,0
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS IV/VI,0
15,PETROL/ETHANOL,Rajasthan(60),2025,BS IV/VI,0
16,PETROL/HYBRID,Rajasthan(60),2025,BS IV/VI,0
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS IV/VI,0
18,PETROL/LPG,Rajasthan(60),2025,BS IV/VI,0
19,PURE EV,Rajasthan(60),2025,BS IV/VI,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS IV/VI,0
1,CNG ONLY,Rajasthan(60),2025,BS VI,"22,451"
2,DIESEL,Rajasthan(60),2025,BS VI,"1,38,664"
3,DIESEL/HYBRID,Rajasthan(60),2025,BS VI,339
4,ELECTRIC(BOV),Rajasthan(60),2025,BS VI,2
5,ETHANOL,Rajasthan(60),2025,BS VI,14
6,LNG,Rajasthan(60),2025,BS VI,69
7,LPG ONLY,Rajasthan(60),2025,BS VI,"2,570"
8,NOT APPLICABLE,Rajasthan(60),2025,BS VI,0
9,PETROL,Rajasthan(60),2025,BS VI,"9,59,426"
10,PETROL/CNG,Rajasthan(60),2025,BS VI,"56,791"
11,PETROL(E20)/CNG,Rajasthan(60),2025,BS VI,"7,089"
12,PETROL(E20)/HYBRID,Rajasthan(60),2025,BS VI,"1,415"
13,PETROL(E20)/HYBRID/CNG,Rajasthan(60),2025,BS VI,5
14,PETROL(E20)/LPG,Rajasthan(60),2025,BS VI,159
15,PETROL/ETHANOL,Rajasthan(60),2025,BS VI,"2,39,392"
16,PETROL/HYBRID,Rajasthan(60),2025,BS VI,"7,880"
17,PETROL/HYBRID/CNG,Rajasthan(60),2025,BS VI,10
18,PETROL/LPG,Rajasthan(60),2025,BS VI,"3,860"
19,PURE EV,Rajasthan(60),2025,BS VI,0
20,STRONG HYBRID EV,Rajasthan(60),2025,BS VI,"3,022"
1,CNG ONLY,Rajasthan(60),2025,B(T)S III,0
2,DIESEL,Rajasthan(60),2025,B(T)S III,10
3,DIESEL/HYBRID,Rajasthan(60),2025,B(T)S III,0
4,ELECTRIC(BOV),Rajasthan(60),2025,B(T)S III,0
5,ETHANOL,Rajasthan(60),2025,B(T)S III,0
6,LNG,Rajasthan(60),2025,B(T)S III,0
7,LPG ONLY,Rajasthan(60),2025,B(T)S III,0
8,NOT APPLICABLE,Rajasthan(60),2025,B(T)S III,0
9,PETROL,Rajasthan(60),2025,B(T)S III,1
10,PETROL/CNG,Rajasthan(60),2025,B(T)S III,0
11,PETROL(E20)/CNG,Rajasthan(60),2025,B(T)S III,0
